Bodega,Año,Vino_ID,Vino,Rating,Nº_reseñas,Precio,Región
Traslascuestas,2018,2093126,Crianza 2018,4.1,109,15.99,Ribera del Duero
Raiza,2013,1792042,Gran Reserva 2013,4.0,53,15.99,Rioja
Pere Guardiola,2016,1767665,Floresta Tinto 2016,3.4,82,16.0,Empordà
La Vinyeta,2017,2274547,MigMig 2017,4.0,26,16.0,Empordà
Carlos Serres,2012,1409166,Rioja Gran Reserva 2012,4.1,871,16.0,Rioja
Manuel Manzaneque Suárez,2017,1860918,¡Ea! Tinto 2017,3.8,68,16.0,La Mancha
Bodega Ca'n Verdura,2020,5812908,Supernova Mantonegro Negre 2020,3.9,87,16.0,Binissalem-Mallorca
Vinícola del Priorat,2018,99547,Ònix Evolució 2018,4.0,45,16.01,Priorato
Muga,2018,1724002,Crianza 2018,4.0,2016,16.02,Rioja
Muga,2019,1724002,Crianza 2019,3.9,520,16.02,Rioja
Pedralonga,2018,2375682,DoUmia Tinto 2018,3.6,25,16.02,Rías Baixas
Segura Viudas,2015,1231102,Mas d'Aranyó Reserva 2015,3.7,130,16.1,Cataluña
Bodegas Frontonio,2017,5987536,Telescópico Carignan 2017,3.8,156,16.11,Valdejalón
Fedellos do Couto,2020,3816628,Lomba dos Ares 2020,3.8,25,16.11,Ribeira Sacra
Viñas del Vero,2014,1428416,Gran Vos Reserva Somontano 2014,3.9,449,16.14,Somontano
Abad,2016,1199620,Carracedo Mencía Tinto 2016,3.9,190,16.15,Bierzo
Jaro,2018,2340708,Jaros 2018,4.1,349,16.15,Ribera del Duero
Cal Batllet - Celler Ripoll Sans,2017,4431408,Llum d'Alena Gratallops 2017,4.1,37,16.15,Priorato
Hermanos Lurton,2017,6007568,Cuesta Grande Toro 2017,3.7,53,16.16,Toro
Canopy,2015,1195453,Tres Patas Garnacha 2015,3.8,249,16.19,Méntrida
Artadi,2018,2309741,Artazu Pasos de San Martín Garnacha 2018,3.9,47,16.2,Vino de España
Segura Viudas,2014,1231102,Mas d'Aranyó Reserva 2014,3.7,139,16.2,Cataluña
Bodegas Abadía de San Quirce,2018,1223070,Crianza 2018,4.0,767,16.2,Ribera del Duero
Magaña,2019,8783815,Los Cascajos 2019,3.9,65,16.2,Navarra
Joan d'Anguera,2020,2039503,Planella 2020,4.2,85,16.2,Montsant
Bodegas Mano a Mano,2017,1199185,Venta La Ossa TNT 2017,4.0,25,16.2,Castilla
Mas Llunes,2019,1817778,Emporion 2019,4.1,38,16.21,Empordà
Dominio de Atauta,2018,1212282,Parada de Atauta 2018,4.1,375,16.25,Ribera del Duero
Fuentes del Silencio,2018,6767588,Las Jaras 2018,3.9,109,16.25,Castilla y León
Mustiguillo,2019,9737594,Pela Roques 2019,3.7,54,16.25,Valencia
4 Kilos Vinícola,2020,98839,12 Volts 2020,3.8,94,16.25,Binissalem-Mallorca
Cruz de Alba,2018,1174990,Ribera del Duero (Crianza) 2018,4.1,398,16.25,Ribera del Duero
Fazenda Prádio,2019,4147772,Tinto 2019,4.1,78,16.3,Galicia
Doniene Gorrondona,2020,1584600,Bizkaiko Txakolina Tinto 2020,3.8,45,16.3,Bizkaiko Txakolina
Vinícola Real,2016,1149000,Cueva del Monge Rioja 2016,4.0,99,16.3,Rioja
Gallina de Piel,2018,6316420,Roca del Crit 2018,3.9,325,16.3,Empordà
Cims de Porrera,2017,2383155,Vi de Vila Porrera  Caranyana - Garnatxa 2017,4.0,346,16.31,Priorato
Tamaral,2016,1637474,Crianza 2016,4.0,163,16.35,Ribera del Duero
Vinyes Domenech,2020,1198698,Furvus 2020,4.2,72,16.37,Montsant
Bodega Badiola,2018,8432145,Las Parcelas Tinto 2018,3.9,108,16.39,Rioja
4 Kilos Vinícola,2020,7450121,Motor Callet 2020,3.5,79,16.4,Mallorca
Fuentespina,2016,3611492,Reserva 2016,3.5,122,16.45,Ribera del Duero
Valdaya,2018,8621558,El Valiente 2018,3.9,189,16.45,Ribera del Duero
Teso La Monja,2018,1115654,Almiréz 2018,4.0,734,16.45,Toro
Camino del Norte,2013,3766220,El Soradal 2013,3.9,141,16.46,Bierzo
Figuero,2019,2247886,Ribera Del Duero 12 Meses en Barrica (Crianza) 2019,3.9,75,16.47,Ribera del Duero
Arínzano,2018,4000960,Hacienda de Arínzano Tinto 2018,3.9,77,16.49,Arínzano
Maguila,2016,1374746,Cachito Mío Toro 2016,4.1,63,16.5,Toro
Cal Grau,2016,1185241,Badaceli Tinto 2016,3.8,129,16.5,Priorato
Mas de les Pereres,2014,2945399,Nuncito 2014,4.1,54,16.5,Priorato
Clos Pachem,2018,8516795,Pachem 2018,4.0,53,16.5,Priorato
Costers del Sió,2017,1603859,Alto Siós 2017,4.1,88,16.5,Costers del Segre
Bracamonte,2012,1149912,Crianza 2012,3.5,53,16.5,Ribera del Duero
La Niña de Cuenca,2018,5982772,Rubatos 2018,4.2,102,16.5,Manchuela
Cámbrico,2018,2011340,Viñas del Cámbrico 2018,3.9,28,16.5,Sierra de Salamanca
Bodegas Mas Alta,2018,83825,Els Pics 2018,4.0,679,16.5,Priorato
Bodegas Garcia de Lara,2019,8313573,La Cueva Colora Cencibel 2019,4.1,34,16.5,Castilla
Altos del Enebro,2018,3905528,Tinto 2018,4.2,64,16.5,Ribera del Duero
Casar de Burbia,2019,1638158,Hombros 2019,3.9,73,16.5,Bierzo
Marques de Tomares,2014,1155884,Rioja Reserva 2014,4.1,496,16.5,Rioja
Cune (CVNE),2015,1135311,Crianza 2015,3.6,8366,16.5,Rioja
Altos Ibéricos,2014,5445926,Reserva 2014,3.8,989,16.5,Rioja
Celler Aixalà Alcait,2016,1284320,Pardelasses 2016,4.1,173,16.5,Priorato
Finca Constancia,2016,1509310,Altos de la Finca 2016,4.0,85,16.5,Castilla
Barcolobo,2016,1196051,Victoria 2016,4.1,230,16.5,Castilla y León
Legaris,2016,80084,Ribera del Duero Crianza 2016,3.9,1345,16.51,Ribera del Duero
Bodega Tesalia,2017,6153558,ARX Arcos de la Frontera 2017,4.1,903,16.52,Andalucía
Artadi,2015,2309741,Artazu Pasos de San Martín Garnacha 2015,3.8,295,16.55,Vino de España
Bodega Rebeldes,2018,7798264,RelApso 2018,3.7,25,16.57,Montsant
Viña Real,2016,1261821,Rioja Crianza 2016,3.6,1227,16.6,Rioja
Casar de Burbia,2017,1638158,Hombros 2017,4.1,25,16.61,Bierzo
Silice Viticultores,2018,3075581,Tinto 2018,3.6,273,16.65,Ribeira Sacra
Casar de Burbia,2018,1638158,Hombros 2018,4.2,75,16.7,Bierzo
Lambuena,2016,1951688,Crianza 2016,4.1,132,16.7,Ribera del Duero
La Mejorada,2014,1223300,Las Cercas 2014,3.7,101,16.7,Castilla y León
Dominio Dostares,2016,1126966,Cumal Prieto Picudo 2016,4.0,167,16.7,Bierzo
Leyenda del Páramo,2015,1798032,El Médico Tinto 2015,4.0,28,16.7,Castilla y León
Clos Figueras,2021,97685,Serras del Priorat 2021,3.8,46,16.71,Priorato
Coral Duero,2018,8606015,Salgadero 2018,4.2,33,16.75,Toro
Compañía de Vinos Tricó,2016,6064790,Anton Tinto 2016,4.0,75,16.75,Rías Baixas
Macià Batle,2011,1228845,P. de Maria 2011,4.1,81,16.75,Binissalem-Mallorca
Franck Massard,2017,1276374,Humilitat 2017,3.9,44,16.75,Priorato
Can Serra dels Exibis,2014,2026466,La Rasa 2014,3.8,80,16.78,Pla de Bages
Franck Massard,2015,1442956,Licis 2015,3.7,138,16.8,Ribeira Sacra
Bodega Marañones,2019,1573916,Marañones Garnacha 2019,3.7,88,16.8,Madrid
Can Bas,2018,7709859,D’Origen P9 Cabernet Sauvignon 2018,4.0,144,16.8,Penedès
Mesquida Mora,2019,1803914,Trispol 2019,3.9,48,16.83,Plà i Llevant
Sierra Cantabria,2016,1144552,Cuvée 2016,3.8,58,16.85,Rioja
Teso La Monja,2019,1115654,Almiréz 2019,4.1,682,16.85,Toro
Pateiro Vinos de Guarda,2019,5733716,El Patito Feo Caíño Sousón Barrica 2019,4.0,34,16.9,Ribeiro
Palacio de Sada,2014,1296115,Garnacha 2014,4.0,238,16.9,Navarra
Pradorey,2019,1300204,Adaro 2019,4.0,73,16.9,Ribera del Duero
Pago de Larrainzar,2014,2106047,Reserva Especial 2014,4.2,66,16.9,Navarra
Bodegas Faustino,2012,6815639,I Gran Reserva 75 Aniversario 2012,4.0,34,16.9,Rioja
Sierra Salinas,2013,1190555,Mira 2013,3.7,121,16.9,Alicante
Jiménez-Landi,2018,1165915,Sotorrondero 2018,3.7,181,16.9,Méntrida
Suertes del Marqués,2019,2132650,La Solana Listan Negro Cordón Trenzado 2019,3.7,152,16.9,Valle de la Orotava
Beronia,2017,1309336,Rioja Reserva Mazuelo 2017,3.8,42,16.9,Rioja
Celler del Roure,2017,2033578,Parotet 2017,3.6,133,16.9,Valencia
Suertes del Marqués,2019,4284871,Medianías Red 2019,3.9,30,16.9,Valle de la Orotava
Figuero,2018,2247886,Ribera Del Duero 12 Meses en Barrica (Crianza) 2018,4.0,710,16.9,Ribera del Duero
Estefanía,2015,1140758,Tilenus Pagos de Posada Bierzo Mencia 2015,3.8,191,16.9,Bierzo
Viña Mayor,2014,49584,Ribera del Duero Reserva 2014,3.7,140,16.9,Ribera del Duero
Teso La Monja,2020,1115654,Almiréz 2020,4.2,104,16.9,Toro
Viña Albina,2014,1399070,Gran Reserva 2014,3.9,260,16.9,Rioja
Vegalfaro,2019,2802810,Pago de los Balagueses Syrah 2019,4.1,69,16.9,Utiel-Requena
Altos Ibéricos,2013,5445926,Reserva 2013,3.7,941,16.9,Rioja
San Cobate,2018,6816934,San Cobate la Finca 2018,4.1,343,16.9,Ribera del Duero
Olivier Rivière,2019,3505802,Rioja Gabaxo 2019,3.8,78,16.9,Rioja
Marqués de Riscal,2014,1852661,Arienzo Rioja Crianza 2014,3.6,3811,16.9,Rioja
Condado de Oriza,2020,1609207,Roble Ribera del Duero 2020,3.7,350,16.94,Ribera del Duero
Resalte,2019,7177726,Origen de Resalte 2019,4.1,64,16.95,Ribera del Duero
Vinya l'Hereu,2009,1207261,Flor de Grealò 2009,3.8,35,16.95,Costers del Segre
Alta Alella,2019,5052432,Merla 2019,4.0,196,16.95,Alella
Sicus,2018,5137068,Garrut 2018,3.7,25,16.95,Penedès
El Grifo,2019,6902881,Colección Listan Negro 2019,3.7,205,16.95,Lanzarote
Bodegas Frontonio,2018,9815798,Telescópico Garnacha - Mazuela 2018,3.8,55,16.95,Valdejalón
Dehesa del Carrizal,2018,1201177,Cabernet Sauvignon 2018,4.2,230,16.95,Dehesa del Carrizal
Valtravieso,2018,1178074,Ribera del Duero Crianza 2018,3.9,1021,16.95,Ribera del Duero
Altos Ibéricos,2015,5445926,Reserva 2015,3.8,606,16.96,Rioja
La Vizcaína,2019,1736361,El Rapolao (Lomas de Valtuille) 2019,4.1,223,16.96,Bierzo
Vicente Gandía,2020,8425229,Bobal Negro 2020,3.9,45,16.99,Utiel-Requena
Pago del Cielo,2019,3313942,Celeste Crianza 2019,4.1,908,17.0,Ribera del Duero
Autòcton Celler,2015,5325337,Gran Autòcton 2015,3.7,103,17.0,Montsant
AT Roca,2019,8257987,Costers de Cornudella 2019,3.9,60,17.0,Montsant
Territorio Luthier,2019,1314723,Lara O 2019,4.1,25,17.0,Ribera del Duero
Sierra Cantabria,2013,77873,Reserva 2013,3.7,459,17.0,Rioja
Telmo Rodriguez,2016,63084,Gago G 2016,3.8,714,17.01,Toro
Telmo Rodriguez,2017,63084,Gago G 2017,3.8,83,17.01,Toro
Can Grau Vell,2012,1300539,Alcor 2012,3.9,90,17.15,Cataluña
Pago de Cirsus,2016,1152163,Selección de Familia 2016,3.8,69,17.17,Navarra
Luis Cañas,2016,86877,Rioja Reserva 2016,4.0,738,17.19,Rioja
Pagos del Rey,2018,8812892,Pago de Fuentecojo Tempranillo 2018,3.9,80,17.19,Ribera del Duero
Cuevas de Arom,2018,5796812,AS Ladieras 2018,3.7,91,17.2,Campo de Borja
Familia Torres,2016,2651,Atrium Merlot 2016,3.7,1115,17.2,Penedès
Marqués de Griñon,2018,1184099,Svmma Varietalis Red Blend (Summa) 2018,4.1,89,17.22,Dominio de Valdepusa
Mas Doix,2021,1126523,Les Crestes 2021,4.0,40,17.25,Priorato
VALENCISO,2018,9928911,Cemento Rioja 2018,4.1,159,17.25,Rioja
Pujanza,2017,2306926,Finca Valdepoleo 2017,4.0,219,17.25,Rioja
Bodegas Lleiroso,2019,2016016,Luz Millar Roble 2019,3.8,99,17.25,Ribera del Duero
Mas de Sella,2018,2388032,Tinto Vendimia Seleccionada 2018,4.1,72,17.3,Alicante
Valserrano,2016,5509320,El Ribazo Rioja 2016,4.0,125,17.3,Rioja
Abadia da Cova,2019,6362088,Xuno 2019,4.0,27,17.3,Ribeira Sacra
Balaguer I Cabre,2015,1762538,Lluna Vella 2015,3.9,89,17.3,Priorato
Ca N'Estruc,2016,1188871,L'Equilibrista Garnatxa 2016,4.0,74,17.33,Cataluña
Hugas de Batlle,2014,2471786,Coma Fredosa 2014,4.0,79,17.36,Empordà
Naranjuez,2014,1291952,Prisa Mata 2014,3.6,29,17.4,Andalucía
Terra Remota,2019,1222476,Camino 2019,4.1,137,17.4,Empordà
Alvear,2015,1675135,Palacio Quemado Los Acilates 2015,3.4,55,17.4,Extremadura
Dominio do Bibei,2018,1151535,Lalama 2018,4.0,564,17.4,Ribeira Sacra
Dominio do Bibei,2019,1151535,Lalama 2019,4.1,469,17.41,Ribeira Sacra
Bodem,2018,6900660,Las Margas Garnacha 2018,3.9,350,17.44,Aragón
Diez Caballero,2012,1238113,Victoria 2012,4.1,55,17.45,Rioja
Viñas del Vero,2015,1428416,Gran Vos Reserva Somontano 2015,3.9,152,17.45,Somontano
Lan,2015,88833,Gran Reserva Rioja 2015,4.2,176,17.45,Rioja
La Mejorada,2015,1223300,Las Cercas 2015,3.9,61,17.45,Castilla y León
Alta Alella,2016,2735037,Orbus 2016,4.3,123,17.47,Alella
Conreria d'Scala Dei,2020,6002085,Les Brugueres 2020,4.2,91,17.48,Priorato
Beronia,2016,1309336,Rioja Reserva Mazuelo 2016,4.1,154,17.5,Rioja
Beronia,2015,1309336,Rioja Reserva Mazuelo 2015,3.9,232,17.5,Rioja
Proelio,2016,6633799,Reserva Vendimia Seleccionada 2016,3.8,652,17.5,Rioja
Bohórquez,2017,1467386,Cardela 2017,3.9,42,17.5,Ribera del Duero
Ostatu,2015,1361986,Rioja Reserva 2015,4.0,125,17.5,Rioja Alavesa
Bodegas La Horra,2018,1214002,Corimbo 2018,4.1,148,17.5,Ribera del Duero
Altanza,2014,1287615,Club Rioja Reserva 2014,4.2,35,17.5,Rioja
Casa Castillo,2020,98813,Valtosca Syrah 2020,3.9,83,17.5,Jumilla
Bodega Luzdivina Amigo,2018,2279057,Baloiro Selección en Viña Mencía 2018,4.0,107,17.5,Bierzo
Parajes del Valle,2018,7036607,Terraje Monastrell 2018,3.9,83,17.5,Jumilla
Casa Rojo,2016,2237000,The Invisible Man 2016,3.8,445,17.5,Rioja Alta
César Márquez,2018,7275568,Las Firmas Mencia 2018,4.0,54,17.5,Bierzo
Casa Gran del Siurana,2017,1150729,Priorat Cruor 2017,4.1,353,17.5,Priorato
La Vicalanda,2015,1126221,Reserva 2015,4.2,642,17.5,Rioja
Soto y Manrique,2018,8623524,Laderas de La Mira 2018,4.0,65,17.5,Castilla y León
El Regajal,2015,1214059,Selección Especial 2015,4.0,498,17.5,Madrid
