Bodega,Año,Vino_ID,Vino,Rating,Nº_reseñas,Precio,Región
Bodegas Luis Perez,2020,1216613,Samaruco 2020,4.2,78,17.5,Andalucía
Vinyes del Terrer,2015,1203552,Nus del Terrer 2015,4.0,78,17.5,Tarragona
Orto Vins,2017,1470083,Les Comes d'Orto 2017,3.8,75,17.5,Montsant
Sierra Cantabria,2017,1144552,Cuvée 2017,3.8,42,17.5,Rioja
Bodegas Amaren,2017,2063980,Ángeles de Amaren Tempranillo - Graciano 2017,4.1,398,17.5,Rioja
Dominio Basconcillos,2018,1790577,Viña Magna Crianza Tempranillo 2018,4.1,348,17.55,Ribera del Duero
Melonera,2019,1306468,Payoya Negra 2019,3.9,86,17.55,Sierras de Málaga
Emilio Moro,2019,1386686,Ribera del Duero 2019,4.2,3194,17.55,Ribera del Duero
Bodega de Bardos,2016,6773233,Reserva 2016,4.1,2542,17.55,Ribera del Duero
Pago del Cielo,2016,3313942,Celeste Crianza 2016,4.0,5817,17.57,Ribera del Duero
Comando G,2017,1370085,El Hombre Bala 2017,3.7,734,17.62,Madrid
Altos Ibéricos,2015,4197622,Parcelas de Graciano 2015,3.6,190,17.62,Rioja
Bodegas Celler Francisco Castillo - Clos Dominic,2019,1544433,Clos Petó Priorat 2019,4.0,36,17.65,Priorato
Dehesa del Carrizal,2018,2006729,Petit Verdot 2018,4.3,105,17.65,Dehesa del Carrizal
Finca Torremilanos,2018,1395689,Torremilanos  Crianza Ribera del Duero 2018,3.8,64,17.65,Ribera del Duero
Goyo Garcia Viadero,2021,5743891,Joven de Viñas Viejas 2021,3.8,34,17.7,Ribera del Duero
Dominio de Cair,2016,7567711,Selección La Aguilera 2016,4.2,721,17.7,Ribera del Duero
Finca Nueva,2010,1428377,Reserva 2010,3.8,111,17.7,Rioja
Fariña,2016,8781932,Gran Colegiata Original 2016,4.2,47,17.75,Toro
Mas Doix,2020,1126523,Les Crestes 2020,3.8,213,17.75,Priorato
Monte Real,2014,1424455,Gran Reserva 2014,3.9,749,17.75,Rioja
Dominio de Anza,2020,4580888,Selección de Parcelas 2020,3.9,49,17.75,Bierzo
Parés Baltà,2017,1989615,Cabernet Franc - Merlot Mas Irene 2017,3.9,250,17.75,Penedès
Antoni Giribet,2019,9627675,Glops 2019,4.0,35,17.75,Costers del Segre
Ànima Negra,2020,86683,AN/2 2020,4.1,587,17.75,Mallorca
Bela,2019,10336847,Arano Moradillo De Roa 2019,4.1,48,17.75,Ribera del Duero
Alfredo Arribas,2019,2550311,Trossos Vells 2019,4.0,25,17.77,Montsant
Antídoto,2018,1209027,Tinto 2018,3.9,1261,17.77,Ribera del Duero
La Vizcaína,2019,1919846,Las Gundiñas (Lomas de Valtuille) 2019,4.0,101,17.77,Bierzo
Conreria d'Scala Dei,2019,6002085,Les Brugueres 2019,4.2,294,17.8,Priorato
Ferratus,2016,1564268,Ferratus Origen 2016,3.8,331,17.8,Ribera del Duero
Viña Pomal,2018,1126218,Centenario Crianza 2018,3.8,472,17.81,Rioja
Vinsnus,2017,7285991,No. 4 InSTabile 2017,4.1,43,17.82,Priorato
El Vínculo,2011,1110327,La Mancha Reserva 2011,3.5,28,17.85,La Mancha
Callejo,2016,7664082,Parajes de Callejo 2016,4.0,355,17.85,Ribera del Duero
Cepa 21,2018,97712,Ribera del Duero Tinto 2018,4.2,549,17.88,Ribera del Duero
Bodegas Asenjo & Manso,2018,1595575,Silvanus Crianza 2018,4.1,97,17.9,Ribera del Duero
Casa Castillo,2017,98813,Valtosca Syrah 2017,3.9,225,17.9,Jumilla
Altanza,2012,22140,Rioja Gran Reserva 2012,3.9,104,17.9,Rioja
El Vínculo,2016,1110327,La Mancha Reserva 2016,4.0,172,17.9,La Mancha
Manuel Manzaneque Suárez,2017,4360302,Mil Cepas 2017,4.0,54,17.9,La Mancha
Viña Albina,2013,1399070,Gran Reserva 2013,3.9,344,17.9,Rioja
Bodegas 6º Elemento - Vino Sexto Elemento,2019,1914810,Tinto 2019,4.3,134,17.9,Valencia
Cepa 21,2017,97712,Ribera del Duero Tinto 2017,4.1,1194,17.9,Ribera del Duero
Terroir Sense Fronteres,2019,6260550,Negre de Montsant 2019,3.9,87,17.9,Montsant
Loess,2019,2425898,Tinto 2019,4.2,27,17.9,Ribera del Duero
El Escocés Volante,2018,5707944,El Mondongo 2018,3.7,30,17.9,Aragón
Mesquida Mora,2018,1803914,Trispol 2018,4.0,68,17.9,Plà i Llevant
Bodega Elias Mora,2017,3600740,Descarte 2017,4.2,25,17.9,Toro
Briego,2014,1817709,Adalid Reserva 2014,3.9,63,17.9,Ribera del Duero
Viñedos Verticales,2020,9626837,Magnético 2020,3.9,33,17.9,Sierras de Málaga
Herència Altés,2018,7162689,La Pilosa Garnacha Peluda 2018,4.0,37,17.9,Terra Alta
Clos Galena,2018,1188186,Galena 2018,4.4,227,17.9,Priorato
Franck Massard,2018,1277726,Bellesa Perfecta 2018,3.8,35,17.9,Priorato
Callejo,2011,3879302,Finca Valdelroble 2011,3.9,181,17.9,Castilla y León
Generación 1,2015,76600,Grandes Añadas 2015,3.9,154,17.9,Utiel-Requena
Comenge,2018,7634316,El Origen 2018,4.1,476,17.9,Ribera del Duero
Baron de Ley,2018,1182136,Finca Monasterio Rioja 2018,4.1,830,17.91,Rioja
Forlong,2019,4193423,Tintilla 2019,4.0,31,17.95,Cádiz
Destinos Cruzados,2016,6103661,As Regadas 2016,3.8,29,17.95,Rías Baixas
Parés Baltà,2018,1989615,Cabernet Franc - Merlot Mas Irene 2018,4.1,108,17.95,Penedès
Bodegas Exeo,2017,1740362,Cifras Garnacha 2017,3.8,42,17.95,Rioja
Campillo,2016,7833491,Reserva Colección 2016,4.1,124,17.95,Rioja
La Val,2018,9217171,Sousón 2018,3.8,26,17.99,Rías Baixas
Terra d'Uro,2016,1192825,Selección 2016,4.0,90,18.0,Toro
Azpilicueta,2019,2461429,Félix Azpilicueta Colección Privada 2019,4.3,77,18.0,Rioja
Hydria,2016,5722580,88 Teclas 2016,4.1,30,18.0,Murcia
Parajes de los Vidrios,2017,7134723,Pico del Mirlo Garnacha 2017,4.1,78,18.0,Madrid
Martín Faixó,2016,1910957,Perafita 2016,4.0,40,18.0,Empordà
Luis Cañas,2005,86877,Rioja Reserva 2005,3.9,847,18.0,Rioja
Estones,2015,5172158,GS Terces 2015,4.0,80,18.01,Montsant
Gómez Cruzado,2016,1787205,Crianza 2016,3.7,419,18.02,Rioja
Finca Míllara,2016,4467630,Ribera de los Naranjos 2016,4.1,104,18.09,Ribeira Sacra
Abel Mendoza Monge,2018,1221602,Jarrarte 2018,3.7,151,18.15,Rioja
Cercavins,2017,1142420,Bru de Verdú 2017,3.8,100,18.16,Costers del Segre
Can Ràfols dels Caus,2016,1293505,Sumoll 2016,3.5,31,18.2,Penedès
Tinto Pesquera,2019,2317863,Crianza 2019,4.2,1651,18.2,Ribera del Duero
Baron de Ley,2015,21585,Rioja Gran Reserva 2015,4.1,2033,18.21,Rioja
Diez Caballero,2015,1309271,Vendemia Seleccionada 2015,3.9,141,18.25,Rioja
Portal del Montsant,2017,100024,Santbru 2017,4.1,121,18.25,Montsant
Dehesa del Carrizal,2016,2006729,Petit Verdot 2016,4.2,149,18.25,Dehesa del Carrizal
Celler del Roure,2020,1958423,Maduresa 2020,4.0,73,18.25,Valencia
Bodegas Nexus,2017,1161096,Crianza 2017,4.0,72,18.26,Ribera del Duero
Can Ràfols dels Caus,2011,1230693,Gran Caus 2011,3.5,51,18.32,Penedès
Dominio Fournier,2017,7895399,Crianza 2017,4.0,70,18.34,Ribera del Duero
Conde de San Cristobal,2019,1166307,Ribera del Duero 2019,4.0,277,18.34,Ribera del Duero
Volver,2017,8803139,Alicante Bouschet by Tarima 2017,4.3,740,18.36,Alicante
La Vizcaína,2019,1736394,La Poulosa (Lomas de Valtuille) 2019,4.1,68,18.4,Bierzo
Losada,2017,1176060,Altos de Losada 2017,4.2,724,18.4,Bierzo
Costador,2018,5051766,La Fassina Trepat 2018,3.9,27,18.4,Conca de Barberà
Alfredo Arribas,2018,2550311,Trossos Vells 2018,3.9,74,18.4,Montsant
Ukan Winery,2019,9837294,Senderos de UKAN 2019,4.2,148,18.43,Rioja Alavesa
Montecastro,2019,1101258,Ribera del Duero Red 2019,4.1,220,18.44,Ribera del Duero
Finca Sandoval,2016,1126960,Signo Bobal de Manchuela 2016,3.9,56,18.45,Manchuela
Mas Blanch I Jove,2018,1482018,Saó Expressiu 2018,4.3,27,18.45,Costers del Segre
Cepa 21,2019,97712,Ribera del Duero Tinto 2019,4.1,152,18.47,Ribera del Duero
El Angosto,2018,1988163,El Jefe de La Tribu 2018,3.7,69,18.5,Valencia
Clos de Lôm,2018,8859887,Isidra 2018,4.2,65,18.5,Valencia
Dominio de Cair,2019,7567711,Selección La Aguilera 2019,4.2,26,18.5,Ribera del Duero
Montecillo,2011,1100228,Rioja Gran Reserva 2011,3.9,3380,18.5,Rioja
Pago de Cirsus,2017,1152163,Selección de Familia 2017,3.9,29,18.5,Navarra
Ramón Bilbao,2016,5848196,Reserva Original 2016,4.2,48,18.5,Rioja
Vinessens - Casa Balaguer,2018,1404946,El Telar 2018,4.3,34,18.5,Alicante
Bodegas Cosme Palacio,2014,24260,Glorioso Rioja Gran Reserva 2014,3.9,39,18.5,Rioja
Bodegas Faustino,2012,2061837,I Gran Reserva 2012,4.1,294,18.5,Rioja
Laventura,2017,5251851,Tempranillo 2017,3.7,44,18.5,Rioja
Laventura,2018,5251851,Tempranillo 2018,3.8,30,18.5,Rioja
VALENCISO,2016,1171210,Rioja Reserva 2016,4.3,104,18.5,Rioja
Vinessens - Casa Balaguer,2019,7164163,El Vivero de Usaldón Garnacha Colección Origen 2019,3.8,68,18.5,Alicante
Mas Foraster,2021,5937767,Josep Foraster Julieta Trepat 2021,3.9,34,18.5,Conca de Barberà
Estones,2016,5172158,GS Terces 2016,3.9,50,18.5,Montsant
Baigorri,2015,97075,Reserva Rioja Tempranillo 2015,4.1,176,18.5,Rioja
Bodegas Frontonio,2019,4968370,Supersónico Garnacha 2019,3.7,171,18.5,Valdejalón
Mar de Envero,2017,8255088,Volandia 2017,4.1,32,18.5,Ribeira Sacra
Vinyes dels Aspres,2017,1269335,Negre dels Aspres Criança 2017,4.1,172,18.55,Empordà
Bodegas Aragonesas,2019,1206543,Fagus de Coto de Hayas Garnacha 2019,4.1,149,18.57,Aragón
Celler Piñol,2016,1799983,L'Avi Arrufi 2016,3.9,80,18.6,Terra Alta
Dominio Fournier,2019,7895399,Crianza 2019,4.1,85,18.6,Ribera del Duero
Olivier Rivière,2017,2722129,Arlanza La Vallada 2017,3.7,179,18.63,Arlanza
Abadia de Poblet,2016,1219256,Tinto 2016,4.0,309,18.73,Tarragona
Cillar de Silos,2019,2918634,Ribera del Duero Crianza 2019,4.0,136,18.75,Ribera del Duero
Celler Frisach,2018,2011174,Sang de Corb 2018,4.1,74,18.8,Terra Alta
l'Infernal Combier Fischer Gerin,2018,1186293,Riu Rouge 2018,3.9,55,18.8,Priorato
Murviedro,2020,6232178,La Casa de la Seda Bobal 2020,4.1,36,18.8,Utiel-Requena
Losada,2019,1176060,Altos de Losada 2019,4.3,151,18.8,Bierzo
Trossos del Priorat,2017,6870858,l'Estaca 2017,3.9,136,18.8,Priorato
Jean Leon,2016,1572777,Vinya Le Havre Reserva Cabernet Sauvignon 2016,3.9,172,18.81,Penedès
Viña Sastre,2019,736563,Ribera del Duero Crianza 2019,4.1,124,18.85,Ribera del Duero
Castillo Perelada,2019,99336,Finca Malaveïna 2019,4.1,57,18.85,Empordà
Finca Míllara,2018,4467630,Ribera de los Naranjos 2018,4.0,66,18.85,Ribeira Sacra
Bodegas Faustino,2009,2061837,I Gran Reserva 2009,4.1,10423,18.88,Rioja
Las Moradas de San Martín,2013,1586637,Senda 2013,3.6,441,18.9,Madrid
Dominio del Bendito,2019,1205497,Las Sabias 2019,4.2,81,18.9,Toro
Enrique Mendoza,2018,82958,Santa Rosa 2018,4.2,178,18.9,Alicante
Allende,2014,77130,Rioja 2014,3.9,581,18.9,Rioja
Baron de Ley,2016,21585,Rioja Gran Reserva 2016,4.0,166,18.9,Rioja
D. Mateos,2018,4563977,La Mateo Colección de Familia Vendimia 2018,4.3,202,18.9,Rioja
Matarromera,2018,12264,Crianza 2018,4.1,922,18.9,Ribera del Duero
De Moya,2016,4369993,Sofia 2016,4.3,169,18.9,Valencia
Dominio de Cair,2017,7567711,Selección La Aguilera 2017,4.1,92,18.9,Ribera del Duero
Más Que Vinos,2015,5342613,Garnacha de la Madre 2015,3.8,105,18.9,Castilla
Bodegas Valduero,2017,4626238,Finca Azaya 2017,4.1,1584,18.9,Castilla y León
Micro Bio (MicroBio),2019,7775295,Ruf y Ann 2019,3.9,53,18.9,Castilla y León
Bodegas y Viñedos del Jalón,2011,1428636,Alto Las Pizarras Viñas Viejas Garnacha 2011,3.6,119,18.9,Calatayud
Micro Bio (MicroBio),2018,2039627,Sietejuntos Merlot 2018,3.7,30,18.9,Castilla y León
Enrique Mendoza,2018,82952,Estrecho Monastrell 2018,4.1,340,18.9,Alicante
Atlan & Artisan,2016,2250469,Epistem No. 3 2016,4.3,70,18.9,Yecla
Viña Ijalba,2017,8448295,Maturana Tinta 2017,4.1,57,18.9,Rioja
Valderiz,2019,1155151,Tinto 2019,4.2,202,18.9,Ribera del Duero
Baigorri,2017,4120598,Rioja Belus 2017,3.9,44,18.9,Rioja
Los Aguilares,2019,1719892,Pago El Espino 2019,4.2,294,18.9,Sierras de Málaga
Artuke,2020,1595263,Finca de los Locos Rioja 2020,3.9,28,18.9,Rioja
El Escocés Volante,2016,2738546,El Puño Tinto 2016,4.0,271,18.91,Calatayud
Bodegas Valdemar,2011,15489,Conde de Valdemar Gran Reserva 2011,3.9,1153,18.92,Rioja
Baigorri,2020,9442445,Finca La Canoca 2020,4.0,31,18.95,Rioja
L'Encastell,2018,1192345,Marge 2018,4.0,66,18.95,Priorato
Baigorri,2017,1382857,Rioja Garnacha 2017,4.1,41,18.95,Rioja
Álvaro Palacios,2021,67054,Camins del Priorat 2021,4.1,468,18.95,Priorato
Son Prim,2017,1183252,Cup 2017,4.1,219,18.95,Mallorca
Viñas del Cénit,2017,1638094,Vía Cenit 2017,4.1,130,18.95,Tierra del Vino de Zamora
Gran Clos,2019,1127203,Finca El Puig 2019,4.1,260,18.95,Priorato
Balbas,2019,6919221,Tempranillo Crianza 2019,4.0,242,18.95,Ribera del Duero
Museum,2019,9727642,La Renacida Tinto 2019,3.8,35,18.95,Cigales
Viñas del Cénit,2018,1638094,Vía Cenit 2018,3.8,28,18.95,Tierra del Vino de Zamora
Clos Figueras,2019,97685,Serras del Priorat 2019,4.1,199,18.95,Priorato
Bodegas Faustino,2010,2061837,I Gran Reserva 2010,4.0,4119,18.95,Rioja
Baigorri,2014,97075,Reserva Rioja Tempranillo 2014,3.9,190,18.98,Rioja
Finca Valpiedra,2014,74426,Rioja Reserva 2014,4.1,510,19.0,Rioja
Pujanza,2018,2306926,Finca Valdepoleo 2018,3.9,31,19.0,Rioja
Medrano Irazu,2015,5443423,Amador Medrano Colección Privada Edición Limitada 2015,4.1,85,19.0,Rioja
Foresta,2019,2781993,Sumoll 2019,4.0,31,19.0,Cataluña
Arzuaga,2019,7932,Ribera del Duero Crianza 2019,4.2,2012,19.01,Ribera del Duero
Bodega Pirineos,2019,1766323,Selección Marboré 2019,4.2,27,19.02,Somontano
Álvaro Palacios,2020,67054,Camins del Priorat 2020,4.1,2188,19.06,Priorato
Vall Llach,2021,81648,Embruix 2021,4.2,259,19.1,Priorato
Virgen de la Asuncion,2015,3223985,El Corazón de La Tierra 2015,4.0,53,19.12,Ribera del Duero
Son Prim,2019,1183252,Cup 2019,4.2,59,19.15,Mallorca
Matarredonda,2015,1137110,Juan Rojo 2015,4.0,53,19.2,Toro
Basagoiti,2014,5722938,Rioja Reserva 2014,4.2,32,19.2,Rioja
Artuke,2019,1595263,Finca de los Locos Rioja 2019,3.9,127,19.24,Rioja
Artuke,2018,1595263,Finca de los Locos Rioja 2018,3.9,147,19.24,Rioja
Legaris,2017,6522600,Páramos 2017,3.9,84,19.25,Ribera del Duero
La Antigua,2010,2716200,Clásico Reserva 2010,3.9,497,19.25,Rioja
Cap de Barbaria,2018,1799961,Ophiusa 2018,3.8,100,19.25,Formentera
Alta Pavina,2017,1181557,Citius Pinot Noir 2017,3.7,168,19.25,Castilla y León
Azpilicueta,2017,2461429,Félix Azpilicueta Colección Privada 2017,4.1,214,19.25,Rioja
Cérvoles,2018,4887154,Vinyes Altes de Les Garrigues Vin Negre 2018,4.1,155,19.35,Costers del Segre
Cérvoles,2016,4887154,Vinyes Altes de Les Garrigues Vin Negre 2016,4.1,293,19.35,Costers del Segre
Bodegas Faustino,2013,1386795,V Reserva 2013,3.8,6416,19.36,Rioja
Camino del Norte,2016,3766220,El Soradal 2016,3.8,74,19.4,Bierzo
Pago del Cielo,2017,3313942,Celeste Crianza 2017,3.9,4731,19.4,Ribera del Duero
Diez Caballero,2016,1309271,Vendemia Seleccionada 2016,3.9,147,19.45,Rioja
Vall de Baldomar,2017,1302660,Baldomà Selecció 2017,3.4,74,19.45,Costers del Segre
Castillo Perelada,2018,99336,Finca Malaveïna 2018,4.3,497,19.5,Empordà
Bodegas Faustino,2011,2061837,I Gran Reserva 2011,3.9,854,19.5,Rioja
El Escocés Volante,2018,5310958,Manda Huevos Tinto 2018,3.5,31,19.5,Calatayud
Bodegas Valdemar,2016,7711883,Las Seis Alhajas Graciano 2016,4.0,40,19.5,Rioja
Gil Pejenaute,2020,10428248,Tabuca 2020,4.1,47,19.5,Campo de Borja
Bodegas Franco-Españolas,2011,2628154,Rioja Bordón Gran Reserva 2011,3.8,2776,19.5,Rioja
Baron de Ley,2019,1182136,Finca Monasterio Rioja 2019,4.1,146,19.5,Rioja
Finca Valpiedra,2015,74426,Rioja Reserva 2015,4.0,60,19.5,Rioja
Bodega Campo Eliseo,2016,9054004,Cuvée Alegre Tinto 2016,3.7,69,19.5,Toro
Bodegas Valdemar,2017,4901678,Inspiración Balcón de Pilatos Maturana 2017,4.2,100,19.5,Rioja
Viña Pedrosa,2018,1138658,Crianza Ribera del Duero 2018,4.1,1216,19.5,Ribera del Duero
Ca N'Estruc,2014,1188871,L'Equilibrista Garnatxa 2014,3.8,290,19.5,Cataluña
Quinta Sardonia,2017,1137635,QS2 2017,4.0,243,19.51,Castilla y León
Portal del Priorat,2018,99978,Clos del Portal Negre de Negres 2018,4.2,488,19.53,Priorato
El Escocés Volante,2013,2738546,El Puño Tinto 2013,3.9,111,19.56,Calatayud
Cellers Unió,2015,1975928,Roureda Llicorella Anyada Clàssic 2015,4.0,228,19.6,Priorato
Dehesa de Los Canónigos,2018,1176638,Crianza 2018,4.2,669,19.6,Ribera del Duero
Carlos Moro,2015,5979983,Oinoz 2015,4.1,229,19.6,Rioja
Bodega Ca' di Mat,2019,7328982,Fuente de los Huertos 2019,3.8,30,19.6,Madrid
Marqués de Murrieta,2017,10998,Reserva Rioja (Finca Ygay) 2017,4.2,2731,19.62,Rioja
Scala Dei,2018,10130298,Casa de la Procura 2018,3.9,47,19.66,Priorato
Emilio Moro,2019,6304704,Vendimia Seleccionada 2019,4.3,248,19.66,Ribera del Duero
Dominio do Bibei,2017,1151535,Lalama 2017,4.1,1734,19.69,Ribeira Sacra
Dominio de Atauta,2017,1212282,Parada de Atauta 2017,4.1,752,19.69,Ribera del Duero
Pago Aylés,2016,2474718,3 de Tres Mil 2016,4.3,130,19.7,Cariñena
Lan,2014,88833,Gran Reserva Rioja 2014,4.1,384,19.7,Rioja
Bodega Otazu,2019,6198826,Pago de Otazu Tinto 2019,4.2,63,19.7,Navarra
Valquejigoso,2012,3836162,Dehesa Valquejigoso 2012,4.0,519,19.73,Madrid
Juvé & Camps,2019,9498107,Pagos de Anguix Costalara 2019,4.2,248,19.75,Ribera del Duero
Christian Barbier,2020,8685243,Deunidó 2020,3.8,64,19.75,Montsant
Bodegas Bentomiz,2019,7373581,Ariyanas Tinto 2019,3.8,30,19.75,Málaga
El Lagar de Isilla,2016,7264900,La Casona de la Vid 3V 2016,3.6,37,19.75,Castilla y León
Casa Gran del Siurana,2018,1150729,Priorat Cruor 2018,4.2,61,19.76,Priorato
El Mas de l'A,2018,9663067,Racorell 2018,4.1,85,19.8,Priorato
Cillar de Silos,2018,2918634,Ribera del Duero Crianza 2018,3.9,781,19.8,Ribera del Duero
El Vino del Desierto - Bodegas Dcueva,2019,3160909,Sed Tinto 2019,4.1,32,19.8,Vino de España
Finca Nueva,2014,1428377,Reserva 2014,3.8,58,19.8,Rioja
Jiménez-Landi,2019,1165915,Sotorrondero 2019,3.9,85,19.8,Méntrida
Jiménez-Landi,2018,1955105,Las Uvas de la Ira 2018,4.1,637,19.8,Méntrida
Atlan & Artisan,2018,3123416,8 Vents Mallorca 2018,4.1,722,19.85,Mallorca
Marqués de Cáceres,2014,10251,Rioja Gran Reserva 2014,4.2,774,19.85,Rioja
Jaro,2018,1164120,Sembro Vendimia Seleccionada Tempranillo 2018,3.7,662,19.85,Ribera del Duero
Carmelo Rodero,2018,76284,Crianza 2018,4.2,1182,19.86,Ribera del Duero
Artadi,2019,49744,Viñas de Gain 2019,4.1,251,19.89,Vino de España
Bodega Sommos,2017,7674519,Colección Cabernet 2017,4.1,104,19.89,Somontano
Atlan & Artisan,2015,2250469,Epistem No. 3 2015,4.0,259,19.9,Yecla
Viñátigo,2018,1452924,Tintilla 2018,4.0,86,19.9,Ycoden-Daute-Isora
Pinna Fidelis,2014,1207053,Ribera del Duero Reserva 2014,4.0,96,19.9,Ribera del Duero
Celler Piñol,2017,1799983,L'Avi Arrufi 2017,3.9,39,19.9,Terra Alta
César Márquez,2019,9545264,Valtuille 2019,4.0,85,19.9,Bierzo
VALENCISO,2015,1171210,Rioja Reserva 2015,4.2,386,19.9,Rioja
Tierra De Cubas,2015,6650043,Gala Placidia Garnacha 2015,4.2,63,19.9,Cariñena
Viñátigo,2019,1366757,Negramoll 2019,3.9,48,19.9,Ycoden-Daute-Isora
Arizcuren,2020,9059722,Monte Gatún 2020,4.1,38,19.9,Rioja
Nanclares y Prieto,2019,8695480,A Senda Vermella Tinto 2019,3.8,60,19.9,Vino de España
Bodegas Urbina,2006,1196458,Reserva Especial 2006,4.1,464,19.9,Rioja
Lavia,2014,5947030,Origen 2014,4.2,98,19.9,Bullas
Marqués de Cáceres,2012,10251,Rioja Gran Reserva 2012,4.1,1956,19.9,Rioja
Licinia,2015,1408612,Red 2015,4.2,422,19.9,Madrid
Rippa Dorii,2020,10523146,Salomón 2020,4.2,31,19.9,Ribera del Duero
Finca Los Aljibes,2016,1159313,Selectus 2016,3.7,271,19.9,Castilla
Bodegas Gallegas,2017,4746827,Manolo Arnoya Rectoral de Amandi Mencia Barrica 2017,3.9,86,19.9,Ribeira Sacra
El Escocés Volante,2017,5310958,Manda Huevos Tinto 2017,3.8,63,19.9,Calatayud
Figuero,2019,1155267,Ribera Del Duero 4 Meses en Barrica (Roble) 2019,3.9,548,19.9,Ribera del Duero
Sierra de Toloño,2018,6656261,Raposo Villabuena de Álava Tempranillo 2018,3.8,231,19.9,Rioja
Juan Gil,2020,1713612,Jumilla Blue Label 2020,4.3,70,19.9,Jumilla
Ontañón,2018,8105663,Queirón Mi Lugar 2018,4.3,416,19.9,Rioja
EGO,2016,4906776,Infinito 2016,4.1,2116,19.9,Jumilla
Akilia,2012,2307432,Chano Villar 2012,3.5,153,19.9,Bierzo
Casa Rojo,2019,2022621,MMM Macho Man 2019,3.9,1650,19.9,Jumilla
Legaris,2018,6522600,Páramos 2018,4.0,62,19.9,Ribera del Duero
Enrique Mendoza,2019,82958,Santa Rosa 2019,4.0,35,19.93,Alicante
Enrique Mendoza,2017,82958,Santa Rosa 2017,4.2,619,19.93,Alicante
Bodegas Valduero,2016,4626238,Finca Azaya 2016,3.7,197,19.95,Castilla y León
Celler Laurona,2012,79960,Tinto 2012,3.8,58,19.95,Montsant
Vall Llach,2020,81648,Embruix 2020,4.1,524,19.95,Priorato
Bodegas Valdemar,2012,15489,Conde de Valdemar Gran Reserva 2012,4.0,247,19.95,Rioja
Condado de Oriza,2014,3177849,Gran Reserva Ribera del Duero 2014,4.0,410,19.95,Ribera del Duero
Montebaco,2018,7041879,Parcela Cara Norte 2018,4.0,62,19.95,Ribera del Duero
Bodegas Frontaura,2017,1174664,Crianza 2017,4.0,46,19.95,Toro
Peñafiel,2014,3799250,Mironia Reserva 2014,4.1,37,19.95,Ribera del Duero
Alta Pavina,2016,1181557,Citius Pinot Noir 2016,3.8,349,19.95,Castilla y León
Proyecto Garnachas de España,2019,5296470,La Garnacha Perdida 2019,4.0,68,19.95,Aragón
Dehesa de Los Canónigos,2019,1176638,Crianza 2019,4.2,164,19.95,Ribera del Duero
Luis A. Rodriguez Vazquez,2019,1457999,A Torna Dos Pasas Ribeiro 2019,4.0,65,19.95,Ribeiro
Cal Pla,2015,1206182,Mas d'En Compte Tinto 2015,4.0,120,19.96,Priorato
César Principe,2018,1625766,Tinto 2018,4.2,49,19.97,Cigales
El Lagar de Isilla,2016,1142454,Reserva 2016,4.3,107,19.98,Ribera del Duero
Alto Moncayo,2019,98783,Veraton Garnacha 2019,4.3,101,19.99,Campo de Borja
Torre de Oña,2016,5689436,Finca Martelo 2016,4.2,141,19.99,Rioja
Viña Albina,1999,1399070,Gran Reserva 1999,4.2,26,19.0,Rioja
Cerro Bercial,2017,1701505,Ladera Los Cantos 2017,4.2,36,15.96613,Utiel-Requena
Sonsierra,2012,2356740,Gran Reserva 2012,3.7,77,17.24138,Rioja Alta
Vinyes Domenech,2012,1198698,Furvus 2012,3.9,274,15.95,Montsant
4 Monos,2016,6880759,Cien Lanzas Cenicientos 2016,3.8,96,19.3,Madrid
Legaris,2015,80084,Ribera del Duero Crianza 2015,3.8,1666,15.85,Ribera del Duero
Bodega Otazu,2010,6198826,Pago de Otazu Tinto 2010,4.1,35,16.5,Navarra
El Angosto,2009,1323195,Almendros Single Vineyard Tinto 2009,3.8,919,19.9,Valencia
Raúl Pérez,2018,6202147,Los Arrotos del Pendón Prieto Picudo 2018,4.1,92,18.525,Tierra de León
Rotllan Torra,2007,1690711,Balandra 2007,4.0,98,18.6,Priorato
Cerro Gallina,2014,1213867,Bobal 2014,4.0,196,16.7,Utiel-Requena
Celler del Roure,2018,1958423,Maduresa 2018,3.9,135,16.15,Valencia
El Angosto,2011,1323195,Almendros Single Vineyard Tinto 2011,4.0,76,15.9,Valencia
Vera de Estenas,2011,1605424,Casa don Angel Bobal 2011,4.0,63,17.95,Utiel-Requena
Crapula,2013,5570405,Soul 2013,3.9,32,15.5,Jumilla
Obalo,2008,1160174,Altino 2008,4.1,92,18.95,Rioja Alta
Estefanía,2011,1140758,Tilenus Pagos de Posada Bierzo Mencia 2011,3.9,127,17.005,Bierzo
Enrique Mendoza,2010,1350435,Shiraz Alicante 2010,3.9,128,15.66,Alicante
Abadal,2015,1385716,3.9 2015,4.0,412,18.02,Pla de Bages
Bodega Marañones,2016,1443625,Labros Garnacha 2016,3.6,66,19.95,Madrid
Olivardots,2018,1406998,Gresa Expressió 2018,4.2,26,17.55,Empordà
Sota els Àngels,2009,1619150,Desea 2009,3.8,179,19.45,Empordà
Altanza,2012,1228666,Familia Rioja 2012,4.0,190,16.15,Rioja
Pradorey,2015,1146995,Finca Real Sitio de Ventosilla Gran Reserva 2015,4.0,43,16.0,Ribera del Duero
Legón,2018,1218601,Ribera del Duero Crianza 2018,4.1,414,19.0,Ribera del Duero
Finca de la Rica,2009,3209761,El Nómada 2009,3.6,49,16.7,Rioja
