Clase,Bodega,Año,Vino_ID,Vino,Rating,Nº_reseñas,Precio,Región,Categoría,Sello_calidad
Tinto,Crapula,2013,5570405,Soul 2013,3.9,32,15.5,Jumilla,Gran Reserva,Denominación de Origen
Tinto,Obalo,2008,1160174,Altino 2008,4.1,92,18.95,Rioja Alta,Gran Reserva,Sin denominación
Tinto,Estefanía,2011,1140758,Tilenus Pagos de Posada Bierzo Mencia 2011,3.9,127,17.005,Bierzo,Gran Reserva,Denominación de Origen
Tinto,Enrique Mendoza,2010,1350435,Shiraz Alicante 2010,3.9,128,15.66,Alicante,Gran Reserva,Denominación de Origen
Tinto,Abadal,2015,1385716,3.9 2015,4.0,412,18.02,Pla de Bages,Reserva,Denominación de Origen
Tinto,Bodega Marañones,2016,1443625,Labros Garnacha 2016,3.6,66,19.95,Madrid,Reserva,Denominación de Origen
Tinto,Olivardots,2018,1406998,Gresa Expressió 2018,4.2,26,17.55,Empordà,Crianza,Denominación de Origen
Tinto,Sota els Àngels,2009,1619150,Desea 2009,3.8,179,19.45,Empordà,Gran Reserva,Denominación de Origen
Tinto,Altanza,2012,1228666,Familia Rioja 2012,4.0,190,16.15,Rioja,Gran Reserva,Denominación de Origen
Tinto,Pradorey,2015,1146995,Finca Real Sitio de Ventosilla Gran Reserva 2015,4.0,43,16.0,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Legón,2018,1218601,Ribera del Duero Crianza 2018,4.1,414,19.0,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Finca de la Rica,2009,3209761,El Nómada 2009,3.6,49,16.7,Rioja,Gran Reserva,Denominación de Origen
Tinto,Vinyes dels Aspres,2018,1269335,Negre dels Aspres Criança 2018,3.9,35,15.6,Empordà,Crianza,Denominación de Origen
Tinto,Enrique Mendoza,2015,2754353,Las Quebradas Monastrell 2015,4.0,264,18.15,Alicante,Reserva,Denominación de Origen
Tinto,Bodega Pirineos,2006,1766323,Selección Marboré 2006,3.8,410,15.56,Somontano,Gran Reserva,Denominación de Origen
Tinto,Envínate,2017,2324959,Táganan Tinto 2017,3.9,241,17.9,Islas Canarias,Crianza,Vino de Calidad
Tinto,Bodega Dussart Pedrón,2019,6663270,Le Bobal 2019,3.9,57,17.8,Valencia,Roble,Denominación de Origen
Tinto,Finca Villacreces,2019,96045,Ribera del Duero 2019,4.3,39,19.96,Ribera del Duero,Roble,Denominación de Origen
Tinto,Enate,2011,9057,Reserva Cabernet Sauvignon 2011,3.9,633,16.2,Somontano,Reserva,Denominación de Origen
Tinto,Josep Grau Viticultor,2018,6377049,Pedrabona 2018,4.2,106,18.5,Priorato,Crianza,Denominación de Origen
Tinto,Vicente Gandía,2018,8425229,Bobal Negro 2018,3.7,340,17.0,Utiel-Requena,Crianza,Denominación de Origen
Tinto,Enrique Mendoza,2017,82952,Estrecho Monastrell 2017,4.1,515,18.95,Alicante,Crianza,Denominación de Origen
Tinto,Venta Las Vacas,2012,1206468,Ribera del Duero 2012,3.7,509,17.75,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Viñedos Hermanos Hernáiz,2013,1176174,Finca La Emperatriz Finca La Emperatriz Reserva 2013,3.8,182,18.1,Rioja Alta,Reserva,Sin denominación
Tinto,Marfil Alella,2015,1438887,Vallmora Garnatxa Negra 2015,3.6,32,15.45,Alella,Reserva,Denominación de Origen
Tinto,Altos de Tamarón,2011,1215801,Gran Reserva Ribera del Duero 2011,4.0,68,15.95,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,El Grifo,2019,1513251,Listán Negro 2019,3.9,50,16.95,Lanzarote,Roble,Denominación de Origen
Tinto,Bodega Otazu,2018,6198826,Pago de Otazu Tinto 2018,4.2,177,19.5,Navarra,Crianza,Denominación de Origen
Tinto,Pacheco,2016,1900886,Selección 2016,3.9,95,18.379826078058,Jumilla,Reserva,Denominación de Origen
Tinto,Heras Cordon,2011,1165475,Rioja Reserva 2011,3.9,542,19.0,Rioja,Reserva,Denominación de Origen
Tinto,Valserrano,2010,1843806,Rioja Crianza 2010,3.8,797,17.0,Rioja,Crianza,Denominación de Origen
Tinto,Alabanza,2011,1532849,Crianza 2011,3.0,35,15.0,Rioja,Crianza,Denominación de Origen
Tinto,Diez Caballero,2011,1316128,Reserva Tempranillo 2011,4.0,488,19.20691825157061,Rioja,Reserva,Denominación de Origen
Tinto,Torremorón,2009,1236733,Reserva 2009,3.7,42,19.8,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Carrasvilla,2011,2413161,Terralux Crianza 2011,4.2,80,15.5,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Muriel,2005,1135538,Fincas de la Villa Rioja Crianza 2005,3.6,97,15.0,Rioja,Crianza,Denominación de Origen
Tinto,El Coto,2012,1181471,Coto Mayor Crianza 2012,3.6,351,16.0,Rioja Alavesa,Crianza,Sin denominación
Tinto,Bodegas Valdemar,2005,15499,Inspiración Sélección 2005,3.7,62,19.0,Rioja,Gran Reserva,Denominación de Origen
Tinto,Eñe,2015,5492452,Premium 2015,4.0,37,15.75,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Trus,2017,1635707,Crianza 2017,3.6,38,15.9,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Losada,2016,1176060,Altos de Losada 2016,4.1,375,19.32,Bierzo,Reserva,Denominación de Origen
Tinto,Castell Miquel,2014,7274700,Cuvée Stairway To Heaven 2014,3.9,87,15.37,Mallorca,Gran Reserva,Sin denominación
Tinto,Ca'N Vidalet,2017,1699115,So del Xiprer 2017,3.8,31,15.0,Mallorca,Crianza,Sin denominación
Tinto,Vins Miquel Gelabert,2014,1780247,Torrent Negre 2014,4.2,38,18.5,Plà i Llevant,Gran Reserva,Denominación de Origen
Tinto,Son Prim,2017,1238859,Merlot 2017,3.9,67,19.17,Mallorca,Crianza,Sin denominación
Tinto,Torre de Oña,2015,1211193,Rioja Reserva 2015,4.0,503,17.15,Rioja,Reserva,Denominación de Origen
Tinto,Envínate,2018,2324959,Táganan Tinto 2018,3.9,310,16.95,Islas Canarias,Crianza,Vino de Calidad
Tinto,La Muntanya,2007,1571441,Almoroig 2007,3.7,66,16.101666666666667,Alicante,Gran Reserva,Denominación de Origen
Tinto,Campo Viejo,1995,1163217,Reserva 1995,3.7,51,17.1,Rioja,Reserva,Denominación de Origen
Tinto,Comunica,2016,1580226,Comunica 2016,3.5,87,15.13,Montsant,Reserva,Denominación de Origen
Tinto,Bodegas Gormaz,2007,2479006,12 Linajes Reserva 2007,4.0,190,15.73,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Campillo,2005,77036,Reserva Rioja 2005,3.8,106,16.49,Rioja,Reserva,Denominación de Origen
Tinto,Martinez Lacuesta,2008,1117357,Ventilla 71 Rioja 2008,3.9,59,15.75,Rioja,Gran Reserva,Denominación de Origen
Tinto,Castillo de Vinaral,2010,1675019,Gran Reserva 2010,3.3,233,16.27,Cariñena,Gran Reserva,Denominación de Origen
Tinto,Ribera de Pelazas,2006,1478006,Abadengo 60 Años Crianza 2006,3.9,34,15.4,Castilla y León,Crianza,Sin denominación
Tinto,Cal Pla,2015,1650507,La Carenyeta Porrera 2015,4.1,93,16.15,Priorato,Reserva,Denominación de Origen
Tinto,Descendientes de J. Palacios,2011,91140,Pétalos 2011,3.7,2471,16.4,Bierzo,Gran Reserva,Denominación de Origen
Tinto,Leyenda del Páramo,2012,2377971,El Músico 2012,3.9,91,18.38,Tierra de León,Gran Reserva,Denominación de Origen
Tinto,Vega Saúco,2011,1244304,Adoremus Reserva 2011,3.7,36,15.5,Toro,Reserva,Denominación de Origen
Tinto,Albet i Noya,2016,79850,Col·lecció Syrah 2016,4.2,26,15.95,Penedès,Reserva,Denominación de Origen
Tinto,Sant Josep,2018,1469251,Llàgrimes de Tardor Criança 2018,3.9,450,17.5,Terra Alta,Crianza,Denominación de Origen
Tinto,Hacienda Grimon,2015,1552273,Reserva 2015,3.9,129,17.0,Rioja,Reserva,Denominación de Origen
Tinto,Viña Eizaga,2015,2707997,La Cabra 2015,3.9,99,15.5,Rioja,Reserva,Denominación de Origen
Tinto,Valdubon,2015,1620473,Ribera del Duero Reserva Tinto 2015,4.1,598,18.0,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Cillar de Silos,2014,2918634,Ribera del Duero Crianza 2014,3.8,596,17.2,Ribera del Duero,Crianza,Denominación de Origen
Tinto,4 Kilos Vinícola,2016,1739810,Gallinas & Focas 2016,3.9,287,17.9,Mallorca,Reserva,Sin denominación
Tinto,Celler Frisach,2015,2011174,Sang de Corb 2015,4.0,273,17.27,Terra Alta,Reserva,Denominación de Origen
Tinto,Alta Alella,2017,5052432,Merla 2017,4.0,174,19.69,Alella,Crianza,Denominación de Origen
Tinto,Escoda-Sanahuja,2018,1167738,La Llopetera 2018,3.9,90,19.98,Conca de Barberà,Crianza,Denominación de Origen
Tinto,Troç d'En Ros,2013,2422927,Rock & Ros Colera 2013,3.6,26,19.41,Empordà,Gran Reserva,Denominación de Origen
Tinto,Celler Laurona,2011,79960,Tinto 2011,4.2,173,16.3,Montsant,Gran Reserva,Denominación de Origen
Tinto,Can Sais,2011,1617672,Selecció 2011,3.8,49,15.62,Empordà,Gran Reserva,Denominación de Origen
Tinto,Finca de la Rica,2016,3209761,El Nómada 2016,4.0,168,15.5,Rioja,Reserva,Denominación de Origen
Tinto,Bruma del Estrecho,2015,5439116,Parcela Vereda 2015,3.5,52,18.5,Jumilla,Reserva,Denominación de Origen
Tinto,Martin Freixa,2017,3141867,Old Vines 2017,4.1,214,15.95,Montsant,Crianza,Denominación de Origen
Tinto,Casa Castillo,2013,98813,Valtosca Syrah 2013,4.0,249,18.0,Jumilla,Gran Reserva,Denominación de Origen
Tinto,Pinord,2016,1190538,+7 2016,4.1,44,19.0,Priorato,Reserva,Denominación de Origen
Tinto,Amézola de la Mora,2017,1415449,Iñigo Tinto 2017,3.8,45,19.3838,Rioja,Crianza,Denominación de Origen
Tinto,Venus la Universal,2015,96855,Dido Tinto 2015,3.9,1453,15.01,Montsant,Reserva,Denominación de Origen
Tinto,Pablo Vidal - Vinos Con Personalidad,2016,5028328,Maldito 2016,3.9,111,15.5,Valdeorras,Reserva,Denominación de Origen
Tinto,Montecastro,2017,1101258,Ribera del Duero Red 2017,4.2,499,16.9,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Pago Calzadilla,2011,2249996,Allegro 2011,4.1,111,15.11,Pago Calzadilla,Gran Reserva,Vino de Pago
Tinto,Eulogio Pomares,2020,9225130,O Estranxeiro Tinto 2020,3.9,58,15.5,Ribeira Sacra,Roble,Denominación de Origen
Tinto,Briego,2019,2064350,Vendimia Seleccionada 2019,3.6,64,17.0,Ribera del Duero,Roble,Denominación de Origen
Tinto,Cruz de Alba,2014,1174990,Ribera del Duero (Crianza) 2014,3.9,900,16.2,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Pinord,2012,13068,Chateldon Reserva Cabernet Sauvignon 2012,3.8,311,17.0,Penedès,Reserva,Denominación de Origen
Tinto,Castillo de Monjardin,2016,1776643,Coupage Selección Crianza 2016,3.6,237,18.9,Navarra,Crianza,Denominación de Origen
Tinto,Celler Masroig,2016,1631438,Les Sorts Vinyes Velles 2016,4.1,378,17.0,Montsant,Reserva,Denominación de Origen
Tinto,Conreria d'Scala Dei,2021,6002085,Les Brugueres 2021,4.3,107,18.2,Priorato,Joven,Denominación de Origen
Tinto,Guimaro,2017,6170275,Camiño Real 2017,3.8,100,16.055,Ribeira Sacra,Crianza,Denominación de Origen
Tinto,Bodega Marañones,2017,1573916,Marañones Garnacha 2017,3.7,346,16.386666666666667,Madrid,Crianza,Denominación de Origen
Tinto,Vivanco,2014,2327297,Crianza Rioja 2014,3.7,2263,19.42,Rioja,Crianza,Denominación de Origen
Tinto,Allende,2010,77130,Rioja 2010,3.8,994,15.6,Rioja,Gran Reserva,Denominación de Origen
Tinto,Singulares,2018,2684098,El Veïnat Garnatxa Montsant 2018,3.8,188,15.4,Montsant,Crianza,Denominación de Origen
Tinto,Sant Josep,2018,1727148,Brau de Bot Vi Negre 2018,3.2,45,15.3,Terra Alta,Crianza,Denominación de Origen
Tinto,Capafons-Ossó,2007,21132,Masia Esplanes 2007,3.8,258,19.9,Montsant,Gran Reserva,Denominación de Origen
Tinto,Voché,2016,2125643,Reserva 2016,4.0,51,19.95,Rioja,Reserva,Denominación de Origen
Tinto,Campo Viejo,2013,1163217,Reserva 2013,3.7,8281,17.0,Rioja,Reserva,Denominación de Origen
Tinto,Bodegas Quinta de Aves,2017,6755946,Phoenix 2017,4.1,169,15.85,Castilla,Crianza,Sin denominación
Tinto,Casa Castillo,2018,98813,Valtosca Syrah 2018,3.8,134,18.3,Jumilla,Crianza,Denominación de Origen
Tinto,Borsao Bodegas,2016,5422451,Reserva No. 1 2016,3.9,106,15.95,Campo de Borja,Reserva,Denominación de Origen
Tinto,OM Oliver Moragues,2019,1200195,OM 500 2019,3.9,54,17.16,Mallorca,Roble,Sin denominación
Tinto,Lan,2015,3816930,Barriton Reserva 2015,4.0,110,16.95,Rioja,Reserva,Denominación de Origen
Tinto,Palador,2018,3838132,Crianza 2018,4.0,370,15.95,Rioja,Crianza,Denominación de Origen
Tinto,Son Prim,2018,1238859,Merlot 2018,4.2,102,19.95,Mallorca,Crianza,Sin denominación
Tinto,Binigrau,2017,3661374,Obac Black Label 2017,4.1,625,16.95,Mallorca,Crianza,Sin denominación
Tinto,Bodegas Luis Perez,2018,8429542,Tintilla Balbaina 2018,3.8,105,19.95,Cádiz,Crianza,Sin denominación
Tinto,Bodegas Luis Perez,2018,8958353,Tintilla Carrascal 2018,3.9,52,19.95,Cádiz,Crianza,Sin denominación
Tinto,Bodegas Ismael Arroyo,2018,1168160,Valsotillo Crianza 2018,3.9,32,19.95,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Atalaya,2017,3772025,Alaya Tierra (Old Vines Vieilles Vignes) 2017,4.4,1991,19.6,Almansa,Crianza,Denominación de Origen
Tinto,Marqués de Cáceres,2011,10251,Rioja Gran Reserva 2011,4.0,2631,15.17,Rioja,Gran Reserva,Denominación de Origen
Tinto,Bodegas Valdemar,2017,2026604,Fincas Valdemacuco Roble 2017,3.7,68,17.29239,Ribera del Duero,Roble,Denominación de Origen
Tinto,4 Kilos Vinícola,2019,98839,12 Volts 2019,3.8,424,15.41,Binissalem-Mallorca,Roble,Denominación de Origen
Tinto,La Rioja Alta,2015,1216811,Viña Alberdi Crianza 2015,4.2,1374,16.41,Rioja,Crianza,Denominación de Origen
Tinto,Breca,2012,1370945,Garnacha 2012,3.8,1562,19.9,Calatayud,Gran Reserva,Denominación de Origen
Tinto,Bodegas Monje,2017,4812231,Tradicional Tinto 2017,3.6,112,19.11,Tacoronte-Acentejo,Crianza,Denominación de Origen
Tinto,Convento Oreja,2017,1409971,Crianza 2017,3.8,40,15.9,Ribera del Duero,Crianza,Denominación de Origen
Tinto,De Muller,2016,1368702,Les Pusses Merlot - Syrah 2016,3.9,55,16.4,Priorato,Reserva,Denominación de Origen
Tinto,Ramón Bilbao,2014,5848196,Reserva Original 2014,4.0,246,18.5,Rioja,Reserva,Denominación de Origen
Tinto,Casa Gran del Siurana,2016,1150729,Priorat Cruor 2016,4.1,434,17.01,Priorato,Reserva,Denominación de Origen
Tinto,Pago de Vallegarcía,2018,1133054,Montes de Toledo Syrah 2018,4.3,385,19.18,Castilla,Crianza,Sin denominación
Tinto,Vinyes del Terrer,2015,1507863,Terrer d'Aubert 2015,4.0,147,18.95,Tarragona,Reserva,Denominación de Origen
Tinto,Descendientes de J. Palacios,2018,91140,Pétalos 2018,3.8,2537,15.9,Bierzo,Crianza,Denominación de Origen
Tinto,El Hato y el Garabato,2017,4800696,Sin Blanca Juan Garcia 2017,3.7,46,15.0,Arribes,Crianza,Denominación de Origen
Tinto,Bernabeleva,2017,2491414,Navaherreros Garnacha 2017,3.8,524,15.5,Madrid,Crianza,Denominación de Origen
Tinto,Ramón Bilbao,2012,77022,Rioja Reserva (Tempranillo) 2012,3.8,2271,16.0,Rioja,Reserva,Denominación de Origen
Tinto,Huerta de Albala,2015,1733516,Taberner Tierra de Cádiz 2015,4.2,1166,17.49,Cádiz,Reserva,Sin denominación
Tinto,Tarsus,2016,50774,Ribera del Duero Crianza 2016,3.8,639,15.71108,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Arínzano,2016,4000960,Hacienda de Arínzano Tinto 2016,3.9,566,17.0,Arínzano,Reserva,Vino de Pago
Tinto,Heras Cordon,2017,1478457,Rioja Vendimia Seleccionada 2017,3.9,507,18.0,Rioja,Crianza,Denominación de Origen
Tinto,Cepa 21,2021,97712,Ribera del Duero Tinto 2021,4.2,77,16.03,Ribera del Duero,Joven,Denominación de Origen
Tinto,Roca de les Dotze,2014,1586239,Noray 2014,4.1,33,15.25,Priorato,Gran Reserva,Denominación de Origen
Tinto,Bodegas Langa,2019,1179758,Pi - 3.1415 Concejon Tinto 2019,3.9,918,15.0,Aragón,Roble,Sin denominación
Tinto,Marqués de Riscal,2015,7388608,Reserva XR 2015,4.2,802,19.75,Rioja,Reserva,Denominación de Origen
Tinto,Viña Real,2019,10072466,Bakeder 2019,3.7,78,17.33,Rioja,Roble,Denominación de Origen
Tinto,Franck Massard,2016,1277726,Bellesa Perfecta 2016,3.5,90,17.5,Priorato,Reserva,Denominación de Origen
Tinto,Mas Doix,2018,1126523,Les Crestes 2018,3.8,759,17.39,Priorato,Crianza,Denominación de Origen
Tinto,Baron de Ley,2015,5630648,Vina Imas Gold Edition Gran Reserva 2015,4.2,43,17.9,Rioja,Gran Reserva,Denominación de Origen
Tinto,Venus la Universal,2019,96855,Dido Tinto 2019,4.1,1032,15.0,Montsant,Roble,Denominación de Origen
Tinto,Scala Dei,2017,1138069,Prior 2017,4.1,1292,16.86,Priorato,Crianza,Denominación de Origen
Tinto,Vins de la Memòria,2019,7268366,Pólvora Trepat 2019,3.9,51,18.6,Conca de Barberà,Roble,Denominación de Origen
Tinto,Clos Galena,2016,1188186,Galena 2016,4.3,303,18.95,Priorato,Reserva,Denominación de Origen
Tinto,Emilio Moro,2018,1386686,Ribera del Duero 2018,4.2,8788,17.5,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Lan,2012,88833,Gran Reserva Rioja 2012,4.0,1156,19.4,Rioja,Gran Reserva,Denominación de Origen
Tinto,Viña Pedrosa,2017,1138658,Crianza Ribera del Duero 2017,4.1,823,16.5,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Bodega Cerrón,2020,9023612,La Servil Monastrell 2020,4.1,160,17.82,Vino de España,Roble,Sin denominación
Tinto,Bodega Ribas,2019,1674878,Sió Negre 2019,4.2,207,19.95,Mallorca,Roble,Sin denominación
Tinto,Bodegas La Horra,2013,1214002,Corimbo 2013,4.0,1382,19.93,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Tresmano - Tr3smano,2018,7238072,Proventus 2018,4.0,241,16.45,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Vinyes Domenech,2017,1198698,Furvus 2017,4.1,322,15.69,Montsant,Crianza,Denominación de Origen
Tinto,Marqués de Riscal,2012,1308704,Finca Torrea Rioja 2012,3.9,488,18.68,Rioja,Gran Reserva,Denominación de Origen
Tinto,Bodegas La Horra,2015,1214002,Corimbo 2015,4.1,1288,19.51,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Cuevas de Arom,2015,5796812,AS Ladieras 2015,3.8,171,19.45,Campo de Borja,Reserva,Denominación de Origen
Tinto,Finca Constancia,2014,1509310,Altos de la Finca 2014,3.8,253,17.48,Castilla,Gran Reserva,Sin denominación
Tinto,Perinet,2018,9132860,Likka 2018,4.1,90,17.6,Priorato,Crianza,Denominación de Origen
Tinto,Coca i Fitó,2015,2826296,Tolo do Xisto 2015,3.8,232,16.85,Ribeira Sacra,Reserva,Denominación de Origen
Tinto,La Vicalanda,2005,1126221,Reserva 2005,3.9,145,19.24,Rioja,Reserva,Denominación de Origen
Tinto,Quinta Sardonia,2012,1137635,QS2 2012,4.0,932,18.2,Castilla y León,Gran Reserva,Sin denominación
Tinto,Montecillo,2008,1100228,Rioja Gran Reserva 2008,3.8,3833,18.0,Rioja,Gran Reserva,Denominación de Origen
Tinto,Cien Y Pico,2019,2299950,Doble Pasta 2019,3.8,57,15.3565602696522,Manchuela,Roble,Denominación de Origen
Tinto,El Angosto,2011,1988163,El Jefe de La Tribu 2011,3.9,71,19.4,Valencia,Gran Reserva,Denominación de Origen
Tinto,Cune (CVNE),2016,1135311,Crianza 2016,3.6,11378,17.25,Rioja,Crianza,Denominación de Origen
Tinto,Marqués de Riscal,2015,1163903,Rioja Reserva 2015,4.1,26492,17.0,Rioja,Reserva,Denominación de Origen
Tinto,Pago del Cielo,2018,3313942,Celeste Crianza 2018,4.0,4903,15.25,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Conde de San Cristobal,2018,1166307,Ribera del Duero 2018,4.1,461,15.6,Ribera del Duero,Crianza,Denominación de Origen
Tinto,VALENCISO,2014,1171210,Rioja Reserva 2014,4.2,928,19.49833333333333,Rioja,Reserva,Denominación de Origen
Tinto,Pago de Vallegarcía,2018,1539907,Petit Hipperia 2018,4.1,564,18.28792694766771,Castilla,Crianza,Sin denominación
Tinto,Morca,2019,5056642,Godina Garnacha 2019,4.3,542,17.75,Campo de Borja,Roble,Denominación de Origen
Tinto,Bodegas Roda,2017,1176488,Sela Rioja 2017,3.9,844,16.5,Rioja,Crianza,Denominación de Origen
Tinto,La Rioja Alta,2016,7976,Viña Alberdi Reserva 2016,4.2,5129,15.8,Rioja,Reserva,Denominación de Origen
Tinto,Valderiz,2018,1155151,Tinto 2018,4.2,599,19.2,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Vinyes d'En Gabriel,2017,2307708,Cuvilà 2017,4.0,44,19.5,Montsant,Crianza,Denominación de Origen
Tinto,Veronica Salgado,2017,1425972,Capricho Crianza 2017,4.4,57,17.8535,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Viña Albina,2005,1433432,Reserva Vendimia Seleccionada 2005,3.6,135,15.0,Rioja,Reserva,Denominación de Origen
Tinto,Cortijo Trifillas,2017,2637623,En Clave de DO Monastrell - Syrah 2017,3.6,67,15.303,Jumilla,Crianza,Denominación de Origen
Tinto,Neton,2018,6739458,Garnacha Tintorera 2018,4.1,31,16.27219,Castilla y León,Crianza,Sin denominación
Tinto,Manuel Quintano,2016,6312692,Selección Particular 2016,4.1,34,18.3636,Rioja,Reserva,Denominación de Origen
Tinto,Enrique Mendoza,2013,1213916,Cabernet Sauvignon - Shiraz Reserva 2013,3.9,268,16.66,Alicante,Reserva,Denominación de Origen
Tinto,Monte Real,2014,1576642,Reserva 2014,3.9,710,15.9,Rioja,Reserva,Denominación de Origen
Tinto,El Regajal,2010,1214059,Selección Especial 2010,4.0,110,15.2,Madrid,Gran Reserva,Denominación de Origen
Tinto,Clos Figueras,2015,97685,Serras del Priorat 2015,3.6,277,15.9,Priorato,Reserva,Denominación de Origen
Tinto,La Purisima,2017,2266032,Premium Monastrell - Garnacha 2017,3.8,97,17.95,Yecla,Crianza,Denominación de Origen
Tinto,Dominio Dostares,2007,1126966,Cumal Prieto Picudo 2007,3.8,53,19.9,Bierzo,Gran Reserva,Denominación de Origen
Tinto,Celler Laurona,2005,79960,Tinto 2005,3.7,201,17.91,Montsant,Gran Reserva,Denominación de Origen
Tinto,Sierra Salinas,2010,1190555,Mira 2010,3.7,146,17.4,Alicante,Gran Reserva,Denominación de Origen
Tinto,Bodegas Bernabé Navarro,2012,94048,Casa Balaguer 2012,3.6,79,16.101666666666667,Alicante,Gran Reserva,Denominación de Origen
Tinto,Finca Míllara,2015,4467630,Ribera de los Naranjos 2015,4.1,198,16.95,Ribeira Sacra,Reserva,Denominación de Origen
Tinto,3Elementos,2013,2033354,Tinto 2013,3.6,65,19.4,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Loranque,2015,1961607,Syrah - Tempranillo 2015,3.6,63,15.92,Castilla y León,Reserva,Sin denominación
Tinto,Finca Sandoval,2012,1126959,Salia 2012,4.0,122,19.88,Manchuela,Gran Reserva,Denominación de Origen
Tinto,Neo,2016,1991390,Disco 2016,3.3,169,15.85,Ribera del Duero,Reserva,Denominación de Origen
Tinto,Celler Piñol,2011,1799983,L'Avi Arrufi 2011,4.0,96,19.51,Terra Alta,Gran Reserva,Denominación de Origen
Tinto,Pagos del Moncayo,2018,5409799,Prados Colección Garnacha 2018,4.1,25,15.0,Campo de Borja,Crianza,Denominación de Origen
Tinto,Señorío de Libano,2012,99089,Reserva 2012,3.9,108,17.0,Rioja,Reserva,Denominación de Origen
Tinto,San Cobate,2017,6816934,San Cobate la Finca 2017,4.1,353,18.0,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Marco Real,2009,2582112,Colección Privada Crianza 2009,3.7,94,15.0,Navarra,Crianza,Denominación de Origen
Tinto,Maius,2011,1210382,Assemblage Priorat 2011,3.8,28,18.0,Priorato,Gran Reserva,Denominación de Origen
Tinto,Tianna Negre,2015,1788240,Ses Nines Selecció 07/9 2015,3.9,89,19.95,Binissalem-Mallorca,Reserva,Denominación de Origen
Tinto,Bodegas y Viñedos del Jalón,2016,1428636,Alto Las Pizarras Viñas Viejas Garnacha 2016,3.7,254,15.5,Calatayud,Reserva,Denominación de Origen
Tinto,Portal del Montsant,2015,100024,Santbru 2015,4.1,154,19.95,Montsant,Reserva,Denominación de Origen
Tinto,Juan Manuel Burgos,2019,5215973,Avan Viñedos Viejos 2019,4.2,108,17.45,Ribera del Duero,Roble,Denominación de Origen
Tinto,Mas Oller,2015,1681959,Plus 2015,3.9,116,15.65,Cataluña,Reserva,Denominación de Origen
Tinto,Enate,2009,9057,Reserva Cabernet Sauvignon 2009,3.9,266,17.95,Somontano,Reserva,Denominación de Origen
Tinto,Mas Oller,2012,1681959,Plus 2012,3.6,71,16.0,Cataluña,Gran Reserva,Denominación de Origen
Tinto,Cámbrico,2016,1203952,575 Uvas 2016,3.6,34,18.03,Sierra de Salamanca,Reserva,Vino de Calidad
Tinto,Pradorey,2017,1300204,Adaro 2017,4.2,464,16.45,Ribera del Duero,Crianza,Denominación de Origen
Tinto,Vidas,2017,2908925,100 Cien Montañas Carrasquin 2017,3.8,25,16.23,Cangas,Crianza,Vino de Calidad
Tinto,Murua,2009,86344,Reserva Rioja 2009,3.9,566,17.35,Rioja,Reserva,Denominación de Origen
Tinto,4 Kilos Vinícola,2010,1739810,Gallinas & Focas 2010,3.8,57,17.9,Mallorca,Gran Reserva,Sin denominación
Tinto,Muñana,2011,1406059,Tres Cepas 2011,3.9,156,17.59,Andalucía,Gran Reserva,Sin denominación
Tinto,Mas Blanch I Jove,2014,1222267,Saó Abrivat 2014,4.0,103,19.67,Costers del Segre,Gran Reserva,Denominación de Origen
Tinto,Matarromera,2012,3999674,CLUB 2012,4.1,28,16.97,Ribera del Duero,Gran Reserva,Denominación de Origen
Tinto,Vinyes Domenech,2014,1198698,Furvus 2014,4.1,371,15.21,Montsant,Gran Reserva,Denominación de Origen
Tinto,Hacienda Molleda,2016,5843365,Garnacha 2016,3.8,44,16.2,Cariñena,Reserva,Denominación de Origen
Tinto,Luis Alegre,2018,1702091,Maceración Carbónica Joven Rioja 2018,3.5,41,19.96,Rioja,Joven,Denominación de Origen
Tinto,Campillo,2006,1207136,Crianza Rioja 2006,3.2,43,19.0,Rioja,Crianza,Denominación de Origen
Tinto,Jiménez-Landi,2016,1175504,Bajondillo 2016,3.5,409,16.81754086142307,Méntrida,Reserva,Denominación de Origen
Tinto,Diez Caballero,2016,1514638,Tempranillo Crianza 2016,3.6,99,17.27703651337452,Rioja,Crianza,Denominación de Origen
