Clase,Bodega,Año,Vino_ID,Vino,Rating,Nº_reseñas,Precio,Región,Categoría,Sello_calidad
Blanco,Txomin Etxaniz,2020,1652146,Txakoli Getariako Txakolina 2020,4.0,933,11.02,Getariako Txakolina,Sin determinar,Denominación de Origen
Blanco,Agro de Bazán,2020,1706062,Granbazán Albariño Etiqueta Ámbar 2020,4.1,866,15.65,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Bodegas Ponce,2019,1283100,Reto Manchuela 2019,3.7,187,48.75,Manchuela,Sin determinar,Denominación de Origen
Blanco,Can Majoral,2021,3675895,Butibalausi Blanc 2021,3.9,29,8.87,Plà i Llevant,Sin determinar,Denominación de Origen
Blanco,Micro Bio (MicroBio),2018,7615321,La Resistencia 2018,4.1,170,19.9,Castilla y León,Sin determinar,Sin denominación
Blanco,La Caña,2016,1163144,Albarino 2016,3.9,1195,11.75,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Valdecuevas,2021,1838046,Verdejo 2021,3.7,29,7.131198,Rueda,Sin determinar,Denominación de Origen
Blanco,Viñedos y Bodegas Muñoz,2021,5630258,Legado Muñoz Macabeo - Verdejo 2021,4.1,52,3.5,La Mancha,Sin determinar,Denominación de Origen
Blanco,Nuviana,2018,1623884,Chardonnay 2018,3.7,974,3.86,Valle del Cinca,Sin determinar,Sin denominación
Blanco,Familia Torres,2021,2619,San Valentín Parellada 2021,4.2,1232,5.25403,Cataluña,Sin determinar,Denominación de Origen
Blanco,Val de Vid,2021,1513602,Verdejo 2021,4.0,81,8.9,Rueda,Sin determinar,Denominación de Origen
Blanco,Pagos de Híbera,2020,2477284,Modernista Blanc 2020,3.8,40,7.9,Terra Alta,Sin determinar,Denominación de Origen
Blanco,Acontia,2018,2600364,Criado Sobre Lias Verdejo 2018,3.9,39,7.6515,Castilla y León,Sin determinar,Sin denominación
Blanco,R. López de Heredia,2011,2155298,Viña Tondonia Reserva Blanco 2011,4.4,43,92.5,Rioja Alta,Reserva,Sin denominación
Blanco,D. Mateos,2018,4977519,La Mateo Tempranillo Blanco 2018,3.9,376,19.51,Rioja,Sin determinar,Denominación de Origen
Blanco,Pago de Los Capellanes,2019,4277988,O Luar do Sil Valdeorras Godello Sobre Lias 2019,4.2,207,17.5,Valdeorras,Sin determinar,Denominación de Origen
Blanco,Eulogio Pomares,2018,4321994,Maceración Con Pieles 2018,4.2,63,36.95,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Belondrade,2020,76476,Belondrade y Lurton 2020,4.5,734,38.9,Rueda,Sin determinar,Denominación de Origen
Blanco,Pepe Mendoza Casa Agrícola,2018,7106372,Pureza 2018,3.9,50,17.0,Alicante,Sin determinar,Denominación de Origen
Blanco,Dominio del Águila,2017,6104544,Albillo Vinas Viejas 2017,4.4,134,189.0,Castilla y León,Sin determinar,Sin denominación
Blanco,Honoro Vera,2019,2352693,Rueda 2019,3.7,216,5.32,Rueda,Sin determinar,Denominación de Origen
Blanco,Zárate,2019,1815023,Balado Albariño 2019,4.0,161,29.5,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,R. López de Heredia,2009,2155298,Viña Tondonia Reserva Blanco 2009,4.3,224,149.0,Rioja Alta,Reserva,Sin denominación
Blanco,Zárate,2018,1125479,Tras da Viña Albariño 2018,4.3,167,34.9,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,José Pariente,2020,1286379,Verdejo 2020,4.1,3173,9.0,Rueda,Sin determinar,Denominación de Origen
Blanco,Viladellops,2020,1368428,Xarel-lo 2020,3.5,47,17.75,Penedès,Sin determinar,Denominación de Origen
Blanco,Nubori,2020,2634299,Verdejo 2020,3.7,40,4.95,Rueda,Sin determinar,Denominación de Origen
Blanco,Gran Feudo,2018,2555032,Edición Chardonnay 2018,3.6,59,4.9,Navarra,Sin determinar,Denominación de Origen
Blanco,Bàrbara Forés,2017,5012424,Abrisa't Garnatxa Blanca 2017,3.7,40,22.5,Terra Alta,Sin determinar,Denominación de Origen
Blanco,Matarromera,2020,78479,Melior Sauvignon Blanc 2020,3.5,45,6.610896,Rueda,Sin determinar,Denominación de Origen
Blanco,Clos Galena,2019,4910136,Formiga de Seda 2019,4.0,39,15.303,Priorato,Sin determinar,Denominación de Origen
Blanco,Laventura,2018,2951038,Viura 2018,3.7,86,18.8737,Rioja,Sin determinar,Denominación de Origen
Blanco,Castaño,2016,85753,Macabeo - Chardonnay 2016,3.6,167,4.95,Yecla,Sin determinar,Denominación de Origen
Blanco,Eulogio Pomares,2017,4321994,Maceración Con Pieles 2017,4.4,98,36.95,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Itsasmendi,2018,6437337,Bat Berri 2018,3.8,61,16.95,Bizkaiko Txakolina,Sin determinar,Denominación de Origen
Blanco,Finca Collado,2019,1214133,Chardonnay - Moscatel 2019,3.7,36,6.5,Alicante,Sin determinar,Denominación de Origen
Blanco,Cuatro Rayas,2018,3966986,Descomunal Verdejo 2018,3.5,218,5.26,Rueda,Sin determinar,Denominación de Origen
Blanco,Sentencia,2017,6634089,Las Bairetas 2017,3.7,48,10.8,Valencia,Sin determinar,Denominación de Origen
Blanco,Los Frailes,2019,1602058,Blanc de Trilogia 2019,4.1,79,8.075,Valencia,Sin determinar,Denominación de Origen
Blanco,Do Ferreiro (Bodegas Gerardo Mendez),2018,3938565,Adina Rías Baixas Albariño 2018,4.2,41,19.4,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Dominio de Tares,2017,1542709,Godello Fermentado en Barrica 2017,3.8,54,14.06,Bierzo,Sin determinar,Denominación de Origen
Blanco,Dominio do Bibei,2016,8375831,Ribeira Sacra Refugallo Blanco 2016,3.8,26,13.775,Ribeira Sacra,Sin determinar,Denominación de Origen
Blanco,Allende,2017,1208496,Martires Rioja 2017,4.4,35,105.925,Rioja,Sin determinar,Denominación de Origen
Blanco,Mustiguillo,2012,2003143,Finca Calvestra Merseguera 2012,4.1,45,18.9,Vino de España,Sin determinar,Sin denominación
Blanco,Bodegas Valdemar,2011,1267244,Inspiración Tempranillo Blanco 2011,3.1,29,17.5,Rioja,Sin determinar,Denominación de Origen
Blanco,Gramona,2014,11984,Mas Escorpí Chardonnay Penedès 2014,3.6,94,10.07,Penedès,Sin determinar,Denominación de Origen
Blanco,Viladellops,2019,1368428,Xarel-lo 2019,3.6,34,17.0,Penedès,Sin determinar,Denominación de Origen
Blanco,Astrales,2011,4647675,Godello Valdeorras 2011,3.9,115,19.8,Valdeorras,Sin determinar,Denominación de Origen
Blanco,Abadal,2020,1997998,Blanc 2020,3.8,110,9.0,Pla de Bages,Sin determinar,Denominación de Origen
Blanco,Fillaboa,2015,86349,Albariño 2015,3.9,606,16.3,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Hispano Suizas,2018,1207409,Impromptu Sauvignon Blanc 2018,4.1,294,46.9,Utiel-Requena,Sin determinar,Denominación de Origen
Blanco,Ossian,2016,99553,Capitel 2016,4.5,188,127.7,Castilla y León,Sin determinar,Sin denominación
Blanco,Tobelos,2014,1915556,Blanco 2014,3.7,51,9.65,Rioja,Sin determinar,Denominación de Origen
Blanco,Viñedos Verticales,2015,5358419,Filitas y Lutitas 2015,3.9,107,15.95,Sierras de Málaga,Sin determinar,Denominación de Origen
Blanco,Arínzano,2004,78776,Gran Vino Blanco 2004,4.3,108,52.95,Arínzano,Sin determinar,Vino de Pago
Blanco,Luis Cañas,2017,6139558,Rioja Blanco 2017,3.4,103,5.95,Rioja,Sin determinar,Denominación de Origen
Blanco,Barbadillo,2020,4417535,Blanco de Blancos 2020,3.7,26,8.95,Andalucía,Sin determinar,Sin denominación
Blanco,Talai - Berri,2021,1582470,Getariako Txakolina Blanco 2021,3.5,33,9.95,Getariako Txakolina,Sin determinar,Denominación de Origen
Blanco,Gramona,2017,4766475,La Maca Macabeu 2017,3.5,57,12.5,Penedès,Sin determinar,Denominación de Origen
Blanco,Barbadillo,2020,1612401,Maestrante Semi Dulce 2020,3.5,33,4.95,Cádiz,Sin determinar,Sin denominación
Blanco,Campo Viejo,2019,1163284,Semidulce 2019,3.8,101,3.55,Rioja,Sin determinar,Denominación de Origen
Blanco,Castellroig,2014,1861511,Terroja de Sabaté i Coca Xarel-lo 2014,3.9,45,24.05,Penedès,Sin determinar,Denominación de Origen
Blanco,Tayaimgut,2014,2106180,Sauvignon Blanc 2014,3.9,56,14.01,Penedès,Sin determinar,Denominación de Origen
Blanco,Bodegas Castelo de Medina,2018,5475418,FB Verdejo 2018,3.9,41,12.0,Rueda,Sin determinar,Denominación de Origen
Blanco,Albet i Noya,2020,4303617,Curiós Xarel-lo 2020,3.6,59,7.1,Penedès,Sin determinar,Denominación de Origen
Blanco,Bodegas Binifadet,2020,4662983,Tanca No 12 Blanc Roure 2020,4.1,33,24.99,Isla de Menorca,Sin determinar,Sin denominación
Blanco,Can Ràfols dels Caus,2011,1197068,Terraprima Blanc 2011,3.2,66,8.35,Penedès,Sin determinar,Denominación de Origen
Blanco,Finca Nadal de la Boadella,2017,3359451,Xarel-lo 2017,3.5,32,7.99,Penedès,Sin determinar,Denominación de Origen
Blanco,Naia,2013,1160155,K-Naia 2013,3.6,375,5.225,Rueda,Sin determinar,Denominación de Origen
Blanco,Pazos del Rey,2012,1475059,Pazo de Monterrey Godello 2012,3.5,58,7.741666666666667,Monterrei,Sin determinar,Denominación de Origen
Blanco,José Pariente,2011,21218,Sauvignon Blanc 2011,3.7,80,9.1,Rueda,Sin determinar,Denominación de Origen
Blanco,Viña Nora,2013,1633819,Albariño 2013,3.7,282,11.305,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Vinos Sanz,2014,1139001,Finca la Colina Cien X Cien 2014,3.8,215,9.31,Rueda,Sin determinar,Denominación de Origen
Blanco,Belondrade,2009,76476,Belondrade y Lurton 2009,4.3,174,74.9,Rueda,Sin determinar,Denominación de Origen
Blanco,Bernabeleva,2016,1772647,Cantocuerdas Albillo 2016,3.5,94,18.9,Madrid,Sin determinar,Denominación de Origen
Blanco,Veigamoura,2013,2380009,Blanco 2013,4.5,45,14.96,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Bodegas Enguera,2021,76960,Blanc d'Enguera 2021,4.1,37,8.75,Valencia,Sin determinar,Denominación de Origen
Blanco,Sentencia,2018,6634089,Las Bairetas 2018,4.0,27,13.5,Valencia,Sin determinar,Denominación de Origen
Blanco,Bruno Murciano,2020,6445464,Las Blancas 2020,4.0,227,9.95,Utiel-Requena,Sin determinar,Denominación de Origen
Blanco,Murua,2015,1651489,Rioja Blanco 2015,4.1,98,54.0,Rioja,Sin determinar,Denominación de Origen
Blanco,Murua,2016,1651489,Rioja Blanco 2016,4.2,115,50.0,Rioja,Sin determinar,Denominación de Origen
Blanco,Murua,2017,1651489,Rioja Blanco 2017,4.1,152,45.0,Rioja,Sin determinar,Denominación de Origen
Blanco,Bodegas El Paraguas,2016,5237348,La Sombrilla 2016,4.1,62,50.0,Ribeiro,Sin determinar,Denominación de Origen
Blanco,Pago Los Balancines,2014,2887246,Alunado Sauvignon Blanc 2014,4.0,126,16.09,Ribera del Guadiana,Sin determinar,Denominación de Origen
Blanco,Pazo Baión,2020,1185085,Albariño 2020,4.1,70,15.58,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Vega Real,2019,2632960,Verdejo Rueda 2019,3.7,51,4.94,Rueda,Sin determinar,Denominación de Origen
Blanco,La Vizcaína,2018,1646826,La del Vivo (Lomas de Valtuille) 2018,3.9,138,24.9,Bierzo,Sin determinar,Denominación de Origen
Blanco,Silice Viticultores,2018,6018868,Blanco 2018,4.0,34,19.0,Ribeira Sacra,Sin determinar,Denominación de Origen
Blanco,Joaquín Rebolledo,2021,1455119,Godello 2021,4.0,292,8.25,Valdeorras,Sin determinar,Denominación de Origen
Blanco,Bodegas Fontana,2018,6184556,Oveja Naranja 2018,3.6,274,10.5,La Mancha,Sin determinar,Denominación de Origen
Blanco,Pedralonga,2013,1954874,Vendetta 2013,4.5,25,38.0,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,AT Roca,2017,4919107,Cantallops Xarel-lo 2017,4.1,109,18.0,Penedès,Sin determinar,Denominación de Origen
Blanco,José Pariente,2016,7273309,Finca Las Comas Verdejo 2016,4.3,63,34.0,Rueda,Sin determinar,Denominación de Origen
Blanco,Ostatu,2019,1981350,Lore Rioja 2019,4.2,27,15.14997,Rioja Alavesa,Sin determinar,Sin denominación
Blanco,Manuel Quintano,2020,6312585,Blanco 2020,3.5,26,14.0,Rioja,Sin determinar,Denominación de Origen
Blanco,Sierra Cantabria,2015,4739413,Otoman 2015,3.7,85,8.9,Rioja,Sin determinar,Denominación de Origen
Blanco,Agro de Bazán,2016,1294167,Contrapunto Albariño 2016,3.7,166,11.07,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Pago Casa Gran,2019,2312249,Casa Benasal Blanco 2019,3.6,43,9.38,Valencia,Sin determinar,Denominación de Origen
Blanco,Angel Lorenzo Cachazo,2015,1277067,Martivilli Verdejo 2015,3.6,280,7.7,Rueda,Sin determinar,Denominación de Origen
Blanco,Lagar do Merens,2019,7540254,El Escondite Caiño Blanco - Godello 2019,4.1,32,32.95,Ribeiro,Sin determinar,Denominación de Origen
Blanco,Castell del Remei,2018,1619,ODA Blanc 2018,3.9,196,9.95,Costers del Segre,Sin determinar,Denominación de Origen
Blanco,Jean Leon,2013,1535901,Chardonnay Penedès Vinya Gigi 2013,3.8,189,19.25,Penedès,Sin determinar,Denominación de Origen
Blanco,Vins de la Memòria,2019,7203508,La Bruixa 2019,3.9,62,14.95,Terra Alta,Sin determinar,Denominación de Origen
Blanco,Protos,2019,8809516,Ecológico Verdejo 2019,4.1,44,7.4,Rueda,Sin determinar,Denominación de Origen
Blanco,Pedralonga,2014,2288501,Albariño Pedralonga 2014,3.8,71,22.75,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Viña Sanzo,2020,1256164,Viñas Viejas Verdejo 2020,3.8,57,6.95,Rueda,Sin determinar,Denominación de Origen
Blanco,José Pariente,2016,1586229,Cuvée Especial Verdejo 2016,4.0,73,26.4,Rueda,Sin determinar,Denominación de Origen
Blanco,Caraballas,2011,2468513,Verdejo Organic 2011,3.9,146,33.0,Castilla y León,Sin determinar,Sin denominación
Blanco,Alfredo Arribas,2017,1362221,Trossos Sants 2017,3.6,36,17.5,Montsant,Sin determinar,Denominación de Origen
Blanco,Bodegas Páez Morilla,2021,2581726,Tierra Blanca Blanco Seco 2021,3.5,105,4.95,Andalucía,Sin determinar,Sin denominación
Blanco,Cillar de Silos,2018,5057628,Dominio del Pidio Albillo 2018,4.2,86,43.5,Ribera del Duero,Sin determinar,Denominación de Origen
Blanco,Cuatro Rayas,2019,1689821,Camino del Sur Verdejo 2019,3.3,97,4.95,Rueda,Sin determinar,Denominación de Origen
Blanco,Buil & Giné,2018,85528,Nosis 2018,3.8,43,7.23,Rueda,Sin determinar,Denominación de Origen
Blanco,Pedralonga,2018,2288501,Albariño Pedralonga 2018,4.1,140,17.08,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Condes de Albarei,2013,1136116,Albariño 2013,3.7,587,11.3,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Pazo de Villarei,2021,1696494,Abadia do Seixo Rias Baixas Albariño 2021,3.8,53,4.95,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Pago de Los Capellanes,2016,4277988,O Luar do Sil Valdeorras Godello Sobre Lias 2016,4.1,442,28.39683129059961,Valdeorras,Sin determinar,Denominación de Origen
Blanco,Pago de Los Capellanes,2015,4264341,O Luar do Sil Godello Fermentado en Barrica 2015,3.9,66,40.25181911094702,Valdeorras,Sin determinar,Denominación de Origen
Blanco,Altos de Rioja,2015,1129781,Altos R Blanco 2015,3.3,93,7.5,Rioja,Sin determinar,Denominación de Origen
Blanco,Ossian,2017,1169393,Quintaluna 2017,3.9,476,20.12590955547351,Castilla y León,Sin determinar,Sin denominación
Blanco,Enric Soler,2019,2249459,Impro-Visació Vinyes de Xarel-lo 2019,4.1,68,26.95,Penedès,Sin determinar,Denominación de Origen
Blanco,Juvé & Camps,2019,1641458,Gregal d'Espiells 2019,3.8,182,8.95,Penedès,Sin determinar,Denominación de Origen
Blanco,Trossos del Priorat,2020,4561393,Llum d'Alba 2020,3.5,30,15.5,Priorato,Sin determinar,Denominación de Origen
Blanco,Ossian,2015,99553,Capitel 2015,4.4,229,115.0,Castilla y León,Sin determinar,Sin denominación
Blanco,El Nispero,2018,1432249,Albillo 2018,4.3,85,20.1,La Palma,Sin determinar,Denominación de Origen
Blanco,Bermejo,2020,1757194,Malvasía Seco 2020,4.2,50,16.9,Lanzarote,Sin determinar,Denominación de Origen
Blanco,Winery On Creations,2019,8138790,Demuerte White 2019,3.8,128,10.0,Yecla,Sin determinar,Denominación de Origen
Blanco,Alfredo Arribas,2018,1362221,Trossos Sants 2018,3.9,48,22.0,Montsant,Sin determinar,Denominación de Origen
Blanco,Yllera,2017,2557570,Vendimia Nocturna Sauvignon Blanc 2017,3.8,107,6.1,Rueda,Sin determinar,Denominación de Origen
Blanco,Mas d'en Gil,2015,4901778,Bellmunt Vi de Villa Blanc 2015,3.7,85,13.37,Priorato,Sin determinar,Denominación de Origen
Blanco,Ramón Bilbao,2016,6264969,Edición Limitada Lías Verdejo 2016,3.8,70,13.2,Rueda,Sin determinar,Denominación de Origen
Blanco,Finca Garabelos,2019,1902305,Rías Baixas Albariño 2019,4.2,147,16.9,Rías Baixas,Sin determinar,Denominación de Origen
Blanco,Raventós i Blanc,2016,1224668,Silencis Xarel-lo 2016,3.6,176,11.57,Penedès,Sin determinar,Denominación de Origen
Blanco,Ànima Negra,2018,1227001,Quíbia (Falanis) 2018,3.8,635,12.94,Mallorca,Sin determinar,Sin denominación
Blanco,Finca Son Bordils,2019,2614365,Blanc de Raim Blanc 2019,4.0,34,12.54,Mallorca,Sin determinar,Sin denominación
Blanco,Es Fangar,2019,3636135,Sa Fita Blanco 2019,4.0,149,17.01,Plà i Llevant,Sin determinar,Denominación de Origen
Blanco,Crego e Monaguillo,2021,1223113,Blanco (Godello) 2021,3.9,176,9.95,Monterrei,Sin determinar,Denominación de Origen
Blanco,Bodegas José L. Ferrer,2020,97503,Veritas Blanc 2020,3.9,34,14.48,Binissalem-Mallorca,Sin determinar,Denominación de Origen
Blanco,Bodegas José L. Ferrer,2021,1709319,Blanc de Blancs 2021,3.8,41,9.96,Binissalem-Mallorca,Sin determinar,Denominación de Origen
Blanco,Vinos Sanz,2020,5441320,Finca La Colina El Loco Verdejo 2020,4.1,344,11.64,Rueda,Sin determinar,Denominación de Origen
Rosado,Marques del Romeral,2019,1155908,Romeral Rosado 2019,3.1,71,3.44,Rioja,Sin determinar,Denominación de Origen
Rosado,Gran Feudo,2019,1662936,Rosado 2019,3.5,272,3.59,Navarra,Sin determinar,Denominación de Origen
Rosado,Gran Feudo,2021,1662936,Rosado 2021,3.5,122,3.69,Navarra,Sin determinar,Denominación de Origen
Rosado,El Circo,2020,4199785,Payaso Granacha Rosé 2020,3.5,41,3.9,Cariñena,Sin determinar,Denominación de Origen
Rosado,Félix Solís,2020,4486049,Casa Albali Garnacha Rosé 2020,3.9,254,3.95,Valdepeñas,Sin determinar,Denominación de Origen
Rosado,Nuviana,2021,1656567,Cabernet Sauvignon - Tempranillo Rosado 2021,3.5,59,3.95,Valle del Cinca,Sin determinar,Sin denominación
Rosado,Bodegas Faustino,2021,22350,VII Rosado 2021,3.8,104,3.99,Rioja,Sin determinar,Denominación de Origen
Rosado,Bach,2021,1212630,Viña Extrísima Rosado 2021,3.6,81,4.01,Cataluña,Sin determinar,Denominación de Origen
Rosado,El Coto,2021,2034549,Rosado 2021,3.4,130,4.05,Rioja,Sin determinar,Denominación de Origen
Rosado,Dominio de Eguren,2020,9716845,Protocolo Organic Rosé 2020,3.4,66,4.1,Castilla,Sin determinar,Sin denominación
Rosado,Dominio de Eguren,2019,9398,Protocolo Rosado 2019,3.6,165,4.2,Castilla,Sin determinar,Sin denominación
Rosado,Bodega Sommos,2020,9288209,Syrah - Garnacha Rosé 2020,3.8,69,4.24,Somontano,Sin determinar,Denominación de Origen
Rosado,Sinforiano,2021,1563481,Sinfo Rosado 2021,4.1,43,4.25,Cigales,Sin determinar,Denominación de Origen
Rosado,Castaño,2018,85747,Dominio Espinal Rosado 2018,3.4,82,4.3,Yecla,Sin determinar,Denominación de Origen
Rosado,Familia Torres,2021,2634,De Casta Rosado 2021,3.5,227,4.35,Cataluña,Sin determinar,Denominación de Origen
Rosado,Viña Zorzal,2020,3409201,Garnacha Rosé 2020,3.5,218,4.41,Navarra,Sin determinar,Denominación de Origen
Rosado,Baluarte,2019,6312212,Rosado 2019,3.5,47,4.49,Navarra,Sin determinar,Denominación de Origen
Rosado,Viña Zorzal,2021,3409201,Garnacha Rosé 2021,3.5,27,4.5,Navarra,Sin determinar,Denominación de Origen
Rosado,Viore,2020,4194841,Rosado 2020,3.5,44,4.5,Toro,Sin determinar,Denominación de Origen
Rosado,Bodegas Faustino,2021,1310185,V Rosado 2021,3.5,41,4.6,Rioja,Sin determinar,Denominación de Origen
Rosado,Bodega Sommos,2020,4191007,Glárima Rosado 2020,3.6,32,4.7,Somontano,Sin determinar,Denominación de Origen
Rosado,Condesa de Leganza,2021,2521491,Selección de Familia Rosado 2021,3.7,46,4.73,Castilla,Sin determinar,Sin denominación
Rosado,Castillo Perelada,2020,5800700,Pescador Rosé N.V.,3.4,262,4.75,Empordà,Sin determinar,Denominación de Origen
Rosado,Borsao Bodegas,2021,5580713,Rosado (Selección Rosado / Rosé) 2021,3.7,48,4.75,Campo de Borja,Sin determinar,Denominación de Origen
Rosado,Borsao Bodegas,2019,5580713,Rosado (Selección Rosado / Rosé) 2019,3.6,185,4.8,Campo de Borja,Sin determinar,Denominación de Origen
Rosado,Cune (CVNE),2021,1274811,Rosado 2021,3.4,104,4.8,Rioja,Sin determinar,Denominación de Origen
Rosado,Raimat,2021,2474095,Clamor Rosado 2021,3.7,123,4.89,Costers del Segre,Sin determinar,Denominación de Origen
Rosado,Bodegas Faustino,2019,1310185,V Rosado 2019,3.5,159,4.9,Rioja,Sin determinar,Denominación de Origen
Rosado,Castillo Perelada,2019,1660465,Empordà Jardins Rosé 2019,3.5,39,4.94,Empordà,Sin determinar,Denominación de Origen
Rosado,Calderona,2017,1903153,Rosado 2017,3.3,29,4.95,Cigales,Sin determinar,Denominación de Origen
Rosado,Familia Torres,2020,2634,De Casta Rosado 2020,3.3,281,4.95,Cataluña,Sin determinar,Denominación de Origen
Rosado,Bodegas Valdemar,2021,1815410,Conde de Valdemar Rosado 2021,3.4,39,5.18,Rioja,Sin determinar,Denominación de Origen
Rosado,D Luis R,2019,8451307,PINC Clarete 2019,3.6,53,5.25,Rioja,Sin determinar,Denominación de Origen
Rosado,Bodegas Franco-Españolas,2019,1100360,Rioja Bordón Rosado 2019,3.7,79,5.25,Rioja,Sin determinar,Denominación de Origen
Rosado,El Coto,2020,2034549,Rosado 2020,3.5,277,5.25,Rioja,Sin determinar,Denominación de Origen
Rosado,Oliver Conti,2020,6457613,Indispensable Rosé 2020,3.4,32,5.25,Empordà,Sin determinar,Denominación de Origen
Rosado,Marqués de Cáceres,2021,1189910,Rioja Rosado 2021,3.6,312,5.32,Rioja,Sin determinar,Denominación de Origen
Rosado,Familia Torres,2021,28584,Viña Sol Rosado 2021,3.5,56,5.49,Cataluña,Sin determinar,Denominación de Origen
Rosado,Señorío de Sarria,2021,7566105,Garnacha - Graciano Rosé 2021,3.5,34,5.5,Navarra,Sin determinar,Denominación de Origen
Rosado,Bodega Sommos,2021,9288209,Syrah - Garnacha Rosé 2021,3.8,37,5.6,Somontano,Sin determinar,Denominación de Origen
Rosado,Bodegas Care,2020,1261831,Rosado 2020,3.8,121,5.66,Cariñena,Sin determinar,Denominación de Origen
Rosado,Honoro Vera,2021,4384249,Rosé 2021,3.8,53,5.75,Jumilla,Sin determinar,Denominación de Origen
Rosado,Bodegas Valdemar,2019,1815410,Conde de Valdemar Rosado 2019,3.5,94,5.75,Rioja,Sin determinar,Denominación de Origen
Rosado,Honoro Vera,2020,4384249,Rosé 2020,3.6,218,5.75,Jumilla,Sin determinar,Denominación de Origen
Rosado,Martin Berdugo,2020,1158442,Rosado 2020,3.7,35,5.84,Ribera del Duero,Sin determinar,Denominación de Origen
Rosado,Bodegas Care,2020,2402354,Solidarity Rosé 2020,3.5,120,5.9,Cariñena,Sin determinar,Denominación de Origen
Rosado,Bodegas Valdemar,2020,1815410,Conde de Valdemar Rosado 2020,3.5,70,5.9,Rioja,Sin determinar,Denominación de Origen
Rosado,Familia Torres,2019,28584,Viña Sol Rosado 2019,3.5,527,5.9,Cataluña,Sin determinar,Denominación de Origen
Rosado,Pagos de Aráiz,2021,4588370,Navarra Rosado 2021,4.0,26,5.9,Navarra,Sin determinar,Denominación de Origen
Rosado,Félix Solís,2020,9683938,Mucho Mas Rosado N.V.,3.8,476,5.95,Vino de España,Sin determinar,Sin denominación
Rosado,Bodega Emina,2021,1540586,Rosado 2021,3.7,28,5.95,Cigales,Sin determinar,Denominación de Origen
Rosado,Bodega Emina,2020,1540586,Rosado 2020,3.6,82,5.95,Cigales,Sin determinar,Denominación de Origen
Rosado,Marqués de Cáceres,2021,2202782,Excellens Rioja Rosé 2021,4.0,166,5.95,Rioja,Sin determinar,Denominación de Origen
Rosado,Castillo de Aresan,2020,7579377,El Rosé de Aresan Garnacha - Cabernet 2020,3.9,163,5.99,Castilla,Sin determinar,Sin denominación
Rosado,La Maldita,2020,5727548,Garnacha Rosé 2020,3.6,109,6.0,Rioja,Sin determinar,Denominación de Origen
Rosado,Bernavi,2019,7448017,Xalera Rosat 2019,3.6,70,6.0,Vino de España,Sin determinar,Sin denominación
Rosado,Sierra Cantabria,2020,3293066,Rosado 2020,3.8,35,6.03,Rioja,Sin determinar,Denominación de Origen
Rosado,Vivanco,2018,1766451,Tempranillo - Garnacha Rioja Rosado 2018,3.7,48,6.1,Rioja,Sin determinar,Denominación de Origen
Rosado,Bodegas Ochoa,2021,50434,Finca El Bosque Rosado de Lágrima 2021,3.4,39,6.14,Navarra,Sin determinar,Denominación de Origen
Rosado,Viñas del Vero,2020,3303841,Luces Tempranillo - Merlot - Syrah Rosado 2020,3.5,141,6.21,Somontano,Sin determinar,Denominación de Origen
Rosado,Hacienda López de Haro,2020,3415933,Rosado 2020,3.1,36,6.21,Rioja,Sin determinar,Denominación de Origen
Rosado,Baron de Ley,2021,1149020,Rioja Rosado 2021,3.7,72,6.25,Rioja,Sin determinar,Denominación de Origen
Rosado,Protos,2021,1135273,Rosado (Clarete) 2021,3.7,89,6.26,Cigales,Sin determinar,Denominación de Origen
Rosado,Freixenet,2019,2951145,Mia Rosado 2019,3.6,140,6.3,Castilla,Sin determinar,Sin denominación
Rosado,Cune (CVNE),2018,1274811,Rosado 2018,3.6,782,6.39,Rioja,Sin determinar,Denominación de Origen
Rosado,Baron de Ley,2020,1149020,Rioja Rosado 2020,3.6,185,6.4,Rioja,Sin determinar,Denominación de Origen
Rosado,Bodegas Care,2021,2402354,Solidarity Rosé 2021,3.6,58,6.4,Cariñena,Sin determinar,Denominación de Origen
Rosado,Obalo,2019,4563981,Rioja Rosado 2019,3.8,40,6.45,Rioja,Sin determinar,Denominación de Origen
Rosado,Ramón Bilbao,2021,1251649,Rioja Rosado 2021,3.7,356,6.45,Rioja,Sin determinar,Denominación de Origen
Rosado,Viña Real,2020,3614008,Rioja Rosado 2020,3.6,86,6.5,Rioja,Sin determinar,Denominación de Origen
Rosado,Olivares,2021,2263226,Rosado 2021,3.6,41,6.5,Jumilla,Sin determinar,Denominación de Origen
