Bodega,Año,Vino_ID,Vino,Rating,Nº_reseñas,Precio,Región
Marqués de Murrieta,1982,10998,Reserva Rioja (Finca Ygay) 1982,4.0,42,113.88,Rioja
Álvaro Palacios,2000,67074,Les Terrasses Laderas de Pizarra 2000,4.0,26,113.88,Priorato
Protos,1996,1135414,Gran Reserva 1996,4.3,58,113.88,Ribera del Duero
Oxer Wines,2018,4712965,Kalamity Rioja 2018,4.6,63,114.95,Rioja
Viña Sastre,2011,736555,Regina Vides Ribera del Duero 2011,4.5,214,116.0,Ribera del Duero
Emilio Moro,2018,11607,Malleolus de Sanchomartin 2018,4.4,104,116.54,Ribera del Duero
Abadía Retuerta,2017,73592,Petit Verdot 2017,4.5,66,117.0,Sardón de Duero
Alto Moncayo,2015,1189647,Aquilon Garnacha 2015,4.6,118,117.25,Campo de Borja
Pintia,2006,77172,Toro 2006,4.2,1683,118.58,Toro
Remírez de Ganuza,2012,99584,Trasnocho 2012,4.5,514,118.89,Rioja
Artadi,2014,2049180,Valdegines 2014,4.2,290,119.0,Vino de España
Dominio de Pingus,2019,79814,Flor de Pingus 2019,4.5,495,119.75,Ribera del Duero
Emilio Moro,2016,11607,Malleolus de Sanchomartin 2016,4.7,389,122.27,Ribera del Duero
Familia Torres,2016,1148822,Grans Muralles 2016,4.4,92,123.76,Conca de Barberà
Descendientes de J. Palacios,2016,91143,Las Lamas Bierzo (Corullón) 2016,4.3,111,124.9,Bierzo
Descendientes de J. Palacios,2018,91143,Las Lamas Bierzo (Corullón) 2018,4.5,38,124.9,Bierzo
Marqués de Riscal,1995,2026372,Barón de Chirel Rioja Reserva 1995,4.4,99,125.0,Rioja
Descendientes de J. Palacios,2017,91143,Las Lamas Bierzo (Corullón) 2017,4.4,55,125.0,Bierzo
Alión,1996,77171,Ribera del Duero 1996,4.4,267,125.0,Ribera del Duero
Tresmano - Tr3smano,2016,5917220,Tm 2016,4.5,95,129.0,Ribera del Duero
Enate,2010,5297971,Uno Tinto 2010,4.6,34,129.9,Somontano
Tomás Postigo,2016,7711572,Quercus Pyrenacia Rebollo Tinto 2016,4.8,43,129.9,Ribera del Duero
Abadía Retuerta,2016,73592,Petit Verdot 2016,4.4,33,129.99,Sardón de Duero
Alión,2007,77171,Ribera del Duero 2007,4.4,2076,130.68,Ribera del Duero
Remírez de Ganuza,2010,99584,Trasnocho 2010,4.4,268,133.75,Rioja
Pago de Los Capellanes,2016,1382462,Parcela El Picón Tinto 2016,4.7,105,134.26,Ribera del Duero
Pintia,2004,77172,Toro 2004,4.3,775,135.52,Toro
Castell d'Encus,2016,6617604,Saktih 2016,4.5,35,139.15,Costers del Segre
Teso La Monja,2019,1379762,Alabaster 2019,4.7,40,139.9,Toro
Viña Real,1970,1498830,Rioja Gran Reserva 1970,4.4,64,140.0,Rioja
Tinto Pesquera,2002,1504122,Millenium Reserva 2002,4.5,249,140.0,Ribera del Duero
Marqués de Riscal,2005,2026372,Barón de Chirel Rioja Reserva 2005,4.4,680,140.0,Rioja
Descendientes de J. Palacios,2015,1489684,Moncerbal Bierzo (Corullón) 2015,4.2,120,140.0,Bierzo
Espectacle del Montsant,2012,1171308,Tinto 2012,4.5,200,141.55,Montsant
Finca Villacreces,2015,96049,Nebro Ribera del Duero 2015,4.5,41,143.38,Ribera del Duero
Artadi,2015,1696799,El Carretil 2015,4.5,73,143.51,Vino de España
Artadi,2014,1696799,El Carretil 2014,4.4,89,143.51,Vino de España
Pinea,2017,5875136,Tinto 2017,4.3,114,145.0,Ribera del Duero
Alión,2006,77171,Ribera del Duero 2006,4.4,1535,145.2,Ribera del Duero
Finca Villacreces,2016,96049,Nebro Ribera del Duero 2016,4.4,25,146.9,Ribera del Duero
Teso La Monja,2017,1379762,Alabaster 2017,4.6,158,147.85,Toro
Ysios,2016,7589009,Finca Las Naves 2016,4.6,68,149.0,Rioja
Bodegas Roda,2017,18717,Cirsion Rioja 2017,4.6,148,149.9,Rioja
Artadi,2016,1696799,El Carretil 2016,4.4,71,155.0,Vino de España
Campo Viejo,1964,1163217,Reserva 1964,4.1,103,155.0,Rioja
Altos del Terral,2011,1854434,Cuveé Julia Ribera del Duero 2011,4.5,37,157.0,Ribera del Duero
Espectacle del Montsant,2013,1171308,Tinto 2013,4.5,222,157.95,Montsant
Huerta de Albala,2007,4387135,Taberner No. 1 2007,4.3,42,158.99,Cádiz
Familia Torres,2015,1148822,Grans Muralles 2015,4.5,208,160.0,Conca de Barberà
Familia Torres,2017,1148822,Grans Muralles 2017,4.3,86,160.0,Conca de Barberà
Muga,1982,1126125,Prado Enea Gran Reserva 1982,4.3,96,161.3,Rioja
Marqués de Griñon,2008,1180183,AAA 2008,4.6,65,162.38,Dominio de Valdepusa
Allende,2011,1162573,Aurus 2011,4.3,29,162.81,Rioja
Alión,2003,77171,Ribera del Duero 2003,4.5,1261,164.0,Ribera del Duero
Ànima Negra,2016,1648183,Son Negre 2016,4.5,86,164.9,Mallorca
Dominio de Es,2018,2022997,Viñas Viejas de Soria Ribera Del Duero 2018,4.5,138,165.0,Ribera del Duero
Valderiz,2004,1662515,Tomás Esteban 2004,4.4,43,168.9,Ribera del Duero
Cuentaviñas,2018,8992888,Los Yelsones 2018,4.6,31,168.9,Rioja
Alión,2005,77171,Ribera del Duero 2005,4.4,1175,169.0,Ribera del Duero
Vega Sicilia,2017,1175427,Valbuena 5º 2017,4.7,740,169.9,Ribera del Duero
Alión,1992,77171,Ribera del Duero 1992,4.4,32,170.82,Ribera del Duero
Alión,1993,77171,Ribera del Duero 1993,4.2,44,170.82,Ribera del Duero
Emilio Moro,2011,11605,Malleolus de Valderramiro 2011,4.5,724,173.95,Ribera del Duero
Artadi,2005,49734,Pagos Viejos 2005,4.2,318,175.0,Vino de España
Monte Real,1970,1424455,Gran Reserva 1970,3.8,29,175.0,Rioja
Bodegas Roda,2018,18717,Cirsion Rioja 2018,4.5,53,176.4,Rioja
Artadi,2017,1696799,El Carretil 2017,4.7,37,176.89,Vino de España
Artadi,2009,1983726,La Poza de Ballesteros 2009,4.6,43,187.5,Vino de España
Terroir Al Límit Soc. Lda,2017,97711,Les Tosses 2017,4.5,27,187.5,Priorato
R. López de Heredia,2001,5905888,Viña Tondonia Gran Reserva 2001,4.5,79,187.91,Rioja
Alión,2009,77171,Ribera del Duero 2009,4.4,6432,189.0,Ribera del Duero
Pintia,2001,77172,Toro 2001,4.3,327,189.45,Toro
Bodega Contador (Benjamín Romeo),2014,5370798,Coleccion No. 3 Cosecha 2014,4.3,48,189.9,Rioja
Bodega Contador (Benjamín Romeo),2015,98837,La Viña de Andres Romeo Rioja 2015,4.6,36,189.9,Rioja
Alión,2001,77171,Ribera del Duero 2001,4.4,693,190.0,Ribera del Duero
Vega Sicilia,2008,1175427,Valbuena 5º 2008,4.6,5631,192.39,Ribera del Duero
Vega Sicilia,2014,1175427,Valbuena 5º 2014,4.7,4624,194.81,Ribera del Duero
Marqués de Murrieta,2011,11001,Castillo Ygay Gran Reserva Especial Tinto 2011,4.7,312,194.99,Rioja
Bodegas Frontaura,2008,5891039,Aponte Winemaker's Private Collection Tempranillo 2008,4.4,98,195.0,Toro
Comenge,2014,5441031,Jacobus 2014,4.7,31,195.9,Ribera del Duero
Bodegas Frontonio,2016,7614735,El Jardín de las Iguales Viñedo Historico Garnacha 2016,4.4,30,195.99,Aragón
R. López de Heredia,1981,5905888,Viña Tondonia Gran Reserva 1981,4.3,77,199.0,Rioja
Familia Torres,2017,28104,Reserva Real 2017,4.2,33,200.87,Penedès
La Rioja Alta,2010,7971,Gran Reserva 890 2010,4.5,577,203.5,Rioja
Figuero,2014,2391715,Tinus 2014,4.2,33,205.0,Ribera del Duero
Alión,1998,77171,Ribera del Duero 1998,4.2,380,206.0,Ribera del Duero
Vega Sicilia,2012,1175427,Valbuena 5º 2012,4.6,6056,208.12,Ribera del Duero
Terroir Al Límit Soc. Lda,2016,97711,Les Tosses 2016,4.6,39,210.0,Priorato
Bodega Numanthia,2012,1126964,Termanthia 2012,4.6,870,214.0,Toro
Bodega Numanthia,2014,1126964,Termanthia 2014,4.6,181,214.47,Toro
Dominio del Águila,2014,4375272,Gran Reserva Peñas Aladas 2014,4.6,72,218.9,Ribera del Duero
Matarromera,2010,1479987,Ribera del Duero Prestigio Pago de las Solanas 2010,4.5,48,219.25,Ribera del Duero
Bodega Numanthia,2015,1126964,Termanthia 2015,4.5,225,225.9,Toro
Figuero,2017,2391715,Tinus 2017,4.3,25,226.3,Ribera del Duero
Muga,2016,7495,Aro 2016,4.5,241,226.52,Rioja
Bodegas Faustino,1970,2061837,I Gran Reserva 1970,4.3,458,227.0,Rioja
Vega Sicilia,2009,1175427,Valbuena 5º 2009,4.6,4744,228.69,Ribera del Duero
Vega Sicilia,2011,1175427,Valbuena 5º 2011,4.6,6915,230.0,Ribera del Duero
Vega Sicilia,2010,1175427,Valbuena 5º 2010,4.7,5350,239.5,Ribera del Duero
Álvaro Palacios,2018,7356283,La Baixada 2018,4.4,40,239.5,Priorato
Clos Erasmus,2019,1164373,Priorat 2019,4.4,26,240.0,Priorato
Vega Sicilia,2007,1175427,Valbuena 5º 2007,4.6,5211,242.0,Ribera del Duero
Viña Pedrosa,2014,2678463,Pérez Pascuas Gran Reserva Selección 2014,4.4,190,245.53,Ribera del Duero
Territorio Luthier,2012,7203961,Luthier Gran Reserva 2012,4.7,43,248.0,Ribera del Duero
Vega Sicilia,2006,1175427,Valbuena 5º 2006,4.7,3985,249.2,Ribera del Duero
Vega Sicilia,1994,1175427,Valbuena 5º 1994,4.4,222,249.8,Ribera del Duero
Emilio Moro,2015,2034907,Clon De La Familia 2015,4.5,48,249.9,Ribera del Duero
Vega Sicilia,2005,1175427,Valbuena 5º 2005,4.7,1913,254.1,Ribera del Duero
Vega Sicilia,2004,1175427,Valbuena 5º 2004,4.6,1630,260.15,Ribera del Duero
Vall Llach,2019,2539047,Mas de la Rosa 2019,4.6,40,265.0,Priorato
Mas Doix,2016,1815148,1902 Centenary Carignan Priorat 2016,4.6,44,269.95,Priorato
Vega Sicilia,2002,1175427,Valbuena 5º 2002,4.6,949,272.25,Ribera del Duero
Monte Real,1964,1424455,Gran Reserva 1964,4.5,56,275.0,Rioja
Vega Sicilia,1999,1175427,Valbuena 5º 1999,4.6,603,276.8,Ribera del Duero
Vega Sicilia,2000,1175427,Valbuena 5º 2000,4.6,1025,278.3,Ribera del Duero
Clos Erasmus,2017,1164373,Priorat 2017,4.4,53,280.0,Priorato
Clos Erasmus,2016,1164373,Priorat 2016,4.6,72,280.0,Priorato
Vega Sicilia,1985,1175427,Valbuena 5º 1985,4.6,149,285.0,Ribera del Duero
Vega Sicilia,1996,1175427,Valbuena 5º 1996,4.5,506,290.4,Ribera del Duero
Bodegas Faustino,1968,2061837,I Gran Reserva 1968,4.3,28,295.0,Rioja
Bodegas Faustino,1973,2061837,I Gran Reserva 1973,4.1,26,295.0,Rioja
Dominio del Águila,2013,5443219,Canta la Perdiz 2013,4.5,53,295.0,Ribera del Duero
Viña Sastre,2015,736577,Pesus Ribera del Duero 2015,4.5,157,298.0,Ribera del Duero
Mas Doix,2015,1815148,1902 Centenary Carignan Priorat 2015,4.7,95,299.0,Priorato
Mas Doix,2018,6900561,1903 Centenary Grenache 2018,4.5,29,299.0,Priorato
Mas Doix,2016,6900561,1903 Centenary Grenache 2016,4.6,31,299.0,Priorato
Vega Sicilia,1995,1175427,Valbuena 5º 1995,4.4,519,299.0,Ribera del Duero
Mas Doix,2017,1815148,1902 Centenary Carignan Priorat 2017,4.6,61,299.0,Priorato
Álvaro Palacios,2015,4347148,Les Aubaguetes Priorat 2015,4.5,101,302.5,Priorato
Familia Torres,2014,1148822,Grans Muralles 2014,4.4,318,304.0,Conca de Barberà
Artadi,2017,49754,Viña El Pison 2017,4.6,47,304.54,Vino de España
Marqués de Riscal,2012,2214,Frank Gehry Selection 2012,4.1,387,311.1,Rioja
Vega Sicilia,1987,1175427,Valbuena 5º 1987,4.5,228,312.0,Ribera del Duero
Artadi,2018,49754,Viña El Pison 2018,4.8,41,313.5,Vino de España
Vega Sicilia,1998,1175427,Valbuena 5º 1998,4.5,667,314.16,Ribera del Duero
Bodega Contador (Benjamín Romeo),2016,98838,Contador Rioja 2016,4.5,95,317.75,Rioja
Bodega Contador (Benjamín Romeo),2017,98838,Contador Rioja 2017,4.4,39,317.75,Rioja
Bodega Contador (Benjamín Romeo),2015,98838,Contador Rioja 2015,4.6,166,319.9,Rioja
Viña Sastre,2014,736577,Pesus Ribera del Duero 2014,4.5,195,320.0,Ribera del Duero
Vega Sicilia,2011,77137,Unico 2011,4.7,1016,340.0,Ribera del Duero
Familia Torres,2018,7026145,Mas de la Rosa Porrera Vinyes Velles 2018,4.5,27,350.0,Priorato
Vega Sicilia,2012,77137,Unico 2012,4.7,244,350.0,Ribera del Duero
Álvaro Palacios,2016,4347148,Les Aubaguetes Priorat 2016,4.6,64,355.95,Priorato
Bodegas Faustino,1964,2061837,I Gran Reserva 1964,4.3,470,355.99,Rioja
Viña Sastre,2007,736577,Pesus Ribera del Duero 2007,4.8,72,360.0,Ribera del Duero
Vall Llach,2016,2539047,Mas de la Rosa 2016,4.4,54,367.39,Priorato
Álvaro Palacios,2019,67054,Camins del Priorat 2019,4.1,3899,369.0,Priorato
Ordóñez,2014,6091368,Vatan Arena Tinta de Toro 2014,4.8,80,369.05,Toro
Viña Sastre,2012,736577,Pesus Ribera del Duero 2012,4.4,156,379.0,Ribera del Duero
Vega Sicilia,2010,77137,Unico 2010,4.8,1420,381.15,Ribera del Duero
Artadi,2016,49754,Viña El Pison 2016,4.4,78,385.0,Vino de España
Artadi,2006,49754,Viña El Pison 2006,4.6,276,390.0,Vino de España
Vega Sicilia,2020,77136,Unico Reserva Especial Edición 2020,4.8,93,435.75,Ribera del Duero
Vega Sicilia,,77136,Unico Reserva Especial Edición ,4.7,12792,449.82,Ribera del Duero
Vega Sicilia,2006,77137,Unico 2006,4.7,2897,459.8,Ribera del Duero
Viña Sastre,2011,736577,Pesus Ribera del Duero 2011,4.5,117,465.0,Ribera del Duero
Vega Sicilia,2019,77136,Unico Reserva Especial Edición 2019,4.8,256,471.9,Ribera del Duero
Vega Sicilia,2007,77137,Unico 2007,4.7,3012,481.58,Ribera del Duero
Vega Sicilia,2018,77136,Unico Reserva Especial Edición 2018,4.8,452,484.0,Ribera del Duero
Vega Sicilia,2009,77137,Unico 2009,4.7,1938,487.0,Ribera del Duero
Vega Sicilia,2017,77136,Unico Reserva Especial Edición 2017,4.7,566,496.1,Ribera del Duero
Vega Sicilia,2005,77137,Unico 2005,4.7,3550,496.1,Ribera del Duero
Viñas del Cénit,2005,1191762,Cenit 2005,4.3,210,59.9,Tierra del Vino de Zamora
Luis Cañas,2010,1596882,Hiru 3 Rioja Racimos 2010,4.0,82,109.5,Rioja
Ferrer Bobet,2013,2149967,Selecció Especial Vinyes Velles 2013,4.4,201,69.9,Priorato
Viñedos de Páganos,2016,1100735,La Nieta 2016,4.6,556,159.0,Rioja
Clos Erasmus,2009,1164373,Priorat 2009,4.5,84,425.0,Priorato
Bodegas El Nido,2007,84140,El Nido 2007,4.7,122,249.0,Jumilla
Teso La Monja,2014,1379762,Alabaster 2014,4.6,184,158.9,Toro
Clos Erasmus,2010,1164373,Priorat 2010,4.5,133,495.0,Priorato
Dominio del Águila,2013,2684452,Reserva 2013,4.2,347,77.5,Ribera del Duero
Dominio del Águila,2013,2684452,Reserva 2013,4.2,347,77.5,Ribera del Duero
Teso La Monja,2013,1379762,Alabaster 2013,4.7,195,183.4,Toro
Telmo Rodriguez,2015,5823227,Tabuerniga 2015,4.3,48,199.0,Rioja
Jiménez-Landi,2014,5378678,Las Iruelas El Tiemblo 2014,4.0,42,226.9,Castilla y León
Teso La Monja,2014,1379762,Alabaster 2014,4.6,184,158.9,Toro
Bodegas El Nido,2007,84140,El Nido 2007,4.7,122,249.0,Jumilla
Pago de Carraovejas,2011,1139435,Cuesta de Las Liebres 2011,4.7,389,412.5,Ribera del Duero
Viñedos de Páganos,2016,1100735,La Nieta 2016,4.6,556,159.0,Rioja
Rotllan Torra,2005,77028,Tirant 2005,4.3,242,50.2,Priorato
Arzuaga,2015,1270105,Amaya Arzuaga (Colección) 2015,4.3,81,51.2,Ribera del Duero
Comando G,2015,2510756,Reina de los Deseos 2015,3.8,59,74.95,Madrid
Sierra Cantabria,2013,3293391,Finca el Bosque 2013,4.4,197,92.9,Rioja
Martinet,2008,1219509,Camí Pesseroles 2008,4.4,80,152.6,Priorato
Ànima Negra,2004,1648183,Son Negre 2004,4.6,28,374.35,Mallorca
Remírez de Ganuza,2006,1290160,María Remírez de Ganuza 2006,4.7,247,199.0,Rioja
Martinet,2009,1179387,Clos Martinet 2009,4.4,240,229.35,Priorato
Martinet,2013,1219509,Camí Pesseroles 2013,4.5,36,113.2,Priorato
Oxer Wines,2016,4712965,Kalamity Rioja 2016,4.6,71,217.8,Rioja
Venus la Universal,2013,96853,Venus 2013,4.2,102,53.14,Montsant
Martinet,1997,1179387,Clos Martinet 1997,4.1,44,197.95,Priorato
Martinet,2009,1219509,Camí Pesseroles 2009,4.5,143,139.3,Priorato
Altanza,2001,1228666,Familia Rioja 2001,3.9,78,65.0,Rioja
Dominio del Águila,2014,5443219,Canta la Perdiz 2014,4.5,89,369.0,Ribera del Duero
Jiménez-Landi,2009,1683798,El Reventón Cebreros 2009,3.9,30,89.9,Castilla y León
Terroir Al Límit Soc. Lda,2016,97708,Dits del Terra 2016,4.2,162,60.01,Priorato
Pradorey,2016,5960373,El Buen Alfarero 2016,4.4,40,105.0,Ribera del Duero
Quinta Milú,2014,4513994,El Malo 2014,4.2,39,65.0,Ribera del Duero
Muga,2004,7495,Aro 2004,4.5,105,198.0,Rioja
Bodegas El Nido,2013,84140,El Nido 2013,4.7,480,145.0,Jumilla
Viña Pomal,1970,1126214,Reserva 1970,4.4,30,72.0,Rioja
Viña Valoria,1973,4074,Cosecha Viejas Añadas 1973,4.2,195,69.0,Rioja
Martinet,2007,1219509,Camí Pesseroles 2007,4.4,117,165.85,Priorato
Dominio de Pingus,2007,79814,Flor de Pingus 2007,4.4,625,159.0,Ribera del Duero
Matsu,2009,1504403,El Viejo 2009,4.2,93,64.9,Toro
Ànima Negra,2007,1648183,Son Negre 2007,4.6,53,282.65,Mallorca
Buil & Giné,2010,85512,Pleret 2010,4.2,104,124.2,Priorato
Buil & Giné,2009,85512,Pleret 2009,4.0,48,77.0,Priorato
Buil & Giné,2006,85512,Pleret 2006,4.2,103,95.0,Priorato
Buil & Giné,2007,85512,Pleret 2007,4.1,125,80.0,Priorato
Martinet,2013,1179387,Clos Martinet 2013,4.3,196,93.575,Priorato
4 Kilos Vinícola,2016,1213195,4 Kilos 2016,4.0,421,59.9,Mallorca
Martinet,2012,1179387,Clos Martinet 2012,4.3,183,117.3,Priorato
Marqués de Murrieta,1991,1143115,Reserva Especial Rioja 1991,4.0,74,324.0,Rioja
Luis Cañas,2005,1596882,Hiru 3 Rioja Racimos 2005,4.3,92,118.0,Rioja
Marques de Vargas,2000,78772,Reserva Privada Rioja 2000,4.1,29,73.0,Rioja
Muga,1970,1126125,Prado Enea Gran Reserva 1970,4.3,31,120.0,Rioja
Contino,2001,1126750,Viña del Olivo 2001,4.6,62,81.0,Rioja
Sierra Cantabria,2002,3293391,Finca el Bosque 2002,4.6,38,128.0,Rioja
Monte Real,1998,1576642,Reserva 1998,4.2,39,55.0,Rioja
Montecillo,1996,1100228,Rioja Gran Reserva 1996,4.0,31,63.0,Rioja
Alión,1995,77171,Ribera del Duero 1995,4.5,229,193.0,Ribera del Duero
Muga,1987,1126125,Prado Enea Gran Reserva 1987,4.2,73,210.0,Rioja
Pago de Carraovejas,2015,1370772,El Anejón 2015,4.7,589,91.80723125989971,Ribera del Duero
Costers del Siurana,2005,738156,Miserere 2005,4.4,300,87.21227474038521,Priorato
Viña Real,2002,1508734,Rioja Pagos de Viña Real 2002,4.1,40,68.0,Rioja
Imperial,2000,1137169,Rioja Reserva 2000,4.1,188,60.0,Rioja
Imperial,1978,1137169,Rioja Reserva 1978,4.0,31,140.0,Rioja
Remírez de Ganuza,2009,99586,Rioja Reserva Fincas de Ganuza 2009,4.1,410,51.18,Rioja
Cruz de Alba,2012,4156976,Finca Los Hoyales Ribera del Duero 2012,4.2,169,57.9,Ribera del Duero
Venus la Universal,2016,6401245,Venus de la Figuera 2016,4.3,100,58.2,Montsant
Bodega Contador (Benjamín Romeo),2003,98835,La Cueva del Contador Rioja 2003,3.9,126,97.0,Rioja
Bodegas Mas Alta,2014,2031641,La Basseta 2014,4.3,89,58.0,Priorato
Más Que Vinos,2014,1100835,La Plazuela 2014,4.3,209,89.9,Castilla
Bodegas Mas Alta,2016,83823,La Creu Alta 2016,4.6,107,180.0,Priorato
Allende,2010,1162573,Aurus 2010,4.3,48,160.455,Rioja
Remírez de Ganuza,2009,99584,Trasnocho 2009,4.4,286,89.9,Rioja
Viña Pedrosa,2009,1139117,Gran Reserva 2009,4.3,159,67.0,Ribera del Duero
Remírez de Ganuza,2008,99588,Gran Reserva 2008,4.3,201,195.0,Rioja
Bodegas El Nido,2017,84140,El Nido 2017,4.7,295,171.9,Jumilla
Bodegas Y Vinedos Alilian,2013,3998182,Camino del Abuelo Viñas Viejas 2013,4.3,37,243.8,Ribera del Duero
Vinícola Real,2005,1148996,200 Monges Rioja Gran Reserva 2005,4.4,52,55.8,Rioja
Sierra Cantabria,2012,1221009,Amancio 2012,4.5,251,90.0,Rioja
Aalto,2015,1129282,PS (Pagos Seleccionados) Ribera del Duero 2015,4.5,2912,212.5,Ribera del Duero
Hacienda Monasterio,2017,875,Cosecha 2017,4.4,1383,89.60165213053276,Ribera del Duero
Abadía Retuerta,2009,73591,Pago Garduña 2009,4.5,136,73.6,Castilla y León
Abadía Retuerta,2009,73590,Pago Negralada 2009,4.4,167,73.6,Sardón de Duero
Callejo,2015,14882,Félix Callejo (Viñedos de la Familia) 2015,4.2,391,71.0,Ribera del Duero
Marqués de Griñon,2004,1242484,Emeritvs (Emeritus) 2004,4.2,129,57.5,Dominio de Valdepusa
Terroir Al Límit Soc. Lda,2011,97710,Les Manyes 2011,4.4,62,415.13,Priorato
Marqués de Murrieta,2012,1324170,Dalmau Rioja 2012,4.3,922,67.95,Rioja
Hacienda Monasterio,2014,100284,Reserva 2014,4.4,937,117.5,Ribera del Duero
Dominio de Pingus,2008,79814,Flor de Pingus 2008,4.4,1060,125.0,Ribera del Duero
Marqués de Murrieta,1998,11001,Castillo Ygay Gran Reserva Especial Tinto 1998,4.3,435,160.0,Rioja
Mas Doix,2006,23506,Salanques 2006,4.1,334,55.0,Priorato
Telmo Rodriguez,2015,1739336,As Caborcas Single Vineyard 2015,3.8,92,89.9,Valdeorras
Finca Villacreces,2009,96049,Nebro Ribera del Duero 2009,4.3,108,135.95,Ribera del Duero
Cims de Porrera,2015,1964583,Garnatxa 2015,4.2,35,52.1,Priorato
Marqués de Murrieta,1998,10998,Reserva Rioja (Finca Ygay) 1998,4.2,83,220.0,Rioja
Marqués de Murrieta,1970,10998,Reserva Rioja (Finca Ygay) 1970,4.0,29,340.0,Rioja
Álvaro Palacios,1996,67084,Finca Dofí 1996,4.2,86,75.0,Priorato
Pujanza,2007,99589,Rioja Norte 2007,4.1,93,75.0,Rioja
Álvaro Palacios,2012,67084,Finca Dofí 2012,4.3,829,80.0,Priorato
Mas Doix,2007,23506,Salanques 2007,4.2,231,55.0,Priorato
Teso La Monja,2012,1182681,Victorino 2012,4.3,711,69.0,Toro
Ferrer Bobet,2009,1173927,Priorat Vinyes Velles 2009,4.2,193,95.0,Priorato
Bodegas Mas Alta,2016,2031641,La Basseta 2016,4.4,124,56.0,Priorato
Álvaro Palacios,2013,67074,Les Terrasses Laderas de Pizarra 2013,4.2,1245,79.9,Priorato
Ysios,2017,7277096,Grano a Grano 2017,4.5,47,66.95,Rioja
Bodegas Mauro,2011,96926,Red 2011,4.2,2827,58.26,Castilla y León
Descendientes de J. Palacios,2007,1489684,Moncerbal Bierzo (Corullón) 2007,4.4,43,124.9,Bierzo
Finca Valpiedra,2006,74426,Rioja Reserva 2006,3.9,204,51.14,Rioja
Viña Sastre,2004,736577,Pesus Ribera del Duero 2004,4.7,32,472.5,Ribera del Duero
Palacio de Arganza,1958,1162332,Tinto 1958,4.2,38,179.0,Castilla y León
Muga,1989,1126125,Prado Enea Gran Reserva 1989,4.4,74,140.0,Rioja
Ànima Negra,2011,1648183,Son Negre 2011,4.6,121,228.9,Mallorca
Vizcarra,2011,1450186,Celia 2011,4.5,48,60.06,Ribera del Duero
Martinet,2014,1228656,Els Escurçons 2014,4.4,146,78.49,Priorato
Protos,2010,1422758,Selección Finca el Grajo Viejo 2010,4.3,431,62.74,Ribera del Duero
Quinta Sardonia,2012,1135777,QS 2012,4.2,384,82.9,Castilla y León
Sierra Cantabria,2016,3293391,Finca el Bosque 2016,4.5,195,84.5,Rioja
Vega Sicilia,2015,77136,Unico Reserva Especial Edición 2015,4.8,644,345.0,Ribera del Duero
Mas Doix,2002,23506,Salanques 2002,4.3,55,117.5,Priorato
Hugas de Batlle,2012,2141695,Falguera 2012,4.4,29,65.5,Empordà
Muga,2004,7493,Selección Especial (Reserva) 2004,4.2,458,65.0,Rioja
Vins Miquel Gelabert,2013,1780247,Torrent Negre 2013,4.1,49,54.09,Plà i Llevant
Bodegas Mauro,2016,96926,Red 2016,4.3,4325,77.5,Castilla y León
Venus la Universal,2008,96853,Venus 2008,4.0,85,57.35,Montsant
Bodegas Mauro,1997,96926,Red 1997,4.1,27,60.0,Castilla y León
Comando G,2013,1487559,La Mujer Cañón 2013,3.9,68,187.7,Madrid
Clos d'Agon,2001,1202737,Tinto 2001,4.1,60,79.95,Cataluña
Comando G,2016,2510756,Reina de los Deseos 2016,4.0,86,119.9,Madrid
Viñedos de Páganos,2011,77884,El Puntido 2011,4.3,653,73.75,Rioja
Ignios Orígenes,2017,2701689,Vendimia Seleccionada Listán Negro 2017,4.0,62,84.95,Ycoden-Daute-Isora
La Rioja Alta,1964,7972,Rioja Gran Reserva 904 1964,4.3,80,260.0,Rioja
La Rioja Alta,1975,7972,Rioja Gran Reserva 904 1975,4.2,28,180.0,Rioja
Jiménez-Landi,2018,5378678,Las Iruelas El Tiemblo 2018,4.3,32,225.0,Castilla y León
Bodegas Celler Francisco Castillo - Clos Dominic,2007,99262,Vinyes Altes Porrera 2007,4.5,26,69.0,Priorato
Campillo,1982,77032,Gran Reserva Rioja 1982,4.3,25,390.0,Rioja
Conde de Los Andes,1964,1136049,Rioja Gran Reserva 1964,4.0,88,110.0,Rioja
Pago de Carraovejas,2015,1139435,Cuesta de Las Liebres 2015,4.8,448,157.5,Ribera del Duero
Contino,2019,1126750,Viña del Olivo 2019,4.4,34,66.67,Rioja
Pago de Carraovejas,2017,1139434,Tinto 2017,4.5,5043,114.50631646630134,Ribera del Duero
Contino,2011,1126751,Rioja Graciano 2011,4.2,397,61.94,Rioja
Ferrer Bobet,2015,2149967,Selecció Especial Vinyes Velles 2015,4.5,211,65.3,Priorato
Martinet,2011,1179387,Clos Martinet 2011,4.4,255,116.05,Priorato
Viñedos de Páganos,2014,77884,El Puntido 2014,4.3,1112,86.15,Rioja
Teso La Monja,2015,1182681,Victorino 2015,4.3,904,89.9,Toro
La Rioja Alta,1973,7972,Rioja Gran Reserva 904 1973,4.0,45,170.0,Rioja
Viña Pedrosa,2015,1139122,Reserva 2015,4.2,388,72.5,Ribera del Duero
Campillo,1978,77032,Gran Reserva Rioja 1978,4.1,26,60.0,Rioja
La Rioja Alta,1985,7973,Viña Ardanza Reserva 1985,4.4,77,75.0,Rioja
