Bodega,Año,Vino_ID,Vino,Rating,Nº_reseñas,Precio,Región
Clos d'Agon,2017,1526732,Amic Blanc 2017,3.6,94,10.4,Cataluña
Can Sumoi,2021,6141270,Perfum 2021,4.0,191,10.42,Penedès
Miquel Oliver,2021,1262953,Muscat 2021,3.8,29,10.47,Plà i Llevant
Castillo Perelada,2019,2318705,Empordà Collection Blanc 2019,3.9,144,10.49,Empordà
Cantalapiedra Viticultores,2021,2790958,Lirondo Blanco 2021,4.0,94,10.5,Castilla y León
Viñas Serranas,2019,5940044,Ciclón 2019,3.7,28,10.5,Sierra de Salamanca
Benito Santos,2020,3306102,Godello 2020,3.8,58,10.5,Monterrei
Bruno Murciano,2021,6445464,Las Blancas 2021,4.0,42,10.5,Utiel-Requena
Ca N'Estruc,2020,59614,Idoia Blanc 2020,3.9,63,10.5,Cataluña
Altos de Torona,2018,3136986,Altos de Torona Rosal 2018,3.8,345,10.5,Rías Baixas
D. Mateos,2020,5429841,Inconsciente Tempranillo Blanco 2020,3.7,111,10.5,Rioja
Anayón,2020,1923906,Chardonnay 2020,4.0,101,10.5,Cariñena
Mesquida Mora,2019,1735927,Sincronia Blanc 2019,3.9,74,10.5,Mallorca
Celler Credo,2020,1584877,Miranius 2020,3.8,115,10.5,Penedès
Cinco Leguas,2020,9823623,La Maldición Malvar 2020,3.7,57,10.5,Madrid
Lagar de Moha,2018,6438006,Sapientia Verdejo Ecológico 2018,3.9,183,10.5,Rueda
Ostras Pedrin,2019,4379789,Verdosilla 2019,3.4,55,10.5,Valencia
Altos de Torona,2021,3136986,Altos de Torona Rosal 2021,3.8,25,10.5,Rías Baixas
Oller del Mas,2020,2690445,Bernat Oller Blanc de Picapolls 2020,3.8,129,10.5,Pla de Bages
Valdesil,2020,1723165,Montenovo Godello 2020,3.8,185,10.5,Valdeorras
Viñas del Vero,2020,23476,Gewürztraminer Somontano 2020,4.1,894,10.6,Somontano
Mas Oller,2021,1545567,Mar 2021,3.8,105,10.6,Cataluña
Parés Baltà,2021,13485,Xarel-lo Calcari 2021,3.7,40,10.65,Penedès
Llopart,2020,2076435,Clos Dels Fòssils 2020,3.8,42,10.65,Penedès
Parés Baltà,2021,2430973,Cosmic 2021,3.9,31,10.65,Penedès
Benito Santos,2020,6507485,Albariño 2020,3.8,44,10.7,Rías Baixas
Paco Garcia,2019,6494177,Tempranillo Blanco 2019,3.9,64,10.7,Rioja
Paco Garcia,2018,6494177,Tempranillo Blanco 2018,3.9,98,10.7,Rioja
Attis,2019,1837340,Xión Albariño 2019,3.8,92,10.7,Rías Baixas
Familia Torres,2019,2620,Viña Sol Blanco 2019,3.4,40,10.71,Cataluña
Sant Josep,2020,2258769,Llàgrimes de Tardor Garnatxa Blanca 2020,3.9,60,10.75,Terra Alta
Telmo Rodriguez,2020,63124,Gaba do Xil Godello 2020,3.9,318,10.75,Valdeorras
Can Sumoi,2019,6141274,Xarel-Lo 2019,3.9,430,10.76,Penedès
Tomàs Cusiné,2021,1106646,Auzells 2021,3.8,72,10.77,Costers del Segre
Espelt,2020,96031,Quinze Roures 2020,3.8,78,10.79,Empordà
Jordi Oliver Conti,2021,4444858,De Cap a Peus 2021,3.8,26,10.8,Empordà
Paco & Lola,2021,1152488,Albariño 2021,3.9,194,10.8,Rías Baixas
D. Mateos,2016,5429841,Inconsciente Tempranillo Blanco 2016,3.5,122,10.8,Rioja
Mas Llunes,2021,1392118,Nivia 2021,3.7,45,10.83,Empordà
Enate,2021,1636219,Gewürztraminer 2021,3.8,174,10.83,Somontano
Dominio do Bibei,2018,7015220,Refu 2018,4.1,34,10.85,Ribeiro
Paco Garcia,2020,6494177,Tempranillo Blanco 2020,3.8,35,10.85,Rioja
Alta Alella,2018,8663307,Asarvos 2018,3.7,135,10.85,Alella
Can Sumoi,2020,6141270,Perfum 2020,3.7,303,10.85,Penedès
El Perro Verde,2021,1209669,Rueda 2021,4.0,486,10.85,Rueda
Agro de Bazán,2020,1165594,Granbazán Etiqueta Verde Albariño 2020,3.9,962,10.85,Rías Baixas
Abad,2020,6168471,Dom Bueno Godello Esencia 2020,3.7,42,10.87,Bierzo
Comunica,2019,5478149,La Pua 2019,3.6,96,10.89,Montsant
Avgvstvs,2016,3427899,Xarel-Lo Vermell 2016,3.6,97,10.9,Penedès
Chinchilla,2021,1254253,Cloe Chardonnay 2021,4.0,248,10.9,Sierras de Málaga
Forlong,2021,2327766,Blanco 2021,4.0,98,10.9,Cádiz
Mas Blanch I Jove,2019,6621444,Troballa Garnatxa Blanca 2019,3.8,44,10.9,Costers del Segre
Lagar de Cervera,2021,1569801,Albariño 2021,4.0,557,10.9,Rías Baixas
Celler Xavier Clua,2016,1205323,Mas d'en Pol White 2016,3.5,75,10.9,Terra Alta
Lagar de Cervera,2021,4960687,Pazo de Seoane Rosal 2021,4.0,92,10.9,Rías Baixas
Menade,2021,2523589,Nosso Verdejo 2021,3.6,64,10.9,Castilla y León
Señorío de Sobral,2021,1752447,Albariño 2021,4.1,113,10.9,Rías Baixas
Vinessens - Casa Balaguer,2019,2356110,Essens Mediterranean Chardonnay 2019,3.6,28,10.9,Alicante
Pago de Vallegarcía,2018,2813742,Miriade Viognier 2018,3.4,54,10.9,Castilla
Marqués de Riscal,2020,2224,Sauvignon Blanc 2020,3.7,381,10.9,Rueda
La Poda,2021,6469565,Albariño 2021,3.8,50,10.9,Rías Baixas
Abadal,2021,2053349,Picapoll 2021,3.9,99,10.93,Pla de Bages
Adega Pombal a Lanzada,2021,3744036,Mytilus Albariño 2021,3.9,31,10.95,Rías Baixas
Cantalapiedra Viticultores,2020,2790958,Lirondo Blanco 2020,3.9,242,10.95,Castilla y León
Espelt,2021,96031,Quinze Roures 2021,3.9,46,10.95,Empordà
Armero i Adrover,2020,4943376,Km.1 Prensal Blanc 2020,3.8,73,10.95,Mallorca
Vinos del Paseante,2021,7416386,La Duda Godello 2021,3.8,66,10.95,Monterrei
Pago Calzadilla,2019,5207172,Matelot 2019,3.8,52,10.95,Pago Calzadilla
Rodríguez de Vera,2020,10144238,Sopla Levante Moscatel Blanco 2020,3.8,49,10.95,Castilla
Codorníu,2021,1256086,Leiras Albariño Rias Baixas 2021,3.8,101,10.95,Rías Baixas
Finca Garabelos,2021,4346004,La Trucha Albariño 2021,4.1,188,10.99,Rías Baixas
Herència Altés,2021,1623322,Benufet 2021,3.7,25,11.0,Terra Alta
Palomo Cojo,2020,1392691,Verdejo 2020,3.8,306,11.0,Rueda
Finca Nadal de la Boadella,2019,3801212,Xarel-lo Vermell 2019,3.7,66,11.0,Penedès
Gramona,2021,1781951,Gessamí 2021,4.2,926,11.02,Penedès
Bodegas Frontonio,2020,4990872,Microcósmico Macabeo 2020,3.9,70,11.05,Valdejalón
Martín Faixó,2021,2218630,Perafita Picapoll 2021,3.8,59,11.08,Empordà
Clos Pons,2017,1226236,Sisquella 2017,3.9,93,11.15,Costers del Segre
Gancedo,2020,1254249,Capricho Val de Paxariñas Godello 2020,3.8,94,11.15,Bierzo
Familia Torres,2021,2629,Gran Viña Sol Chardonnay 2021,3.8,86,11.16,Penedès
Finca Río Negro,2020,1898282,Gewürztraminer 2020,3.8,148,11.16,Castilla
Tomàs Cusiné,2018,1106646,Auzells 2018,3.7,232,11.2,Costers del Segre
Vinessens - Casa Balaguer,2021,7419834,Tragolargo Moscatel - Malvasia 2021,3.9,161,11.2,Alicante
Edetària,2018,1156155,Via Edetana Blanca 2018,3.9,288,11.2,Terra Alta
Can Matons,2021,10162691,Pansa Blanca 2021,4.0,45,11.25,Alella
Ramón do Casar,2021,2467645,Blanco 2021,4.1,54,11.25,Ribeiro
Gotas de Mar,2020,5016732,Godello 2020,3.9,74,11.3,Ribeiro
Autòcton Celler,2019,4789786,Autòcton Blanc 2019,3.7,29,11.35,Penedès
Familia Torres,2021,1730323,Pazo das Bruxas 2021,3.8,173,11.38,Rías Baixas
Vinessens - Casa Balaguer,2020,9450454,Salicornio Malvasía 2020,4.0,62,11.4,Alicante
Pepe Mendoza Casa Agrícola,2021,6245509,Blanco 2021,3.9,146,11.45,Alicante
Bodega Juan Carlos Sancha,2020,6190722,Ad Libitum Maturana Blanca 2020,4.0,27,11.45,Rioja
Mas Blanch I Jove,2019,1491539,Saó Blanc 2019,3.9,31,11.47,Costers del Segre
Gotas de Mar,2021,3692236,Albariño 2021,4.1,101,11.49,Rías Baixas
Familia Torres,2019,2629,Gran Viña Sol Chardonnay 2019,3.5,238,11.49,Penedès
La Poda,2020,5697070,Sauvignon Blanc 2020,3.9,77,11.5,Rueda
La Poda,2021,8611992,Godello 2021,3.8,63,11.5,Valdeorras
Costers del Sió,2021,1577290,Siós Pla del Lladoner 2021,4.1,42,11.5,Costers del Segre
Baron de Ley,2019,6460438,Varietales Garnacha Blanca 2019,4.0,249,11.5,Rioja
Torelló,2020,9466791,50 Lliures Xarel·lo 2020,3.9,46,11.5,Penedès
Attis,2021,9549895,Sangarida Godello 2021,3.7,45,11.5,Bierzo
Quinta do Sil,2021,9741839,Godello 2021,3.9,38,11.5,Valdeorras
La Poda,2021,5697070,Sauvignon Blanc 2021,3.8,35,11.5,Rueda
Can Axartell,2021,4926488,Blanco 2021,3.9,120,11.5,Mallorca
La Poda,2020,6469565,Albariño 2020,3.7,49,11.5,Rías Baixas
Reverte,2016,5788953,Garnacha Blanca 2016,3.9,41,11.55,Navarra
Bodegas Ponce,2020,1283100,Reto Manchuela 2020,3.8,91,11.56,Manchuela
San Clodio,2021,1216667,Ribeiro 2021,4.0,26,11.6,Ribeiro
Attis,2021,2381944,Genio Y Figura Albariño 2021,3.9,85,11.6,Rías Baixas
Chivite,2021,5513868,Le Gardeta Single Vineyard Chardonnay 2021,3.8,45,11.61,Navarra
Paco & Lola,2020,1152488,Albariño 2020,3.9,1693,11.63,Rías Baixas
Gargalo,2020,1533430,Godello 2020,3.9,199,11.65,Monterrei
Masia Serra,2021,2355461,Mosst 2021,3.8,35,11.68,Empordà
Bodegas Frontonio,2019,4990872,Microcósmico Macabeo 2019,3.8,174,11.7,Valdejalón
Estones,2017,3441518,Vine Blanco 2017,3.7,27,11.7,Terra Alta
Arzuaga,2019,7942,Fan D.Oro 2019,4.1,79,11.72,Ribera del Duero
Grandes Pagos Gallegos,2021,3901837,Fraga do Corvo Godello 2021,4.0,70,11.75,Monterrei
Volver,2020,5859811,Tarima Hill Blanco Fermentado en Barrica 2020,3.7,27,11.75,Alicante
Espelt,2017,96031,Quinze Roures 2017,3.8,124,11.75,Empordà
Jose Antonio García,2019,5837822,Unculin Blanco 2019,3.5,31,11.75,Bierzo
Ramón do Casar,2020,2467645,Blanco 2020,4.2,334,11.76,Ribeiro
Alvear,2020,5891552,3 Miradas Vino de Pueblo 2020,3.6,49,11.79,Montilla-Moriles
Pepe Mendoza Casa Agrícola,2020,6245509,Blanco 2020,3.8,78,11.8,Alicante
Rodríguez de Vera,2018,3851595,Chardonnay 2018,3.9,66,11.8,Castilla
Acustic Celler,2019,1162729,Acústic Blanc 2019,3.9,116,11.85,Montsant
Bodegas Ponce,2021,1283100,Reto Manchuela 2021,4.0,45,11.89,Manchuela
Menade,2021,1518244,Sauvignon Blanc 2021,4.0,68,11.89,Castilla y León
Viña Ijalba,2020,4823751,Tempranillo Blanco 2020,3.9,131,11.9,Rioja
Acustic Celler,2021,1162729,Acústic Blanc 2021,3.7,34,11.9,Montsant
Paco & Lola,2021,8598090,Godello 2021,3.8,26,11.9,Valdeorras
Bodegas Virgen de Galir,2021,1248984,Pagos del Galir Godello 2021,3.8,246,11.9,Valdeorras
A Coroa,2021,1196074,Godello 2021,4.0,117,11.9,Valdeorras
Sant Pere Moixent,2017,6579260,Vinyes Velles Blanco 2017,3.8,127,11.9,Valencia
Bodegas Ronsel do Sil,2019,1684285,Vel'uveyra Godello 2019,4.1,67,11.9,Ribeira Sacra
Caserío de Dueñas,2019,2248020,Verdejo Superior 2019,4.0,139,11.9,Castilla y León
Can Sumoi,2021,6141274,Xarel-Lo 2021,3.9,194,11.9,Penedès
Viñedos y Bodegas Muñoz,2021,13907,Blas Muñoz Chardonnay 2021,4.2,134,11.9,Castilla
Bodegas Frontonio,2018,4860068,Telescópico Macabeo - Garnacha Blanca 2018,4.0,135,11.9,Valdejalón
Gonzalo Celayeta,2019,6381353,Huracán Daniela Blanco 2019,3.8,70,11.9,Navarra
Valmiñor,2021,1159083,Albariño 2021,4.0,176,11.9,Rías Baixas
Bodegas Exeo,2017,1704304,Cifras Garnacha Blanca 2017,4.1,65,11.9,Rioja
Godeval,2020,1222961,Godello 2020,4.0,451,11.92,Valdeorras
El Coto,2017,8631220,Coto de Imaz Blanco Reserva 2017,3.9,53,11.95,Rioja
Aizpurua.B,2020,2632720,Aialle 2020,3.8,37,11.95,Getariako Txakolina
Finca Viñoa,2021,2306989,Blanco 2021,4.1,80,11.95,Ribeiro
Clos Montblanc,2021,16125,Únic Chardonnay 2021,4.0,57,11.95,Cataluña
Bodegas Frontonio,2021,4990872,Microcósmico Macabeo 2021,4.1,35,11.95,Valdejalón
Consejo de la Alta,2017,7147672,Chardonnay 2017,3.7,32,11.95,Rioja
Agusti Torello Mata,2017,7665505,Espantallops Macabeu Ecológic 2017,3.9,38,11.95,Penedès
Quinta de Couselo,2018,1313684,Quinta de Couselo 2018,4.1,479,11.95,Rías Baixas
El Grillo y La Luna,2020,2395278,12 Lunas White 2020,4.0,33,11.95,Somontano
Vins del Tros,2018,1799335,Cent X Cent Garnatxa Blanca 2018,3.6,43,11.95,Terra Alta
Mas Foraster,2021,1680097,Josep Foraster Selecció Blanc 2021,3.9,50,11.95,Conca de Barberà
Caraballas,2021,2468513,Verdejo Organic 2021,4.2,74,11.95,Castilla y León
Barbadillo,2019,7993459,Ás Mirabrás 2019,3.6,30,11.99,Cádiz
Gelamà,2015,4328781,Finca Descorbes 2015,3.9,28,11.99,Empordà
Bodegas Martín Códax,2020,1316578,Mara Martin Godello 2020,3.8,949,12.0,Monterrei
Viñas del Vero,2019,23476,Gewürztraminer Somontano 2019,4.1,1227,12.0,Somontano
Muga,2020,1287516,Muga Blanco 2020,3.8,878,12.0,Rioja
Oxer Wines,2020,5092986,Marko 2020,3.9,121,12.0,Bizkaiko Txakolina
Pago de Cirsus,2020,1152165,Fermentado en Barrica Chardonnay (Oak Aged) 2020,4.1,94,12.03,Navarra
Autòcton Celler,2016,4789786,Autòcton Blanc 2016,3.7,59,12.15,Penedès
Baron de Ley,2019,1463944,Tres Viñas Blanco Reserva 2019,4.1,31,12.15,Rioja
Marqués de Riscal,2020,7470110,Caserío Upaingoa Getariako Txakolina 2020,3.7,36,12.18,Getariako Txakolina
Bodegas Félix Lorenzo Cachazo,2020,2969507,Caballero de Olmedo Blanco 2020,3.6,29,12.2,Rueda
Casa Rojo,2020,2065395,El Gordo del Circo Verdejo 2020,3.9,287,12.2,Rueda
Botani,2019,1240271,Moscatel Old Vines 2019,4.0,366,12.2,Sierras de Málaga
Gramona,2021,11984,Mas Escorpí Chardonnay Penedès 2021,3.9,82,12.2,Penedès
L'Olivera,2019,1243393,Missenyora 2019,4.2,89,12.25,Costers del Segre
Bodega Sommos,2020,9488479,Colección Sauvignon Blanc 2020,4.2,58,12.25,Somontano
Vinyes dels Aspres,2020,7203667,Xot Dels Aspres Blanc 2020,4.1,44,12.3,Empordà
Bodega Marañones,2018,9023887,El Quiebro 2018,4.0,45,12.3,Madrid
Bodegas Exopto,2020,4429361,Horizonte de Exopto Blanco 2020,4.1,31,12.32,Rioja
Alta Alella,2019,4901345,Tallarol 2019,3.7,165,12.35,Alella
Marqués de Riscal,2018,7470110,Caserío Upaingoa Getariako Txakolina 2018,3.6,67,12.38,Getariako Txakolina
Ameztoi,2019,2563202,Primus Circumdedisti Me 2019,4.0,89,12.4,Getariako Txakolina
Gallina de Piel,2020,6316810,Manar dos Seixaş 2020,4.2,37,12.4,Ribeiro
Terras Gauda,2021,1728926,Abadía de San Campio 2021,3.8,462,12.4,Rías Baixas
Paco & Lola,2019,8598090,Godello 2019,3.6,34,12.45,Valdeorras
Marqués de Riscal,2020,1641428,Finca Montico Organic 2020,4.0,95,12.45,Rueda
Casal de Armán,2021,1178655,Blanco 2021,4.0,39,12.45,Ribeiro
Pazos de Lusco,2021,1186952,Lusco Albariño 2021,4.0,258,12.45,Rías Baixas
Viña Ane,2021,2139604,Centenaria 2021,3.8,35,12.45,Rioja
Lafou,2020,1662644,Els Amelers Garnatxa Blanca 2020,4.1,216,12.47,Terra Alta
Raúl Pérez,2018,6835073,Ultreia Godello 2018,3.9,401,12.47,Bierzo
Bodegas Martín Códax,2021,1124875,Rías Baixas Albariño 2021,3.9,509,12.47,Rías Baixas
Coto de Gomariz (María Álvarez Serrano),2020,1301914,X Albarino 2020,4.0,101,12.49,Ribeiro
Adega Ponte da Boga,2019,1848478,Godello 2019,3.9,174,12.5,Ribeira Sacra
Torelló,2018,2237681,Gran Crisalys 2018,4.0,32,12.5,Penedès
Luis Cañas,2019,8642808,Vinas Viejas Blanco 2019,3.9,582,12.5,Rioja Alavesa
Adega Ponte da Boga,2020,1848478,Godello 2020,3.9,63,12.5,Ribeira Sacra
Bodega la Tapada - Guitian,2021,5111264,Godello 2021,3.9,30,12.5,Valdeorras
Clos Farena,2020,9928482,Blanco 2020,4.0,49,12.5,Priorato
Pazo Señorans,2021,50634,Albariño 2021,3.9,98,12.5,Rías Baixas
Pago de Tharsys,2020,7882973,Merseguera Natural 2020,4.0,38,12.5,Valencia
Ossian,2018,1169393,Quintaluna 2018,3.9,954,12.51,Castilla y León
Ossian,2019,1169393,Quintaluna 2019,3.9,472,12.51,Castilla y León
Mas Foraster,2019,1680097,Josep Foraster Selecció Blanc 2019,3.9,79,12.55,Conca de Barberà
Castellroig,2021,1369200,Finca Sabaté i Coca Sø Blanco 2021,3.9,39,12.57,Penedès
Abadia de Poblet,2017,7134702,Blanco 2017,3.9,33,12.6,Conca de Barberà
Alfredo Arribas,2016,3764030,Gotes Blanques 2016,3.6,151,12.64,Priorato
Celler Credo,2019,2451140,Aloers Xarel-lo 2019,3.9,61,12.65,Penedès
Telmo Rodriguez,2015,1245000,Molino Real Mountain Blanco 2015,3.7,231,12.65,Sierras de Málaga
Bodegas Exopto,2021,4429361,Horizonte de Exopto Blanco 2021,4.2,32,12.66,Rioja
Marqués de la Sierra,2018,2356464,Pedro Ximénez 2018,3.4,61,12.7,Montilla-Moriles
Bodega Campo Eliseo,2020,7126387,Campo Elíseo Cuvée Alegre Blanco 2020,4.1,61,12.7,Rueda
Prieto Pariente,2019,3974972,Viognier 2019,4.0,154,12.72,Castilla y León
Quinta de Couselo,2021,1313684,Quinta de Couselo 2021,4.0,176,12.75,Rías Baixas
Vall de Baldomar,2019,1276354,Cristiari Blanco 2019,3.8,38,12.78,Costers del Segre
Ameztoi,2021,2563202,Primus Circumdedisti Me 2021,4.1,58,12.8,Getariako Txakolina
Alfredo Maestro,2020,2288227,Lovamor Albillo 2020,3.8,371,12.8,Castilla y León
Raimat,2019,7087420,El Niu de la Cigonya 2019,3.9,70,12.8,Costers del Segre
Alta Alella,2018,2474969,Lanius 2018,4.1,41,12.8,Alella
Luis Cañas,2020,8642808,Vinas Viejas Blanco 2020,4.0,202,12.8,Rioja Alavesa
Mesquida Mora,2019,1261599,Acrollam Blanc 2019,4.0,63,12.82,Plà i Llevant
Bodegas Martín Códax,2020,5071938,Mara Moura Godello 2020,4.0,111,12.85,Monterrei
Vinyes dels Aspres,2021,7203667,Xot Dels Aspres Blanc 2021,4.0,47,12.85,Empordà
Mas Vicenç,2018,1870763,Dent de Lleó 2018,4.1,26,12.89,Tarragona
Emilio Moro,2020,6278551,El Zarzal Godello 2020,3.9,45,12.89,Bierzo
Miquel Oliver,2020,1262953,Muscat 2020,4.0,86,12.9,Plà i Llevant
Marqués de Riscal,2021,1641428,Finca Montico Organic 2021,4.1,133,12.9,Rueda
Bernabeleva,2018,1480998,Navaherreros Blanco 2018,3.7,97,12.9,Madrid
Las Moradas de San Martín,2020,4588142,Albillo Real 2020,3.8,37,12.9,Madrid
Quinta de Couselo,2021,2570750,Turonia Albariño 2021,4.0,39,12.9,Rías Baixas
Attis,2021,1249045,Attis Albariño 2021,4.2,351,12.9,Rías Baixas
Chozas Carrascal,2019,9637929,Anma Segunda Generación White 2019,3.7,42,12.9,Utiel-Requena
Losada,2021,4369228,Godello 2021,4.1,119,12.9,Bierzo
Noelia Bebelia,2021,3643468,Albariño 2021,4.2,79,12.9,Rías Baixas
Alta Alella,2021,4901345,Tallarol 2021,3.7,26,12.9,Alella
Baigorri,2017,97076,Rioja Fermentado en Barrica Blanco 2017,3.8,147,12.9,Rioja
Chivite,2021,7439347,Las Fincas Blanco 2 Garnachas 2021,3.7,49,12.9,Navarra
Alvear,2019,5891552,3 Miradas Vino de Pueblo 2019,3.6,111,12.9,Montilla-Moriles
Cal Pla,2017,1739977,Mas d'en Compte Priorat White 2017,4.1,58,12.9,Priorato
Vinessens - Casa Balaguer,2021,7145136,Salicornio Moscatel 2021,4.1,42,12.9,Alicante
Vins de Pedra,2019,2430654,L'Orni Blanc 2019,3.8,36,12.9,Conca de Barberà
Zárate,2021,2342567,Albariño 2021,4.0,304,12.9,Rías Baixas
AT Roca,2020,9618104,Anima Mundi Gres 2020,4.1,44,12.95,Penedès
Gargalo,2019,1684708,Treixadura - Albariño 2019,3.8,62,12.95,Monterrei
Cunqueiro,2020,4628602,III Tercermilenium Blanco 2020,4.2,428,12.95,Ribeiro
Chivite,2019,5513868,Le Gardeta Single Vineyard Chardonnay 2019,3.8,245,12.95,Navarra
Ca N'Estella,2018,4055425,Gran Clot Dels Oms Xarel-lo 2018,3.9,48,12.95,Penedès
Fillaboa,2018,86349,Albariño 2018,4.0,1017,12.95,Rías Baixas
Victoria Ordoñez,2019,4836116,La Ola del Melillero Blanco 2019,3.7,52,12.95,Rueda
Albet i Noya,2020,1510499,El Fanio Xarel-lo Penedès 2020,3.9,182,12.99,Penedès
Antonio Montero,2018,7869697,De Finca Treixadura 2018,4.1,29,13.0,Vino de España
Raúl Pérez,2020,6835073,Ultreia Godello 2020,3.9,144,13.0,Bierzo
A Telleira,2020,3504757,Godello 2020,3.8,32,13.0,Ribeiro
Edetària,2020,1156155,Via Edetana Blanca 2020,3.8,74,13.0,Terra Alta
MontRubí,2017,5839152,Finca Durona Blanco 2017,3.5,43,13.05,Penedès
Emilio Moro,2018,6278551,El Zarzal Godello 2018,3.9,719,13.05,Bierzo
Emilio Moro,2019,6278551,El Zarzal Godello 2019,4.0,657,13.05,Bierzo
Casa Rojo,2021,2065395,El Gordo del Circo Verdejo 2021,4.0,81,13.07,Rueda
Marqués de Riscal,2019,1641428,Finca Montico Organic 2019,3.8,210,13.1,Rueda
Acustic Celler,2018,1162729,Acústic Blanc 2018,3.9,139,13.1,Montsant
Agro de Bazán,2021,1706062,Granbazán Albariño Etiqueta Ámbar 2021,4.1,296,13.14,Rías Baixas
Casar de Vide,2020,8031275,Treixadura 2020,3.9,32,13.15,Ribeiro
Cosmic,2021,8280418,Connexió Còsmica 2021,3.9,28,13.15,Cataluña
Les Cousins Marc & Adrià,2017,1584726,L'Antagonique 2017,3.8,56,13.15,Priorato
Batlliu de Sort,2017,1624979,Biu Blanc 2017,3.8,65,13.19,Cataluña
Clot de Les Soleres,2018,5394589,Chardonnay 2018,3.7,83,13.2,Penedès
Valdesil,2020,79473,Godello Sobre Lias 2020,4.0,87,13.2,Valdeorras
Bodegas Fulcro,2021,2207734,Finca a Pedreira Albariño 2021,3.9,78,13.2,Rías Baixas
Batlliu de Sort,2018,1624979,Biu Blanc 2018,3.8,36,13.2,Cataluña
Finca La Capilla,2020,7978423,La Capilla Blanco 2020,4.1,54,13.25,Rueda
Terra.00,2018,8836977,Chenin Blanc 2018,4.0,39,13.25,Tarragona
Castillo de Maetierra,2018,3510893,Atlantis Godello 2018,3.5,61,13.31,Valdeorras
Herència Altés,2018,1623322,Benufet 2018,3.9,186,13.32,Terra Alta
Alemany i Corrió,2021,1175869,Principia Mathematica 2021,3.9,33,13.36,Penedès
Vinos Sanz,2021,1156209,Finca La Colina Sauvignon Blanc 2021,4.2,175,13.45,Rueda
Santiago Ruiz,2021,1138165,Albariño (O Rosal) 2021,4.1,291,13.45,Rías Baixas
Orto Vins,2018,1927171,Blanc d'Orto Blanc 2018,3.6,35,13.46,Montsant
Hermanos Lurton,2021,13694,Cuesta de Oro Verdejo 2021,3.8,31,13.46,Rueda
Arché Pagès,2018,1677283,Cartesius Garnatxa Blanca 2018,3.8,46,13.5,Empordà
MontRubí,2019,5839152,Finca Durona Blanco 2019,3.7,31,13.5,Penedès
Albet i Noya,2019,1510499,El Fanio Xarel-lo Penedès 2019,4.0,108,13.5,Penedès
Godeval,2021,1222961,Godello 2021,3.9,109,13.5,Valdeorras
Ca N'Estruc,2019,1932660,L'Equilibrista Blanc 2019,3.9,87,13.5,Cataluña
Mas Candi,2020,4947927,Cabòries 2020,3.9,74,13.5,Penedès
Baigorri,2016,97076,Rioja Fermentado en Barrica Blanco 2016,3.7,201,13.5,Rioja
Arché Pagès,2020,1677283,Cartesius Garnatxa Blanca 2020,3.9,29,13.5,Empordà
Celler Masroig,2021,2586579,Les Sorts Blanc 2021,3.8,31,13.5,Montsant
Enate,2017,10126177,Bocetos Gewürztraminer 2017,3.8,27,13.5,Somontano
Raventos d'Alella,2015,4857795,Santa Maria Pansa Blanca de Alella 2015,3.8,64,13.5,Alella
Morgadío,2021,2563103,Puerta Santa Albariño 2021,4.0,31,13.5,Rías Baixas
Cosmic,2020,8280418,Connexió Còsmica 2020,4.0,56,13.5,Cataluña
Venta d'Aubert,2018,5821382,Vino Blanco 2018,4.0,25,13.5,Bajo Aragón
Entre Vinyes,2020,9338467,Oníric Sotaterra 2020,4.0,122,13.5,Penedès
Mas d'en Gil,2020,4901778,Bellmunt Vi de Villa Blanc 2020,3.8,61,13.5,Priorato
Lagar Da Condesa,2020,1564535,Albariño Rías Baixas 2020,3.8,71,13.5,Rías Baixas
Passionate,2018,7167957,Via Revolucionaria Godello Puro 2018,3.8,68,13.55,Ribeiro
Gramona,2019,4766475,La Maca Macabeu 2019,3.8,85,13.6,Penedès
Ca N'Estella,2019,2588422,Gran Clot dels Oms Chardonnay 2019,3.9,34,13.6,Penedès
Terras Gauda,2021,3704,Terras Gauda O Rosal 2021,4.2,2277,13.65,Rías Baixas
Bodegas Amaren,2018,3758825,Barrel Fermented White 2018,4.0,267,13.69,Rioja
Ànima Negra,2021,1227001,Quíbia (Falanis) 2021,3.9,138,13.7,Mallorca
Oliver Viticultors,2020,10681483,Brots Xarel-lo 2020,4.2,27,13.75,Penedès
Oliver Viticultors,2019,6652129,La Temptació 2019,3.8,26,13.75,Penedès
José Pariente,2019,1491206,Verdejo Fermentado en Barrica 2019,4.1,330,13.75,Rueda
Do Ferreiro (Bodegas Gerardo Mendez),2021,1259463,Rias Baixas Albariño 2021,4.1,364,13.85,Rías Baixas
Nivarius,2017,4570222,Edición Limitada 2017,3.8,70,13.9,Rioja
Marqués de Riscal,2019,7470110,Caserío Upaingoa Getariako Txakolina 2019,3.6,96,13.9,Getariako Txakolina
Gorka Izagirre,2020,1564318,G22 Blanc 2020,4.0,89,13.9,Bizkaiko Txakolina
Blanco Nieva,2020,87132,Pie Franco Verdejo 2020,3.9,90,13.9,Rueda
Rolland & Galarreta 'R&G',2018,2416233,R&G Rueda Verdejo 2018,3.6,100,13.9,Rueda
Daterra Viticultores,2019,6029615,Camino de la Frontera Blanco 2019,3.8,32,13.91,Tierra del Vino de Zamora
Daterra Viticultores,2018,6029615,Camino de la Frontera Blanco 2018,4.1,51,13.91,Tierra del Vino de Zamora
