Bodega,Año,Vino_ID,Vino,Rating,Nº_reseñas,Precio,Región
Portal del Priorat,2019,99978,Clos del Portal Negre de Negres 2019,4.0,99,21.02,Priorato
Clos Pons,2012,1246205,Roc Nu 2012,4.2,59,21.05,Costers del Segre
Sota els Àngels,2015,4359974,Arketipo 2015,3.9,27,21.1,Empordà
Bodega Contador (Benjamín Romeo),2020,98836,Predicador Rioja 2020,3.9,71,21.15,Rioja
Micro Bio (MicroBio),2016,2039627,Sietejuntos Merlot 2016,3.8,111,21.2,Castilla y León
Carmelo Rodero,2019,76284,Crianza 2019,4.3,991,21.2,Ribera del Duero
Marqués de Riscal,2016,7388608,Reserva XR 2016,4.3,914,21.23,Rioja
Balbas,2018,2421812,Ribera del Duero Crianza 2018,4.0,44,21.25,Ribera del Duero
Edetària,2018,2177372,Selecció Tinto 2018,4.2,31,21.25,Terra Alta
Avelino Vegas,2016,7037684,Áureo 2016,4.1,270,21.25,Castilla y León
Abadal,2018,1385716,3.9 2018,4.3,191,21.25,Pla de Bages
Bodega Numanthia,2019,1167280,Termes 2019,4.0,29,21.25,Toro
Acustic Celler,2017,80369,Braó Vinyes Velles de 60 Ans 2017,4.2,109,21.25,Montsant
Goyo Garcia Viadero,2020,9988982,Clarete Finca Los Quemados 2020,3.9,38,21.25,Castilla y León
Tridente,2016,1535476,Prieto Picudo 2016,4.2,205,21.4,Castilla y León
Suertes del Marqués,2017,1452915,El Esquilon 2017,3.8,39,21.4,Valle de la Orotava
Marques de Vargas,2017,1138894,Reserva 2017,4.1,36,21.4,Rioja
Rim,2018,7572826,Vides Velles Carinyena Negra 2018,3.9,39,21.4,Empordà
Finca Villacreces,2016,96045,Ribera del Duero 2016,4.0,1105,21.42,Ribera del Duero
Protos,2015,1132696,Reserva 5 Año 2015,4.2,1977,21.42,Ribera del Duero
Finca Villacreces,2018,96045,Ribera del Duero 2018,4.0,207,21.42,Ribera del Duero
Finca Villacreces,2017,96045,Ribera del Duero 2017,4.1,447,21.42,Ribera del Duero
Marqués de Griñon,2015,1184099,Svmma Varietalis Red Blend (Summa) 2015,4.0,505,21.43,Dominio de Valdepusa
Artuke,2019,6353155,Paso Las Mañas Paraje El Chorro 2019,3.9,55,21.43,Vino de España
Scala Dei,2018,1138069,Prior 2018,4.0,233,21.44,Priorato
Marqués de Riscal,2017,7388608,Reserva XR 2017,4.2,58,21.45,Rioja
Espelt,2017,2810970,Coma Bruna 2017,4.3,99,21.45,Empordà
R. López de Heredia,2010,1662058,Viña Bosconia Reserva 2010,4.2,843,21.46,Rioja Alta
R. López de Heredia,2009,1662058,Viña Bosconia Reserva 2009,4.2,2032,21.46,Rioja Alta
La Rioja Alta,2015,7973,Viña Ardanza Reserva 2015,4.4,5474,21.46,Rioja
Jean Leon,2015,1572777,Vinya Le Havre Reserva Cabernet Sauvignon 2015,4.1,220,21.5,Penedès
Quinta Sardonia,2019,1137635,QS2 2019,4.2,31,21.5,Castilla y León
La Vizcaína,2018,1736361,El Rapolao (Lomas de Valtuille) 2018,3.9,418,21.5,Bierzo
Edetària,2015,2177372,Selecció Tinto 2015,4.2,314,21.5,Terra Alta
Goyo Garcia Viadero,2019,6862256,Finca Guijarrales Graciano 2019,3.9,26,21.5,Ribera del Duero
El Escocés Volante,2019,5388910,Dos Dedos de Frente 2019,3.9,35,21.5,Aragón
Pradorey,2016,2530496,Finca La Mina Reserva 2016,4.1,352,21.5,Ribera del Duero
Telmo Rodriguez,2017,62344,Lanzaga Rioja 2017,3.8,448,21.51,Rioja
Telmo Rodriguez,2018,62344,Lanzaga Rioja 2018,3.8,542,21.54,Rioja
Habla,2017,10155847,No. 23 2017,4.3,54,21.6,Extremadura
Gratavinum,2019,1136231,2πR Priorat 2019,4.2,222,21.65,Priorato
Finca Sandoval,2019,86265,Manchuela 2019,4.0,37,21.66,Manchuela
Marqués de Griñon,2016,3185,Syrah 2016,4.2,100,21.74,Dominio de Valdepusa
Dehesa de Luna,2016,5374488,Gran Luna 2016,4.1,122,21.75,Castilla
Martin Berdugo,2014,1722918,Mb 2014,3.7,35,21.75,Ribera del Duero
Enrique Mendoza,2018,2754353,Las Quebradas Monastrell 2018,4.0,273,21.75,Alicante
Bodegas Valduero,2018,9037527,Tierra Alta En 2 Maderas 2018,4.1,484,21.75,Ribera del Duero
Hispano Suizas,2020,1193017,Bassus Pinot Noir 2020,4.3,162,21.76,Utiel-Requena
Enate,2017,9059,Syrah (Shiraz) 2017,4.2,61,21.76,Somontano
Marqués de Murrieta,2018,10998,Reserva Rioja (Finca Ygay) 2018,4.0,89,21.8,Rioja
Chivite,2015,78777,Navarra Reserva Coleccion 125 2015,4.2,302,21.82,Navarra
Bodegas El Sequé,2019,6739432,El Sequé 2019,4.2,375,21.85,Alicante
Bodegas Frontaura,2010,1172001,Reserva 2010,4.0,42,21.89,Toro
Jané Ventura,2015,1956116,Sumoll 2015,3.7,35,21.9,Penedès
Bodega Akutain,2015,2804069,Reserva 2015,4.4,37,21.9,Rioja
Josep Grau Viticultor,2019,6377466,Territori 2019,4.2,49,21.9,Montsant
Sonsierra,2014,1193075,Pagos de La Sonsierra Reserva 2014,4.1,106,21.9,Rioja
Viña Salceda,2017,2076441,Rioja Reserva Conde De La Salceda 2017,4.3,54,21.9,Rioja
Tridente,2018,1535476,Prieto Picudo 2018,4.3,69,21.9,Castilla y León
Sota els Àngels,2010,1619150,Desea 2010,4.1,126,21.9,Empordà
Luis Cañas,2016,1994535,Reserva Selección de la Familia 2016,4.3,1792,21.9,Rioja
Lerma,2016,1794838,Gran Lerma Finca el Borro Tempranillo 2016,3.8,87,21.9,Arlanza
Aibar,2016,1480974,Xyz Tridimensional 2016,3.5,28,21.9,Montsant
Pago Los Balancines,2017,4829864,Haragán Reserva Especial 2017,4.1,127,21.9,Ribera del Guadiana
Astrales,2017,79962,Ribera del Duero 2017,4.2,470,21.9,Ribera del Duero
Jean Leon,2017,11309,Merlot Penedès Vinya Palau 2017,3.9,34,21.9,Penedès
Vins del Tros,2014,2030066,Tremenda 2014,4.1,47,21.9,Terra Alta
Loxarel,2019,1723278,790 Pe-Cat's Reserva 2019,3.9,46,21.9,Penedès
Valdubon,2016,1620473,Ribera del Duero Reserva Tinto 2016,4.2,356,21.9,Ribera del Duero
Atalaya,2020,3772025,Alaya Tierra (Old Vines Vieilles Vignes) 2020,4.4,237,21.9,Almansa
Viña Sastre,2018,736563,Ribera del Duero Crianza 2018,4.2,620,21.94,Ribera del Duero
Bodegas Bhilar,2018,1194290,Phincas 2018,3.8,33,21.95,Rioja
Juvé & Camps,2017,7682749,Pagos de Anguix Diez Meses en Barrica 2017,4.1,563,21.95,Ribera del Duero
Rodríguez de Vera,2017,6918086,Pituco Paraje Las Zorreras Monastrell 2017,4.1,27,21.95,Jumilla
Casa Rojo,2019,10509114,Tintafina 2019,4.1,267,21.95,Ribera del Duero
Pradorey,2017,2530496,Finca La Mina Reserva 2017,4.2,53,21.95,Ribera del Duero
Can Serra dels Exibis,2016,2026466,La Rasa 2016,4.1,43,21.95,Pla de Bages
Can Serra dels Exibis,2016,2026466,La Rasa 2016,4.1,43,21.95,Pla de Bages
Jose Antonio García,2017,1673048,Aires de Vendimia 2017,4.0,40,21.95,Bierzo
Bodegas Valduero,2017,9037527,Tierra Alta En 2 Maderas 2017,4.2,674,21.95,Ribera del Duero
Castillo de Cuzcurrita,2018,1195686,Señorío de Cuzcurrita Rioja 2018,4.2,165,21.95,Rioja
Josep Grau Viticultor,2020,6377049,Pedrabona 2020,4.2,56,21.99,Priorato
Comando G,2019,2710052,La Bruja de Rozas 2019,3.8,823,21.99,Madrid
Sei Solo,2019,3118465,Preludio 2019,4.2,85,21.99,Ribera del Duero
Xavi Pallejà,2019,6207800,Buxus de les Aubagues 2019,4.1,31,21.99,Priorato
Bodegas Mas Alta,2019,1607666,Artigas 2019,4.3,332,22.0,Priorato
Les Cousins Marc & Adrià,2015,1215716,Sagesse 2015,4.0,56,22.01,Priorato
Dominio de Atauta,2016,1212282,Parada de Atauta 2016,3.9,941,22.05,Ribera del Duero
Juan Gil,2019,1713612,Jumilla Blue Label 2019,4.4,1801,22.05,Jumilla
Celler Piñol,2015,1799983,L'Avi Arrufi 2015,4.0,80,22.15,Terra Alta
Yllera,2016,6481014,Jesús Yllera Crianza 2016,3.9,264,22.2,Ribera del Duero
Bodegas Ochoa,2012,2051231,Gran Reserva Navarra 2012,4.2,63,22.25,Navarra
Mas Blanch I Jove,2013,1222267,Saó Abrivat 2013,3.9,41,22.25,Costers del Segre
Costerduo,2017,6721516,Tinto 2017,4.3,101,22.25,Priorato
Gómez Cruzado,2017,1548044,Honorable 2017,4.2,56,22.27,Rioja
Torre de Oña,2015,5689436,Finca Martelo 2015,4.3,807,22.3,Rioja
Escoda-Sanahuja,2020,1167738,La Llopetera 2020,4.0,40,22.38,Conca de Barberà
Alonso del Yerro,2018,75016,Ribera del Duero 2018,4.2,83,22.39,Ribera del Duero
Bodegas Cosme Palacio,2015,2162184,Cosme Palacio Reserva Viñedos Viejos 2015,4.1,65,22.4,Rioja
Arroyo,2012,2172207,Gran Reserva Tinto 2012,4.1,185,22.4,Ribera del Duero
Enate,2015,2160720,Cabernet 2015,4.2,48,22.4,Somontano
4 Kilos Vinícola,2017,1739810,Gallinas & Focas 2017,3.9,247,22.4,Mallorca
Alonso del Yerro,2017,75016,Ribera del Duero 2017,4.1,268,22.4,Ribera del Duero
Dominio del Águila,2020,2634870,Pícaro Viñas Viejas 2020,4.1,707,22.45,Ribera del Duero
Finca Sandoval,2014,86265,Manchuela 2014,3.8,30,22.45,Manchuela
Viñedos Hermanos Hernáiz,2017,6247632,Las Cenizas Tempranillo 2017,4.1,329,22.45,Rioja Alta
Alejandro Fernández,2018,8248483,Tinto Pesquera Original 2018,4.2,173,22.45,Ribera del Duero
Hacienda Solano,2019,6120375,Viñas Viejas 2019,4.0,73,22.49,Ribera del Duero
Finca Torremilanos,2014,1399248,Torremilanos Reserva Ribera del Duero 2014,4.1,412,22.5,Ribera del Duero
MontRubí,2015,2177497,Vino de la luna 2015,3.5,35,22.5,Cataluña
Perinet,2017,1221547,Merit 2017,4.2,159,22.5,Priorato
Rodríguez de Vera,2016,6918086,Pituco Paraje Las Zorreras Monastrell 2016,3.9,77,22.51,Jumilla
Finca Sandoval,2020,86265,Manchuela 2020,4.0,44,22.51,Manchuela
Pardas,2015,1609477,Collita Roja 2015,4.0,67,22.51,Penedès
Hispano Suizas,2020,1937521,Bobos Finca Casa la Borracha 2020,4.3,62,22.51,Utiel-Requena
Finca Los Aljibes,2016,7224380,Enclave Monastrell 2016,3.9,42,22.51,Castilla
Cepa 21,2021,1147670,Hito 2021,4.0,30,22.51,Ribera del Duero
Viña Zorzal & Matías Michelini,2019,8122617,Garnache 2019,4.1,56,22.55,Navarra
Bodegas Vallobera,2012,1321895,Reserva 2012,3.7,33,22.59,Rioja
Bodegas Ponce,2019,6656260,La Estrecha Bobal 2019,3.9,54,22.6,Manchuela
Acustic Celler,2018,1885308,Plaer Vinyes Velles 2018,4.1,91,22.65,Priorato
Costers del Siurana,2019,1159114,Usatges Rouge 2019,3.7,26,22.68,Priorato
Ramón Bilbao,2014,2063984,Gran Reserva Rioja (Tempranillo) 2014,4.0,250,22.7,Rioja
Dehesa del Carrizal,2017,2006729,Petit Verdot 2017,4.2,65,22.75,Dehesa del Carrizal
R. López de Heredia,2011,1662058,Viña Bosconia Reserva 2011,4.2,82,22.75,Rioja Alta
Valtravieso,2018,6244095,Rupture Cabernet - Merlot 2018,3.7,463,22.75,Ribera del Duero
Mas Asturias,2012,2927323,Massuria 2012,3.9,108,22.8,Bierzo
Mas la Mola,2019,1235710,Vi d'Altura Negre Priorat 2019,4.2,84,22.8,Priorato
Pagos de Matanegra,2016,8031508,Paraje Tabaneras 2016,4.1,26,22.9,Ribera del Duero
Marques del Atrio,2017,6378957,Finca El Rubio 2017,3.8,48,22.9,Rioja
Mas Asturias,2016,2927323,Massuria 2016,4.0,65,22.9,Bierzo
Ramón Bilbao,2012,2063984,Gran Reserva Rioja (Tempranillo) 2012,4.2,979,22.9,Rioja
Convento de las Claras,2016,1723539,Heritage 2016,4.1,93,22.9,Ribera del Duero
Castell del Remei,2017,2400743,Costers Del Segre 1780 2017,4.3,41,22.9,Costers del Segre
Acustic Celler,2017,1885308,Plaer Vinyes Velles 2017,4.2,177,22.9,Priorato
Viñedos Verticales,2018,7078554,El Camaleón Romé de la Axarquía 2018,3.7,49,22.9,Sierras de Málaga
Barbarot,2015,1840483,Bárbara Palacios 2015,3.9,161,22.9,Rioja
Bodegas Vilano,2019,3721052,Terra Incognita 2019,4.4,172,22.9,Ribera del Duero
Terra d'Uro,2016,1136186,Uro 2016,4.1,102,22.9,Toro
Protos,2019,1224334,27 Ribera del Duero 2019,4.1,1245,22.9,Ribera del Duero
Voelos,2016,7795237,Crianza 2016,3.6,28,22.91,Rioja
Tinto Pesquera,2019,6858808,MXI Selección de Barricas 2019,4.0,109,22.91,Ribera del Duero
Bodegas Diaz Bayo,2015,7499354,Díaz Bayo 20 Meses Reserva 2015,4.1,84,22.95,Ribera del Duero
Scala Dei,2019,1138069,Prior 2019,4.1,48,22.95,Priorato
Mas de les Pereres,2014,1171898,Nunci Negre 2014,4.2,77,22.95,Priorato
La Perla del Priorat,2016,1527650,Clos Les Fites Criança 2016,3.8,159,22.95,Priorato
Orben,2017,77816,Orben 2017,4.1,566,22.95,Rioja
Enate,2017,1383843,Merlot 2017,4.1,27,22.95,Somontano
Marqués de Riscal,2017,1308704,Finca Torrea Rioja 2017,4.2,377,22.95,Rioja
Beronia,2011,1233459,Rioja Gran Reserva 2011,4.2,2550,23.0,Rioja
Mas Asturias,2013,2927323,Massuria 2013,4.1,138,23.0,Bierzo
Dominio de Atauta,2014,5257243,La Celestina Crianza 2014,3.8,1357,23.0,Ribera del Duero
Mas Asturias,2010,2927323,Massuria 2010,3.9,142,23.0,Bierzo
Remírez de Ganuza,2015,99586,Rioja Reserva Fincas de Ganuza 2015,4.2,327,23.03,Rioja
Pago de Los Capellanes,2020,16226,Crianza Tinto 2020,4.2,195,23.09,Ribera del Duero
Hispano Suizas,2019,1937521,Bobos Finca Casa la Borracha 2019,4.2,353,23.09,Utiel-Requena
Valderiz,2018,1515739,Valdehermoso Crianza 2018,3.9,101,23.11,Ribera del Duero
Baigorri,2017,1565592,Crianza  Tempranillo 2017,3.9,1002,23.25,Rioja
Volver,2018,1603076,Tarima Hill Old Vines Monastrell 2018,3.9,95,23.29,Alicante
Emilio Moro,2019,6024196,La Felisa 2019,4.2,420,23.31,Ribera del Duero
Emilio Moro,2020,6024196,La Felisa 2020,4.1,216,23.31,Ribera del Duero
Zárate,2016,1595820,Caiño Tinto 2016,3.4,57,23.36,Rías Baixas
Mas d'en Gil,2016,1207249,Coma Vella Priorat 2016,4.0,163,23.4,Priorato
Albet i Noya,2018,79837,Finca La Milana Penedès 2018,4.4,27,23.4,Penedès
Herència Altés,2017,4172786,La Serra Negre 2017,4.2,34,23.4,Terra Alta
Torre de Oña,2015,5815469,Martelo Reserva 2015,4.3,167,23.43,Rioja
Herència Altés,2017,6170276,La Xalamera 2017,4.1,32,23.45,Terra Alta
Ferratus,2014,1564269,Ferratus Sensaciones 2014,3.7,53,23.45,Ribera del Duero
Vizcarra,2017,2914174,Ribera del Duero Monovarietal Garnacha 2017,4.2,40,23.5,Ribera del Duero
Acustic Celler,2016,1885308,Plaer Vinyes Velles 2016,4.1,266,23.5,Priorato
Marques de Tomares,2012,5500991,Montana Graciano 2012,4.1,100,23.5,Rioja
Protos,2018,1224334,27 Ribera del Duero 2018,4.2,3000,23.5,Ribera del Duero
Condado de Oriza,2015,1131302,409 Ribera del Duero 2015,3.7,130,23.5,Ribera del Duero
Goyo Garcia Viadero,2019,6421058,Finca Los Quemados 2019,4.1,50,23.5,Ribera del Duero
Bodegas Ponce,2020,6656260,La Estrecha Bobal 2020,3.9,28,23.5,Manchuela
Pepe Mendoza Casa Agrícola,2019,7280566,El Veneno 2019,4.2,212,23.5,Alicante
Forjas del Salnés,2018,1376653,Goliardo Espadeiro 2018,4.0,30,23.5,Rías Baixas
Dominio de Tares,2015,85501,Bembibre Mencía 2015,4.0,416,23.5,Bierzo
Tomàs Cusiné,2018,1896217,Finca Comabarra 2018,4.2,50,23.5,Costers del Segre
De Muller,2016,1381526,Lo Cabaló Reserva 2016,4.3,25,23.5,Priorato
Valtravieso,2018,9577495,Finca la Atalaya Reserva 2018,4.3,25,23.5,Ribera del Duero
Martin Berdugo,2012,1722918,Mb 2012,3.8,41,23.5,Ribera del Duero
Tábula,2016,1146111,Ribera del Duero Red 2016,4.1,252,23.5,Ribera del Duero
Finca Albret,2014,1449563,La Viña de Mi Madre Reserva 2014,4.0,52,23.5,Navarra
Viña Mayor,2016,49584,Ribera del Duero Reserva 2016,4.0,48,23.5,Ribera del Duero
Bodegas Ponce,2019,4442349,Pino 2019,3.8,25,23.5,Manchuela
Vizcarra,2018,2914174,Ribera del Duero Monovarietal Garnacha 2018,3.9,38,23.5,Ribera del Duero
Pepe Mendoza Casa Agrícola,2019,8413099,Giró de Abargues 2019,4.2,285,23.5,Alicante
Forjas del Salnés,2017,1368240,Goliardo Tintos de Mar Caiño 2017,3.7,88,23.5,Rías Baixas
Bodegueros Quinta Esencia,2015,2056856,Sofros El Monaguillo 2015,4.2,29,23.62,Toro
Gramona,2018,2455926,Bru Infanterrible Pinot Noir 2018,3.9,50,23.7,Penedès
Costador,2018,5051769,Metamorphika Sumoll Amphorae 2018,4.2,36,23.7,Cataluña
Marqués de Griñon,2018,3186,Petit Verdot 2018,4.1,108,23.75,Dominio de Valdepusa
Bodegas Monje,2017,2421324,Listán Negro 2017,3.5,42,23.75,Tacoronte-Acentejo
Luis Cañas,2017,1994535,Reserva Selección de la Familia 2017,4.2,51,23.75,Rioja
Trossos del Priorat,2016,1513447,Lo Món 2016,4.1,177,23.8,Priorato
Licinia,2016,1408612,Red 2016,4.2,114,23.8,Madrid
Mustiguillo,2019,99555,Finca Terrerazo 2019,4.2,306,23.8,El Terrerazo
Veronica Ortega,2020,7407951,Kinki 2020,3.8,86,23.8,Bierzo
Castro Candaz,2018,3468711,A Boca do Demo 2018,4.2,55,23.81,Ribeira Sacra
Celler Piñol,2017,1183825,Mather Teresina Selecció Vinyes Velles 2017,4.1,116,23.84,Terra Alta
Dominio del Bendito,2017,1205497,Las Sabias 2017,4.3,309,23.85,Toro
Hacienda Solano,2018,6120375,Viñas Viejas 2018,4.1,293,23.85,Ribera del Duero
Alto Moncayo,2018,98783,Veraton Garnacha 2018,4.2,1936,23.85,Campo de Borja
Celler Ronadelles - Cap de Ruc,2015,1205087,Tinto 2015,3.4,81,23.85,Montsant
Finca La Estacada,2016,1505563,Secua Cabernet - Syrah 2016,3.9,34,23.85,Castilla
Cinema,2012,3909825,Paraiso 2012,4.0,38,23.9,Ribera del Duero
Beronia,2013,1138775,Rioja Reserva Selección de 198 Barricas 2013,4.1,38,23.9,Rioja
Clos d'Agon,2018,1896552,Catalunya Valmaña 2018,4.1,73,23.9,Cataluña
Gran Albina,2017,5217637,Reserva 2017,3.9,217,23.9,Rioja
Bodega Emina,2015,3078498,Reserva 2015,4.0,89,23.9,Ribera del Duero
Valdubon,2017,1620473,Ribera del Duero Reserva Tinto 2017,4.1,115,23.9,Ribera del Duero
Montebaco,2016,1893458,Selección Especial 2016,4.0,61,23.9,Ribera del Duero
Volver,2017,7169895,Cuvée Old Vines Unfiltered 2017,4.4,393,23.92,Jumilla
Bodega Emina,2014,3078498,Reserva 2014,4.1,55,23.95,Ribera del Duero
El Grifo,2018,1558739,Ariana 2018,3.9,141,23.95,Lanzarote
Legaris,2017,80085,Ribera del Duero Reserva 2017,4.0,100,23.95,Ribera del Duero
El Grifo,2019,1558739,Ariana 2019,3.8,77,23.95,Lanzarote
Vins del Tros,2017,2017099,Lo Morenillo 2017,4.2,25,23.95,Terra Alta
Bodegas Valduero,2015,4362433,Finca Azaya Premium 2015,4.3,138,23.95,Castilla y León
Campillo,2012,77032,Gran Reserva Rioja 2012,4.2,493,23.98,Rioja
Vinyes de La Dot,2017,6981124,Temperi 2017,4.0,29,23.99,Empordà
Gómez Cruzado,2016,1548044,Honorable 2016,4.1,277,23.99,Rioja
Conreria d'Scala Dei,2014,1182451,Iugiter 2014,3.9,74,23.99,Priorato
Mas Oller,2019,7233212,Syrah de la Muntanya 2019,4.1,34,23.99,Empordà
Bodega Sommos,2017,7682440,Colección Syrah 2017,4.3,137,24.0,Somontano
Bodegas Vega de Yuso,2016,1591579,Tres Matas Reserva 2016,4.3,26,24.0,Ribera del Duero
Bodegas Faustino,2008,2061837,I Gran Reserva 2008,4.0,10840,24.0,Rioja
Territorio Luthier,2018,1314723,Lara O 2018,4.2,127,24.0,Ribera del Duero
Suertes del Marqués,2014,1513081,Candio Listan Negro Cordón Trenzado 2014,3.8,106,24.01,Valle de la Orotava
Josep Grau Viticultor,2019,4967552,La Florens 2019,4.2,66,24.05,Montsant
Dominio de Atauta,2018,13651,Dominio de Atauta 2018,4.2,278,24.05,Ribera del Duero
