Bodega,Año,Vino_ID,Vino,Rating,Nº_reseñas,Precio,Región
Celler de Capçanes,2020,1177475,Mas Donis Negre 2020,3.5,166,6.25,Montsant
De Moya,2020,2766217,Justina 2020,3.8,30,6.25,Valencia
Celler Masroig,2021,1737208,Les Sorts Jove 2021,3.4,58,6.25,Montsant
Mas Foraster,2020,4001657,Josep Foraster els Nanos Collita 2020,2.8,137,6.25,Conca de Barberà
Marqués de Cáceres,2020,1623960,Rioja Ecológico Bio 2020,3.6,107,6.26,Rioja
Volver,2020,1613631,Tarima Organic 2020,3.7,43,6.26,Alicante
Castaño,2020,85758,Hécula Monastrell 2020,3.3,93,6.26,Yecla
Bodegas Cosme Palacio,2017,2260236,Glorioso  Rioja Crianza 2017,3.7,224,6.27,Rioja
Gran Cerdo,2020,1367703,Tempranillo 2020,3.7,80,6.27,Rioja
Castaño,2017,5610531,Monastrell 2017,3.3,317,6.28,Yecla
Bodegas Franco-Españolas,2018,1100348,Rioja Bordón Crianza 2018,3.7,530,6.28,Rioja
Bodegas Faustino,2019,7533604,Art Collection Crianza 2019,3.8,83,6.29,Rioja
Xenysel,2017,1970636,Xenys Tinto 2017,2.8,148,6.3,Jumilla
Beronia,2019,20796,Rioja Crianza 2019,3.7,168,6.3,Rioja
Alcorta,2020,6447370,Roble 2020,3.6,35,6.3,Ribera del Duero
Alsina & Sarda,2020,3392138,Finca Cal Janes Merlot 2020,3.4,31,6.3,Penedès
Alcorta,2017,7032905,Audaz Crianza 2017,3.4,427,6.3,Rioja
Beronia,2018,20796,Rioja Crianza 2018,3.7,2016,6.35,Rioja
Cuatro Pasos,2021,1258529,Pizarras de Otero Mencia 2021,3.5,43,6.35,Bierzo
Viña Bujanda,2017,1219458,Rioja Crianza 2017,3.6,412,6.35,Rioja
Bodegas Lagunilla,2017,1129460,Crianza 2017,3.4,423,6.35,Rioja
Berceo,2017,1141591,Crianza 2017,3.8,113,6.35,Rioja
Ontañón,2018,1271833,Rioja Crianza 2018,3.7,65,6.35,Rioja
Viniric,2021,7086854,Vella Lola Negre 2021,3.6,61,6.38,Empordà
Albet i Noya,2019,79861,Petit Albet Penedès Rouge 2019,3.3,170,6.39,Penedès
Sierra Cantabria,2019,1149692,Selección 2019,3.8,141,6.39,Rioja
Oliveda,2021,1505960,Clos Primat Negre 2021,3.4,64,6.4,Empordà
Celler del Roure,2020,2477371,Vermell 2020,3.5,111,6.4,Valencia
Navajas,2017,78766,Rioja Crianza Tinto 2017,3.8,550,6.41,Rioja
Bodegas Ochoa,2017,6202302,8A Crianza 2017,3.7,133,6.41,Navarra
Viña Bujanda,2019,1219458,Rioja Crianza 2019,3.6,56,6.45,Rioja
Altos de Tamarón,2020,1131274,Roble Ribera del Duero 2020,3.5,435,6.45,Ribera del Duero
Marques de Mundaiz,2018,1232503,Rioja Crianza 2018,3.6,62,6.45,Rioja
Portia,2020,4406501,Roble 2020,3.8,263,6.45,Ribera del Duero
Fuentespina,2019,5954096,3 Meses 2019,3.5,29,6.45,Ribera del Duero
Celler Piñol,2019,77807,Raig de Raïm Negre 2019,3.4,65,6.46,Terra Alta
Sierra Cantabria,2021,1986382,Murmurón 2021,3.5,25,6.46,Rioja
Marqués de la Concordia,2015,1153105,Crianza Rioja 2015,3.7,782,6.47,Rioja
Hacienda López de Haro,2019,1224522,Crianza 2019,3.8,633,6.48,Rioja
Con un Par,2020,5475345,Monastrell - Petit Verdot 2020,3.5,84,6.49,Valencia
Dominio de Calles,2014,1565839,Crianza 2014,3.6,65,6.5,Valencia
EGO,2021,1642418,Goru Organic 2021,3.5,37,6.5,Jumilla
Bruno Murciano,2020,9213328,Parajes del Cabriel 2020,3.7,26,6.5,Utiel-Requena
El Escocés Volante,2019,1744295,La Multa Old Vine Garnacha 2019,3.6,42,6.5,Calatayud
Marqués del Puerto,2018,74902,Crianza 2018,3.5,51,6.5,Rioja
EGO,2019,1726782,Talento Ecológico 2019,3.7,227,6.5,Jumilla
Castaño,2018,2686164,GSM (Garnacha - Syrah - Monastrell) 2018,3.4,120,6.5,Yecla
Bodegas Cosme Palacio,2018,2260236,Glorioso  Rioja Crianza 2018,3.7,104,6.5,Rioja
De Moya,2018,2766217,Justina 2018,3.9,396,6.5,Valencia
Laus,2017,1130857,Crianza 2017,3.5,132,6.5,Somontano
Azul y Garanza,2020,1176487,Abril 2020,3.5,26,6.5,Navarra
Marques de Vitoria,2019,1488465,Rioja Crianza 2019,3.7,149,6.5,Rioja
El Miracle,2019,1420439,El Miracle By Mariscal Old Vine Garnacha Tintorera 2019,3.6,77,6.5,Valencia
Arché Pagès,2016,1314194,Sàtirs Negre 2016,3.4,66,6.5,Empordà
Laus,2016,1130857,Crianza 2016,3.6,177,6.5,Somontano
La Maldita,2021,2723412,Garnacha 2021,3.8,32,6.5,Rioja
Muriel,2019,1135538,Fincas de la Villa Rioja Crianza 2019,3.8,79,6.5,Rioja
Bodegas Fontana,2019,10030211,Oveja Tinta Graciano - Malbec 2019,3.6,106,6.5,La Mancha
Viñedos y Bodegas Muñoz,2019,7501874,Finca Muñoz Colección de la Familia 2019,4.0,122,6.5,Castilla
Coma d'En Bonet,2019,1902638,Dardell Tinto 2019,3.4,107,6.5,Terra Alta
Puerta Vieja,2019,1615566,Crianza Selección 2019,3.6,29,6.5,Rioja
Bodegas Ponce,2021,1256349,Clos Lojen Manchuela 2021,3.7,42,6.5,Manchuela
Bodega Sommos,2019,1480760,Nietro Tinto 2019,3.8,72,6.5,Calatayud
Campo Viejo,2019,1133198,Tempranillo 2019,3.7,5396,6.5,Rioja
Celler Cooperatiu d'Espolla,2019,2445126,Panissars  Negre 2019,3.4,28,6.51,Cataluña
Jordi Miró,2020,1805741,Ennak 2020,4.0,27,6.51,Terra Alta
Habla,2020,1978855,de La Tierra 2020,3.7,321,6.53,Extremadura
Gran Recosind,2017,1248739,Criança 2017,3.8,46,6.55,Empordà
Cune (CVNE),2018,1135311,Crianza 2018,3.6,4574,6.55,Rioja
Bodegas Faustino,2018,1142455,Crianza 2018,3.6,919,6.55,Rioja
Soto y Manrique,2018,5568811,La Viña de Ayer Cebreros 2018,3.6,159,6.58,Castilla y León
Bodegas Mano a Mano,2016,1192990,Mano a Mano 2016,3.7,996,6.59,Castilla
Marques de Burgos,2020,1196336,Roble Vendimia Seleccionada 2020,3.7,29,6.59,Ribera del Duero
Bodegas Javier San Pedro Ortega,2019,1595750,Cueva de Lobos Crianza 2019,3.8,100,6.6,Rioja
Ederra,2017,1653817,Rioja Crianza 2017,3.5,904,6.6,Rioja
Luis Cañas,2019,1233309,Tinto 2019,3.6,58,6.61,Rioja
Señorío de Nava,2020,1139423,Ribera del Duero Roble 2020,3.8,69,6.63,Ribera del Duero
Rico Nuevo,2019,7807253,RN Garnacha 2019,3.0,165,6.65,Castilla y León
Viña Paceta,2017,1633874,Crianza 2017,3.3,62,6.65,Rioja
Martin Berdugo,2020,1158443,Joven 2020,3.5,150,6.65,Ribera del Duero
Luis Cañas,2020,1233309,Tinto 2020,3.6,26,6.65,Rioja
Bodegas Godelia,2020,1181766,Viernes Mencía 2020,3.6,52,6.65,Bierzo
Dehesa El Carrascal,2017,4740123,Tudon's Monastrell 2017,3.9,48,6.66,Castilla
Viñas del Vero,2012,1599976,Tempranillo - Cabernet Sauvignon Crianza 2012,3.3,468,6.67,Somontano
R. Raventós,2021,5795233,L'Ànec Mut Negre 2021,3.5,41,6.68,Penedès
Martinez Corta,2018,7738981,Finca Iriarte Tempranillo 2018,3.8,155,6.69,Rioja
Bodegas Gratias,2019,6106207,¿Y Tú de Quién Eres? Multivarietal 2019,3.3,310,6.7,Manchuela
Coelus,2017,1436976,Crianza Tempranillo 2017,3.6,42,6.7,Rioja
Coelus,2018,1436976,Crianza Tempranillo 2018,3.7,29,6.7,Rioja
Bodegas Arraez,2019,5067549,Vividor Bobal 2019,3.6,441,6.7,Utiel-Requena
Carlos Serres,2019,1525045,Rioja Crianza 2019,3.8,155,6.7,Rioja
EGO,2020,1999623,Marionette Monastrell - Syrah 2020,3.6,44,6.7,Jumilla
Espelt,2020,1731540,Sauló 2020,3.5,58,6.7,Empordà
Vinessens - Casa Balaguer,2020,7551225,Tragolargo Monastrell 2020,3.6,31,6.72,Alicante
Bodega Pirineos,2013,2291254,Señorío de Lazán Crianza 2013,3.2,350,6.74,Somontano
Beso de Rechenna,2018,1375301,Bobal Crianza 2018,3.8,30,6.75,Utiel-Requena
El Coto,2017,8619,Crianza 2017,3.7,5922,6.75,Rioja Alavesa
Breca,2020,5748100,Garnacha de Fuego 2020,3.6,116,6.75,Calatayud
Dos Caprichos,2018,4488618,Crianza 2018,4.1,1340,6.75,Rioja
Gran Feudo,2014,1603756,Reserva 2014,3.6,917,6.75,Navarra
Guelbenzu,2018,51664,Azul 2018,3.8,105,6.75,Ribera del Queiles
Celler Masroig,2019,98958,Solà Fred 2019,3.6,503,6.75,Montsant
Espelt,2017,1731540,Sauló 2017,3.3,75,6.75,Empordà
Familia Torres,2017,1147949,Coronas Tempranillo 2017,3.6,3256,6.75,Cataluña
Ostatu,2021,2516179,Rioja Tinto 2021,3.8,60,6.75,Rioja Alavesa
Familia Torres,2019,1147949,Coronas Tempranillo 2019,3.5,758,6.75,Cataluña
Monólogo,2016,8327168,Crianza Vendimia Seleccionada 2016,3.3,88,6.75,Rioja
Gran Feudo,2016,1603756,Reserva 2016,3.6,484,6.75,Navarra
Altanza,2018,1247469,Edulis de Altanza Rioja Crianza 2018,3.8,211,6.75,Rioja
Castillo Perelada,2021,1316403,Empordà Cigonyes Tinto 2021,3.7,40,6.75,Empordà
Castillo Perelada,2017,3343395,3 Finques (Fincas) 2017,3.6,564,6.75,Empordà
Bodegas Valdemar,2016,1774637,Finca del Marquesado Crianza 2016,3.7,319,6.75,Rioja
El Coto,2018,8619,Crianza 2018,3.7,1566,6.75,Rioja Alavesa
Monólogo,2017,1302028,Crianza 2017,3.4,915,6.75,Rioja
Dominio de Atauta,2019,1693444,Viridiana Ribera del Duero Roble 2019,3.8,75,6.76,Ribera del Duero
Empordàlia,2019,2026400,Sinols Criança 2019,3.8,135,6.78,Empordà
Barbadillo,2020,5526952,Quãdis Joven Cadiz 2020,3.7,43,6.78,Cádiz
Viña Mayor,2020,1129480,Ribera del Duero Tinto Roble 2020,3.4,39,6.79,Ribera del Duero
Pagos del Rey,2020,5050415,Sentero Roble 2020,3.6,44,6.8,Toro
Pago de la Jaraba,2015,2490463,Azagador Reserva Tinto 2015,3.8,38,6.8,La Mancha
Luzon,2020,6065522,Colección Monastrell 2020,3.6,195,6.8,Jumilla
Vega Real,2019,1139212,Ribera del Duero Roble 2019,3.8,72,6.8,Ribera del Duero
Arché Pagès,2019,1314194,Sàtirs Negre 2019,3.7,84,6.8,Empordà
Familia Montaña,2017,7763502,Finca La Valentina Montaña Crianza 2017,3.6,25,6.8,Rioja
Habla,2019,1978855,de La Tierra 2019,3.7,610,6.8,Extremadura
Bodega Pirineos,2018,2291254,Señorío de Lazán Crianza 2018,3.9,47,6.8,Somontano
Bodegas Virgen de Galir,2020,7419457,Maruxa Mencia 2020,3.6,336,6.85,Valdeorras
Viladellops,2021,1585724,Garnatxa 2021,3.9,35,6.85,Penedès
Marques de Vitoria,2017,1488465,Rioja Crianza 2017,3.6,414,6.85,Rioja
Volver,2019,1542510,Paso a Paso Organic Red 2019,3.5,55,6.85,La Mancha
Bodegas Virgen de Galir,2021,7419457,Maruxa Mencia 2021,3.6,78,6.85,Valdeorras
Enate,2019,1154856,Cabernet Sauvignon - Merlot 2019,3.8,375,6.85,Somontano
Finca La Estacada,2017,5197184,Ocho y Medio Tinto Velasco 2017,3.6,189,6.85,Castilla
Bruma del Estrecho,2020,4309569,Paraje Marín 2020,3.7,30,6.85,Jumilla
Jaro,2019,1164120,Sembro Vendimia Seleccionada Tempranillo 2019,3.8,286,6.85,Ribera del Duero
Celler Mas Pòlit,2019,6477060,Terra Indika 2019,3.6,31,6.88,Empordà
Miquel Jané,2018,5362141,Syrah 2018,3.4,71,6.9,Penedès
Viña Zorzal,2018,6019031,Rey Noble Garnacha 2018,3.7,25,6.9,Navarra
Vega Moragona,2019,8077947,Ventica Bobal 2019,4.0,503,6.9,Ribera del Júcar
Solar Viejo,2017,2338896,Tempranillo Rioja 2017,3.1,243,6.9,Rioja
De Moya,2019,2766217,Justina 2019,3.9,200,6.9,Valencia
Bodega Pirineos,2020,1110223,Principio Moristel 2020,3.9,32,6.9,Somontano
