Bodega,Año,Vino_ID,Vino,Rating,Nº_reseñas,Precio,Región
Viña Pomal,2018,3674494,Vino Ecológico 2018,3.6,374,9.95,Rioja
Yaso,2018,1181260,Toro 2018,3.6,128,9.95,Toro
Arnegui,2016,1203193,Reserva Rioja 2016,3.9,331,9.95,Rioja
Vina Herminia,2016,23536,Rioja Reserva 2016,3.6,33,9.95,Rioja
Castillo de Monjardin,2018,98918,Deyo Merlot de Autor 2018,3.9,61,9.95,Navarra
Peñafiel,2020,6386588,Miros de Ribera Roble Tinto 2020,4.0,50,9.95,Ribera del Duero
Fariña,2014,1139370,Gran Colegiata Toro Crianza 2014,4.0,110,9.95,Toro
Bodegas Monte La Reina,2016,1473123,Castillo de Monte la Reina Crianza 2016,4.0,224,9.95,Toro
Bodegueros Quinta Esencia,2019,4746956,Silbon 2019,3.9,91,9.95,Toro
Licinia,2018,6005655,Muss Tinto 2018,3.8,172,9.95,Madrid
Cal Pla,2019,1164643,Priorat 2019,4.2,74,9.95,Priorato
Clos Montblanc,2018,16130,Únic Merlot 2018,3.7,33,9.95,Conca de Barberà
Bodegas Langa,2019,3794658,Classic 2019,3.7,73,9.95,Calatayud
Cid Bermúdez,2019,2274930,Altrejo Roble 2019,3.2,43,9.95,Ribera del Duero
La Quinta,2020,5731628,Mamba 2020,3.9,70,9.95,Ribera del Duero
Borsao Bodegas,2017,7796041,Cabriola 2017,3.9,213,9.95,Aragón
Pittacum,2019,1631613,Mencía 2019,3.9,156,9.95,Bierzo
Protos,2018,9048281,9 Meses en Barrica Tempranillo Ecológico 2018,3.8,109,9.95,Ribera del Duero
Protos,2019,9048281,9 Meses en Barrica Tempranillo Ecológico 2019,3.7,88,9.95,Ribera del Duero
EGO,2019,1885785,Fuerza 2019,4.0,31,9.95,Jumilla
Excelencia,2012,1477105,Los Frontones Crianza 2012,3.8,108,9.95,Andalucía
Josep Grau Viticultor,2020,6034268,Una Nit en Globus 2020,3.9,114,9.95,Montsant
Borsao Bodegas,2017,1289492,Crianza (Selección Crianza) 2017,4.1,334,9.95,Campo de Borja
Pardas,2021,4391591,Sus Scrofa 2021,3.6,46,9.95,Penedès
Bodegas Franco-Españolas,2016,1100350,Rioja Bordón Reserva 2016,3.8,169,9.95,Rioja
Jordi Oliver Conti,2019,4444178,9SET2 2019,3.7,32,9.95,Empordà
El Ilusionista,2019,3180715,Crianza 2019,3.9,110,9.95,Ribera del Duero
Dominio de Atauta,2018,5257243,La Celestina Crianza 2018,3.9,370,9.95,Ribera del Duero
Familia Torres,2018,2651,Atrium Merlot 2018,3.7,835,9.95,Penedès
Gregorio Martínez,2014,5529011,Finca Tempranillo 2014,3.8,226,9.98,Rioja
Finca Bacara,2018,5418364,Tabá 2018,4.0,227,9.99,Jumilla
Castillo de Aresan,2020,8119399,Bourbon Barrel Aged Cabernet Sauvignon 2020,4.1,226,9.99,Vino de España
Les Cousins Marc & Adrià,2020,1203045,L'Inconscient 2020,3.8,258,9.99,Priorato
Gran Albina,2018,5217637,Reserva 2018,4.0,33,9.99,Rioja
Can Serra dels Exibis,2021,2346768,Exibis 2021,3.7,29,9.99,Pla de Bages
Bodegas Vilano,2019,1516813,Crianza 2019,4.1,189,9.99,Ribera del Duero
Heras Cordon,2018,1478457,Rioja Vendimia Seleccionada 2018,3.9,167,9.99,Rioja
Bodegas Vilano,2019,1516813,Crianza 2019,4.1,189,9.99,Ribera del Duero
Marqués de Cáceres,2017,10249,Rioja Reserva 2017,3.8,108,9.99,Rioja
D. Mateos,2019,6988678,Tío Martín Crianza 2019,4.1,32,9.99,Rioja
Viñedos Hermanos Hernáiz,2018,8054552,Finca La Emperatriz El jardín de La Emperatriz Tinto 2018,3.8,116,9.99,Rioja Alta
Dominio del Bendito,2019,7623096,El Buen Rollo 2019,3.9,213,10.0,Toro
Bela,2020,6691245,Roble 2020,3.7,120,10.0,Ribera del Duero
Familia Torres,2020,7667938,Vinyarets 2020,3.6,78,10.0,Penedès
Bodega de Bardos,2020,1165618,Romántica Crianza 2020,4.0,37,10.0,Ribera del Duero
Casa Rojo,2020,9531463,CL98 Tinto 2020,3.7,479,10.03,Ribera del Duero
Lagravera,2016,1453769,Ónra Tinto 2016,3.8,68,10.03,Costers del Segre
Finca Villacreces,2020,1141810,Pruno Ribera del Duero 2020,3.7,248,10.03,Ribera del Duero
Valserrano,2015,1843806,Rioja Crianza 2015,3.9,1161,10.05,Rioja
AT Roca,2021,2302992,Sileo 2021,3.7,26,10.1,Montsant
Peñafiel,2020,9598187,Alma Serena Barrica 2020,3.7,49,10.1,Ribera del Duero
Familia Torres,2020,2651,Atrium Merlot 2020,3.8,50,10.12,Penedès
Lafou,2019,2040817,El Sender 2019,3.9,258,10.14,Terra Alta
Lambuena,2020,4248496,Roble 2020,3.9,75,10.15,Ribera del Duero
MontRubí,2018,4420291,Gaintus Radical Sumoll 2018,3.3,75,10.15,Penedès
El Miracle,2020,5563599,Art 2020,3.6,34,10.15,Alicante
Bodegas José L. Ferrer,2017,1176514,Crianza 2017,3.7,285,10.2,Binissalem-Mallorca
Cara Nord,2019,1899802,Negre 2019,3.7,88,10.2,Conca de Barberà
Palomo Cazador,2018,2727716,Roble 2018,3.9,53,10.2,Ribera del Duero
7 Magnífics,2019,5151267,Rebels de Batea Tinto 2019,3.6,73,10.2,Terra Alta
Venta del Puerto,2019,1145049,No. 12 Selección Especial 2019,4.1,273,10.2,Valencia
Celler Masroig,2019,2180513,Les Sorts Sycar 2019,3.8,680,10.2,Montsant
Familia Torres,2019,2651,Atrium Merlot 2019,3.9,292,10.21,Penedès
Dominio de Atauta,2018,1171697,Atalayas de Golbán Ribera del Duero Crianza 2018,3.9,96,10.24,Ribera del Duero
Ramon Ramos,2019,5799418,Serie Naranja Tina de Toro 2019,3.7,26,10.25,Toro
Enrique Mendoza,2018,7573091,Finca Xaconero Monastrell 2018,4.0,120,10.25,Alicante
Castaño,2016,85761,Castaño Colección Cepas Viejas 2016,3.5,261,10.25,Yecla
Valpincia,2018,1206415,Crianza 2018,3.3,28,10.25,Ribera del Duero
Bodegas Franco-Españolas,2015,1100350,Rioja Bordón Reserva 2015,3.9,577,10.25,Rioja
Mas d'en Blei,2018,6192493,Petit Blei Garnatxa 2018,3.3,31,10.25,Priorato
Gran Feudo,2012,1441674,Viñas Viejas Reserva 2012,3.6,147,10.27,Navarra
Puiggros,2020,2952627,Exedra Negre 2020,3.9,41,10.3,Cataluña
Mas Oller,2019,1177915,Pur 2019,3.9,171,10.3,Cataluña
Mesquida Mora,2019,2535393,Sincronia Negre 2019,3.7,50,10.3,Mallorca
Falset Marçà,2014,1419166,Castell de Falset 2014,3.7,62,10.3,Montsant
Celler Cedo Anguera,2017,98929,Clònic 2017,4.0,90,10.3,Montsant
Martí Serdà,2019,4405980,El Cabronet 2019,3.8,56,10.3,Penedès
Gran Feudo,2016,1441674,Viñas Viejas Reserva 2016,3.6,209,10.34,Navarra
Gran Feudo,2014,1441674,Viñas Viejas Reserva 2014,3.5,517,10.34,Navarra
Mustiguillo,2019,4483737,Mestizaje Bobal 2019,4.0,56,10.35,Valencia
Raúl Pérez,2019,1808511,Ultreia Saint Jacques Mencía 2019,3.9,906,10.35,Bierzo
Castillo Perelada,2017,1245225,Empordà Grande Reserve Speciale Balduino y Fabiola 2017,3.8,165,10.35,Empordà
Guimaro,2021,2383519,Ribeira Sacra Mencia 2021,3.8,195,10.35,Ribeira Sacra
Mas Foraster,2019,1142380,Josep Foraster Criança 2019,3.6,34,10.35,Conca de Barberà
Montecillo,2014,1100225,Reserva 2014,3.7,229,10.36,Rioja
Cepa 21,2020,1147670,Hito 2020,3.9,1120,10.39,Ribera del Duero
Raimat,2017,7024736,El Silenci del Molí 2017,3.9,102,10.4,Costers del Segre
Lagravera,2017,1453769,Ónra Tinto 2017,3.8,27,10.4,Costers del Segre
Roig Parals,2018,1458104,La Botera 2018,3.7,94,10.43,Empordà
Viña Pedrosa,2019,1139124,Cepa Gavilán Crianza Ribera del Duero 2019,3.8,376,10.43,Ribera del Duero
Pujol Cargol,2018,4377480,El Missatger Tinto 2018,3.8,63,10.44,Empordà
Dominio do Bibei,2019,1384142,Ribeira Sacra Refugallo 2019,4.1,81,10.45,Ribeira Sacra
Viñas del Cénit,2016,1901138,Venta Mazarrón Tempranillo 2016,3.7,364,10.45,Tierra del Vino de Zamora
La Poda,2019,5843258,Tempranillo 2019,3.7,131,10.45,Ribera del Duero
Quinta Sardonia,2017,4418279,Sardón 2017,3.8,870,10.45,Castilla y León
Finca Villacreces,2019,1141810,Pruno Ribera del Duero 2019,3.7,2867,10.45,Ribera del Duero
Cara Nord,2020,1937243,Mineral del Montsant 2020,3.9,41,10.45,Montsant
Portal del Montsant,2020,1189674,Bruberry 2020,3.7,59,10.45,Montsant
Jané Ventura,2017,1992036,Negre Selecció 2017,3.9,46,10.45,Penedès
Viña Sastre,2020,736586,Ribera del Duero Roble 2020,3.8,368,10.45,Ribera del Duero
Masia Serra,2017,1486461,IO 2017,3.8,60,10.47,Empordà
Basagoiti,2019,2448988,Fuera del Rebaño 2019,3.9,26,10.49,Rioja
Bodegas Olarra,2018,76308,Añares Rioja Reserva 2018,3.9,47,10.5,Rioja
Murviedro,2017,6590318,Sericis Cepas Viejas Monastrell 2017,4.2,1273,10.5,Valencia
Burgo Viejo,2018,1478832,Rioja Garnacha 2018,3.7,247,10.5,Rioja
Mitarte,2015,3143986,Tatos 2015,3.3,44,10.5,Rioja
Olivares,2019,1660562,Altos de la Hoya Monastrell 2019,3.9,292,10.5,Jumilla
Bodegas Frontonio,2015,3833563,Botijo Rojo Garnacha Viñas Viejas 2015,3.7,166,10.5,Valdejalón
El Miracle,2018,5563599,Art 2018,3.8,210,10.5,Alicante
Castaño,2018,1137120,Solanera Viñas Viejas 2018,3.8,57,10.5,Yecla
Olivares,2020,1660562,Altos de la Hoya Monastrell 2020,3.9,110,10.5,Jumilla
De Moya,2019,2905850,María 2019,3.9,82,10.5,Valencia
Murviedro,2018,6673810,Sericis Cepas Viejas Bobal 2018,3.9,190,10.5,Utiel-Requena
Fernández de Piérola,2017,1167430,Crianza 2017,3.8,566,10.5,Rioja
Consejo de la Alta,2015,1507078,Alta Río Crianza 2015,3.5,87,10.5,Rioja
Hacienda Zorita Natural Reserve,2018,1163897,Abascal Vineyard Crianza 2018,3.6,70,10.5,Ribera del Duero
Clos Montblanc,2018,4062468,Únic Syrah 2018,4.0,32,10.5,Conca de Barberà
La Maldita,2019,8100305,Revolution Garnacha 2019,4.0,74,10.5,Rioja
Lecco,2018,1927229,Crianza Ribera del Duero 2018,3.8,49,10.5,Ribera del Duero
Volver,2019,1603076,Tarima Hill Old Vines Monastrell 2019,4.1,163,10.5,Alicante
Vinyes Domenech,2019,1226456,Bancal del Bosc Tinto 2019,3.7,180,10.5,Montsant
Fuentespina,2019,3547558,Crianza 2019,3.7,51,10.5,Ribera del Duero
Bruno Murciano,2019,7715732,Las Tintas 2019,3.7,62,10.5,Valencia
Menade,2016,5493075,Clandestino de Menade Tinto Natural 2016,3.6,79,10.5,Castilla y León
El Coto,2018,8188993,875m Finca Carbonera Tinta di Altura Tempranillo 2018,3.6,200,10.5,Rioja
Matarredonda,2017,1243049,Valdefama 2017,3.5,36,10.5,Toro
Pittacum,2018,1631613,Mencía 2018,3.8,638,10.5,Bierzo
Cérvoles,2019,1127025,Colors Tinto 2019,3.8,74,10.5,Costers del Segre
L'Olivera,2020,1726419,Naltres 2020,3.5,29,10.5,Costers del Segre
Tempore,2020,4759901,Generación 76 Tempranillo 2020,3.8,79,10.5,Bajo Aragón
Viña Olabarri,2016,1188472,Reserva 2016,3.6,131,10.5,Rioja
Bell Cros,2018,9422751,EL Camí 2018,3.8,70,10.5,Montsant
Cepa 21,2019,1147670,Hito 2019,3.9,1315,10.5,Ribera del Duero
Mas Oller,2020,1177915,Pur 2020,3.7,35,10.5,Cataluña
Dominio de Atauta,2017,2300616,Torre de Golban Crianza 2017,3.9,419,10.5,Ribera del Duero
Dominio de Atauta,2018,2300616,Torre de Golban Crianza 2018,3.8,87,10.5,Ribera del Duero
Tobia,2018,1210710,Selección de Autor 2018,4.0,457,10.5,Rioja
Dominio de Longaz,2010,4491688,Crianza 2010,3.4,42,10.55,Cariñena
Marqués de Tosos,2014,1787850,Gran Reserva 2014,3.6,32,10.55,Cariñena
Juan Gil,2020,5282020,Jumilla Silver Label 2020,4.0,1174,10.55,Jumilla
Campo Viejo,2015,1163217,Reserva 2015,3.8,7422,10.55,Rioja
Dominio de Cair,2018,1939184,Cair Cuvée 2018,3.8,916,10.56,Ribera del Duero
Proyecto Garnachas de España,2018,1448359,La Garnacha Olvidada de Aragón 2018,3.8,223,10.6,Aragón
El Vínculo,2017,7586997,Crianza 2017,4.0,669,10.6,La Mancha
Cellers Unió,2019,2024561,Perlat Garnatxa 2019,3.9,29,10.6,Montsant
Campillo,2016,1207136,Crianza Rioja 2016,3.7,798,10.6,Rioja
Luis Cañas,2018,86878,Crianza 2018,3.7,229,10.6,Rioja
Hacienda López de Haro,2015,1868658,Reserva 2015,3.8,2313,10.6,Rioja
Finca Nueva,2017,1210509,Crianza 2017,3.7,42,10.6,Rioja
Hacienda López de Haro,2019,6490747,Edición Limitada 2019,4.1,38,10.6,Rioja
Viña Olabarri,2015,1188472,Reserva 2015,3.8,211,10.6,Rioja
Baron de Ley,2017,1573980,Varietales Graciano Rioja 2017,3.8,296,10.62,Rioja
Suertes del Marqués,2019,1175021,7 Fuentes 2019,3.7,195,10.62,Valle de la Orotava
Viñas del Vero,2018,23483,Colección Pago Los Canteras Syrah Somontano 2018,4.1,37,10.62,Somontano
Soto y Manrique,2017,7197569,Camino de La Cruz Verde 2017,3.4,89,10.64,Castilla y León
Villota,2020,8437661,Selvanevada 2020,3.9,124,10.65,Rioja Alavesa
Valserrano,2018,1843806,Rioja Crianza 2018,3.9,124,10.65,Rioja
Celler del Roure,2020,5027716,Safrà 2020,3.6,132,10.66,Valencia
Rosario Vera,2019,6907091,Tinto 2019,3.9,38,10.69,Rioja
Susana (Sempre),2019,1408840,Roble 2019,3.7,49,10.69,Mallorca
Marques de Burgos,2018,1404492,Crianza Vendimia Seleccionada 2018,4.0,129,10.7,Ribera del Duero
Bracamonte,2015,1149912,Crianza 2015,4.1,80,10.7,Ribera del Duero
Marqués de Griñon,2018,1153733,Caliza 2018,4.0,46,10.7,Dominio de Valdepusa
Wineissocial,2020,6505877,De Sòl a Sol 2020,3.9,92,10.72,Priorato
Viña Ijalba,2018,98246,Crianza 2018,4.0,255,10.75,Rioja
Bodega Otazu,2019,1821556,Otazu Premium Cuvée 2019,3.9,88,10.75,Navarra
Celler Piñol,2018,9242886,Portal (Nuestra Senora) 2018,3.7,60,10.75,Terra Alta
Abadia da Cova,2019,2317592,Mencia 2019,3.8,255,10.75,Ribeira Sacra
Clos Montblanc,2016,5210431,Únic Trepat 2016,3.7,33,10.75,Conca de Barberà
El Vínculo,2016,7586997,Crianza 2016,3.9,905,10.75,La Mancha
Orto Vins,2019,1208363,Orto Tinto 2019,3.8,51,10.75,Montsant
Sota els Àngels,2019,8558742,Ubuntu 2019,3.8,40,10.76,Empordà
Portia,2018,1225187,Crianza 2018,3.8,146,10.78,Ribera del Duero
Castillo Perelada,2016,7369877,Collection Negre 2016,3.9,64,10.8,Empordà
Viña Pomal,2017,5516299,Selección 500 Crianza 2017,4.0,110,10.8,Rioja
Atalaya,2020,3652602,La Atalaya del Camino 2020,4.1,375,10.8,Almansa
Dominio de Cair,2019,1939184,Cair Cuvée 2019,3.8,220,10.8,Ribera del Duero
D Luis R,2017,1669401,Crianza 2017,3.6,67,10.8,Rioja
Más Que Vinos,2010,2416472,Bodegas Ercavio la Meseta 2010,3.5,58,10.8,Castilla
Bodegas Frontonio,2020,4523406,Microcósmico Garnacha 2020,3.8,105,10.8,Valdejalón
Bodegas Paco Mulero,2018,7640051,Monastrell 2018,4.0,61,10.8,Jumilla
Casa Ravella,2016,3046974,Seleccion Tinto 2016,3.9,25,10.85,Penedès
Finca Antigua,2014,13944,Reserva 2014,3.6,63,10.85,La Mancha
Cal Grau,2019,3387575,La Petite Agnès 2019,3.9,56,10.85,Priorato
Segura Viudas,2016,1231102,Mas d'Aranyó Reserva 2016,3.8,40,10.85,Cataluña
Cara Nord,2019,1937243,Mineral del Montsant 2019,3.9,248,10.85,Montsant
Martí Fabra,2019,1177010,Selecció Vinyes Velles Empordà 2019,4.1,153,10.85,Empordà
Celler Cal Bessó,2017,5120348,Lo Cirerer 2017,3.9,131,10.85,Montsant
Martin Berdugo,2018,1150140,Crianza 2018,4.0,260,10.87,Ribera del Duero
Ferratus,2018,4781778,Ferratus AØ 2018,3.7,105,10.88,Ribera del Duero
Monte Real,2012,1424455,Gran Reserva 2012,4.0,1244,10.89,Rioja
Borsao Bodegas,2016,7796041,Cabriola 2016,3.9,901,10.89,Aragón
Viña Albina,2012,1399070,Gran Reserva 2012,3.9,176,10.89,Rioja
Can Axartell,2020,4812180,Tinto 2020,3.9,25,10.9,Mallorca
Finca La Aparecida,2019,9936102,Tinto Garnacha 2019,4.1,35,10.9,Aragón
Bodegas Ismael Arroyo,2018,5300680,Valsotillo Finca Buenavista 2018,3.9,58,10.9,Ribera del Duero
Malasenda,2018,7341491,Tinto Crianza 2018,3.8,146,10.9,Ribera del Duero
Finca Bacara,2017,7087068,Time Waits For No One (Black Label) 2017,3.6,73,10.9,Jumilla
Les Cousins Marc & Adrià,2019,1203045,L'Inconscient 2019,3.8,1013,10.9,Priorato
Portia,2019,1225187,Crianza 2019,4.0,353,10.9,Ribera del Duero
Celler Piñol,2014,1206763,Portal Roble (Nuestra Señora) 2014,3.6,108,10.9,Tarragona
Martin Berdugo,2019,1150140,Crianza 2019,4.1,129,10.9,Ribera del Duero
VI Cool Be Cool,2018,8427528,El Timó 2018,3.5,28,10.9,Empordà
Enrique Mendoza,2017,1213653,Merlot - Monastrell 2017,3.7,208,10.9,Alicante
Tianna Negre,2020,1555154,Ses Nines Negre 2020,3.7,38,10.9,Binissalem-Mallorca
Collbaix Celler El Molí,2019,8501964,Oest 2019,3.7,53,10.9,Pla de Bages
Quinta de la Quietud,2018,1181010,Corral de Campanas 2018,4.0,231,10.9,Toro
Viñas del Vero,2016,23482,Cabernet Sauvignon Somontano 2016,3.5,168,10.9,Somontano
Bodega Sommos,2017,1235996,Alquez 2017,3.8,104,10.9,Calatayud
Raimat,2018,10484697,El Molí 2018,4.0,49,10.9,Costers del Segre
Marco Real,2015,1192087,Reserva de Familia 2015,3.8,76,10.9,Navarra
Apóstata,2018,6858520,Old Vine Tempranillo 2018,3.8,328,10.9,Uclés
Mindiarte,2016,1771710,Reserva 2016,3.5,50,10.9,Rioja Alta
Can Axartell,2021,4812180,Tinto 2021,3.9,28,10.9,Mallorca
Bodegas Cosme Palacio,2017,2328702,Glorioso Rioja Reserva 2017,4.1,230,10.9,Rioja
Pujanza,2018,1424395,Hado 2018,3.8,140,10.9,Rioja
Cune (CVNE),2017,49644,Reserva 2017,3.8,800,10.9,Rioja
Venta La Vega - Bodegas Almanseñas,2016,5374601,Ternario 2 2016,3.4,44,10.9,Almansa
Bodegas Urbina,2012,1278370,Crianza Tinto 2012,3.8,212,10.9,Rioja
Casa Aurora,2019,5882404,Clos Pepin 2019,3.7,29,10.9,Bierzo
Bodega Sommos,2019,1235996,Alquez 2019,4.0,109,10.9,Calatayud
Vinessens - Casa Balaguer,2018,1565648,Sein 2018,3.8,149,10.9,Alicante
Bodegas y Viñedos Algil,2019,10368291,Expresión 2019,3.6,40,10.9,Toro
EGO,2017,1586421,Goru Monastrell 2017,3.8,106,10.9,Jumilla
Ribera del Juá,2017,6415373,Crianza 2017,3.4,105,10.9,Jumilla
Cune (CVNE),2018,49644,Reserva 2018,4.1,163,10.9,Rioja
Finca Sandoval,2016,3809961,El Fundamentalista 2016,3.5,25,10.9,Manchuela
Castellroig,2018,5924980,Sabaté i Coca Sø Negre 2018,3.8,45,10.9,Penedès
Vinessens - Casa Balaguer,2018,8461140,Terra Danella 2018,3.8,31,10.9,Alicante
Viñas del Vero,2017,23482,Cabernet Sauvignon Somontano 2017,3.3,47,10.9,Somontano
Volver,2019,7439078,Quinta del 67 Crianza 2019,4.0,384,10.9,Almansa
Bodegas Bhilar,2020,1949131,Bhilar Plots Rioja Red 2020,3.8,36,10.9,Rioja
Lan,2018,6438949,Xtréme Ecológico Crianza 2018,4.1,127,10.9,Rioja
Hermanos Peciña,2016,1146401,Señorío de P. Peciña Crianza 2016,4.0,49,10.9,Rioja
Rectoral de Amandi,2020,8716276,Matilda Nieves Mencia 2020,3.9,494,10.9,Ribeira Sacra
Habla,2021,1250095,Silencio 2021,4.2,55,10.9,Extremadura
Dominio del Urogallo,2018,2612919,La Fanfarria 2018,3.7,40,10.9,Asturias
Arrayán,2018,1218674,Selección 2018,3.8,42,10.9,Méntrida
Bodegas Olarra,2017,76308,Añares Rioja Reserva 2017,3.9,198,10.9,Rioja
Volver,2019,1195424,Single Vineyard Tempranillo 2019,4.0,316,10.93,La Mancha
Monasterio de Las Vinas,2016,1776352,Garnacha Old Vine 2016,3.3,45,10.95,Cariñena
Dominio del Bendito,2020,1165527,El Primer Paso 2020,4.0,204,10.95,Toro
Azpilicueta,2019,3652647,Origen Crianza 2019,3.9,181,10.95,Rioja
Castro Candaz,2020,5235131,Mencia 2020,3.7,48,10.95,Ribeira Sacra
Pago Aylés,2019,2278842,é de Aylés 2019,3.9,64,10.95,Aragón
Pinord,2015,13068,Chateldon Reserva Cabernet Sauvignon 2015,3.8,113,10.95,Penedès
Bodega Otazu,2018,1821556,Otazu Premium Cuvée 2018,4.0,619,10.95,Navarra
Castaño,2017,1137120,Solanera Viñas Viejas 2017,3.8,518,10.95,Yecla
El Escocés Volante,2020,1240835,Manga del Brujo 2020,4.0,147,10.95,Calatayud
Mas Blanch I Jove,2019,5616272,Troballa Garnatxa Negra 2019,3.6,59,10.95,Costers del Segre
Ramón Bilbao,2020,77021,Crianza Rioja 2020,4.0,40,10.95,Rioja
Venta d'Aubert,2015,1191816,Ventus 2015,3.8,167,10.95,Bajo Aragón
D. Mateos,2019,5033894,Insensato Garnacha 2019,3.9,373,10.95,Rioja
Empordàlia,2018,3342659,Coromina Empordà 2018,3.9,27,10.95,Empordà
Lagar d'Amprius,2016,1585431,Garnacha 2016,3.9,65,10.95,Bajo Aragón
Finca Los Aljibes,2016,1159307,Cabernet Franc 2016,3.7,32,10.95,Castilla
Campo Viejo,2016,1133198,Tempranillo 2016,3.7,14484,10.95,Rioja
Clos Pons,2015,1202814,Alges 2015,4.0,165,10.95,Costers del Segre
Bodegas Frontonio,2018,4523406,Microcósmico Garnacha 2018,3.8,412,10.95,Valdejalón
Olivier Rivière,2021,1218832,Rioja Rayos Uva 2021,3.9,29,10.95,Rioja
Pinord,2016,13068,Chateldon Reserva Cabernet Sauvignon 2016,3.9,229,10.95,Penedès
Viña Ane,2017,1260479,Autor 2017,3.7,60,10.95,Rioja
D. Mateos,2020,5033894,Insensato Garnacha 2020,3.8,97,10.95,Rioja
Casar de Burbia,2017,1126577,Casar Mencía 2017,3.8,300,10.95,Bierzo
D. Mateos,2019,5086607,Insolente Graciano 2019,3.8,147,10.95,Rioja
Martinez Lacuesta,2015,1117357,Ventilla 71 Rioja 2015,3.9,38,10.95,Rioja
Lan,2018,1428605,D-12 Rioja 2018,4.1,439,10.95,Rioja
D. Mateos,2018,5086607,Insolente Graciano 2018,3.7,108,10.95,Rioja
Wine's Ocean,2017,3874019,Tomasitos 2017,3.6,47,10.95,Tarragona
Cinema,2016,1449049,Crianza 2016,3.9,43,10.95,Ribera del Duero
Federico Paternina,2015,5475609,Reserva Rioja Selección Especial 2015,3.9,48,10.95,Rioja
Campillo,2018,1207136,Crianza Rioja 2018,3.9,846,10.95,Rioja
Campo Viejo,2018,1133198,Tempranillo 2018,3.7,11667,10.95,Rioja
Artuke,2020,1915104,Pies Negros Rioja 2020,3.9,192,10.96,Rioja
Artuke,2019,1915104,Pies Negros Rioja 2019,3.7,413,10.96,Rioja
Costers del Priorat,2020,5032753,Petit Pissarres 2020,3.9,107,10.99,Priorato
Winery On Creations,2019,6188526,Demuerte Gold 2019,4.0,119,10.99,Yecla
Pradorey,2020,7569106,Colección Barricas 2020,3.8,91,11.0,Ribera del Duero
Can Blau,2019,1478833,Blau 2019,3.7,294,11.0,Montsant
Campos de Dulcinea,2019,5453192,Selección de Familia 2019,3.4,47,11.0,La Mancha
Forlong,2020,4386893,Petit Forlong 2020,4.0,58,11.0,Cádiz
Analec,2017,1231658,La Romiguera 2017,4.0,29,11.0,Costers del Segre
Pradorey,2019,9755709,Viñedos Propios 2019,3.8,28,11.0,Ribera del Duero
Bodegas Ateca,2019,1183710,Atteca Garnacha (Old Vines) 2019,4.0,276,11.01,Calatayud
Parés Baltà,2019,1124671,Indigena Garnatxa Tinto 2019,3.7,79,11.05,Penedès
Soto y Manrique,2017,7268818,Las Violetas Viejas Vinas de Garnacha 2017,3.4,342,11.1,Castilla y León
Bodegas Frontaura,2018,1185801,Dominio de Valdelacasa Cosecha 2018,3.8,88,11.15,Toro
Bodegas Nekeas,2019,2032695,El Chaparral de Vega Sindoa Old Vines Garnacha 2019,4.1,148,11.15,Navarra
Fuentespina,2017,3611492,Reserva 2017,3.6,28,11.17,Ribera del Duero
Estancia Piedra,2020,6447577,Prohibida Únicamente Garnacha 2020,3.8,74,11.2,Toro
Bodem,2019,6900660,Las Margas Garnacha 2019,3.7,37,11.2,Aragón
Bodegas Care,2018,2427372,Finca Bancales Viñas Viejas Garnacha 2018,4.1,57,11.2,Cariñena
Estancia Piedra,2019,6447577,Prohibida Únicamente Garnacha 2019,3.8,46,11.2,Toro
Raúl Pérez,2020,1808511,Ultreia Saint Jacques Mencía 2020,3.8,237,11.2,Bierzo
Bodegas Ponce,2017,1299497,La Casilla Bobal 2017,3.7,130,11.2,Manchuela
Apóstata,2019,6858520,Old Vine Tempranillo 2019,3.9,66,11.2,Uclés
Quinta da Muradella,2019,4789828,Candea Tinto 2019,3.6,28,11.2,Monterrei
El Pacto,2019,1537689,El Pacto de la Sonsierra 2019,3.9,549,11.2,Rioja
La Mejorada,2014,1312304,Las Norias 2014,3.8,239,11.2,Castilla y León
Los Aguilares,2021,1722822,Tinto 2021,3.9,90,11.25,Andalucía
Finca Sandoval,2020,1126959,Salia 2020,3.8,65,11.25,Manchuela
Pago Calzadilla,2017,1211100,Opta 2017,4.0,46,11.25,Pago Calzadilla
Hacienda Solano,2020,6026357,Selección 2020,3.9,104,11.25,Ribera del Duero
Viladellops,2019,1632555,Tinto 2019,4.0,36,11.25,Penedès
La Purisima,2016,1678294,Old Vines Expression 2016,3.9,372,11.25,Yecla
AT Roca,2018,2302992,Sileo 2018,3.7,299,11.25,Montsant
Bodegas Quinta de Aves,2019,6858383,Coupage 2019,4.0,161,11.25,La Mancha
La Vinyeta,2018,2306088,Puntiapart 2018,3.9,99,11.25,Empordà
Munia,2019,3837193,Carácter 2019,3.9,82,11.25,Toro
Mustiguillo,2018,99554,Mestizaje Tinto 2018,3.8,544,11.25,El Terrerazo
R. Raventós,2018,3984450,Costers del Segre 2018,3.8,73,11.3,Costers del Segre
Tobelos,2016,1225925,Tempranillo 2016,3.9,177,11.3,Rioja
Cellers Underground,2018,5420642,Pura Vida Negre 2018,4.0,43,11.3,Costers del Segre
Bodega Ca'n Verdura,2021,5793065,Binissalem-Mallorca Tomeu Llabres 2021,3.9,92,11.3,Binissalem-Mallorca
La Poda,2019,8973407,Garnacha 2019,3.5,34,11.3,Rioja
Estefanía,2018,4310932,Tilenus La Florida Bierzo 2018,3.7,77,11.3,Bierzo
